Transaction_ID,Timestamp,Stock_ID,Buyer_ID,Seller_ID,Price,Volume,Transaction_Amount,Memo
M_000265,2020-04-19T09:06:35,STK_004,USR_007,USR_003,1691.92,280,473737.60,Normal
M_000267,2020-04-19T15:37:00,STK_003,USR_003,USR_004,1638.52,1034,1694229.68,MM_Balance
M_000266,2020-04-19T15:49:00,STK_003,USR_004,USR_003,1638.52,2954,4840188.08,MM_Balance
M_000268,2020-04-20T12:33:23,STK_001,USR_006,USR_003,3237.39,89,288127.71,Normal
M_000269,2020-04-20T15:44:00,STK_003,USR_004,USR_003,1636.15,1635,2675105.25,MM_Balance
M_000270,2020-04-20T15:54:00,STK_003,USR_003,USR_004,1636.15,2494,4080558.10,MM_Balance
M_000271,2020-04-21T12:09:20,STK_002,USR_003,USR_005,1263.96,93,117548.28,Normal
M_000273,2020-04-21T15:29:00,STK_003,USR_003,USR_004,1637.89,2016,3301986.24,MM_Balance
M_000272,2020-04-21T15:36:00,STK_003,USR_004,USR_003,1637.89,2458,4025933.62,MM_Balance
M_000275,2020-04-22T11:54:43,STK_004,USR_003,USR_010,1669.49,174,290491.26,Normal
M_000274,2020-04-22T12:29:09,STK_001,USR_003,USR_007,3256.03,33,107448.99,Normal
M_000276,2020-04-22T15:23:00,STK_003,USR_004,USR_003,1632.28,2170,3542047.60,MM_Balance
M_000277,2020-04-22T15:43:00,STK_003,USR_003,USR_004,1632.28,2028,3310263.84,MM_Balance
M_000279,2020-04-23T15:00:00,STK_003,USR_003,USR_004,1653.04,1308,2162176.32,MM_Balance
M_000278,2020-04-23T15:57:00,STK_003,USR_004,USR_003,1653.04,2500,4132600.00,MM_Balance
M_000280,2020-04-24T11:06:24,STK_002,USR_004,USR_005,1235.46,57,70421.22,Normal
M_000281,2020-04-24T15:06:00,STK_003,USR_004,USR_003,1664.82,2189,3644290.98,MM_Balance
M_000282,2020-04-24T15:52:00,STK_003,USR_003,USR_004,1664.82,2305,3837410.10,MM_Balance
M_000284,2020-04-25T15:06:00,STK_003,USR_003,USR_004,1646.82,1318,2170508.76,MM_Balance
M_000283,2020-04-25T15:49:00,STK_003,USR_004,USR_003,1646.82,2597,4276791.54,MM_Balance
M_000285,2020-04-26T11:59:01,STK_003,USR_006,USR_003,1574.31,120,188917.20,Normal
M_000286,2020-04-26T12:40:51,STK_003,USR_004,USR_009,1443.13,99,142869.87,Normal
M_000288,2020-04-26T15:29:00,STK_003,USR_003,USR_004,1626.22,1193,1940080.46,MM_Balance
M_000287,2020-04-26T15:47:00,STK_003,USR_004,USR_003,1626.22,2138,3476858.36,MM_Balance
M_000289,2020-04-27T15:08:00,STK_003,USR_004,USR_003,1600.91,2657,4253617.87,MM_Balance
M_000290,2020-04-27T15:54:00,STK_003,USR_003,USR_004,1600.91,2853,4567396.23,MM_Balance
M_000291,2020-04-28T15:18:00,STK_003,USR_004,USR_003,1628.07,2325,3785262.75,MM_Balance
M_000292,2020-04-28T15:56:00,STK_003,USR_003,USR_004,1628.07,1843,3000533.01,MM_Balance
M_000293,2020-04-29T15:17:00,STK_003,USR_004,USR_003,1627.45,1795,2921272.75,MM_Balance
M_000294,2020-04-29T15:20:00,STK_003,USR_003,USR_004,1627.45,1053,1713704.85,MM_Balance
M_000295,2020-04-30T09:30:32,STK_002,USR_009,USR_004,1206.31,283,341385.73,Normal
M_000296,2020-04-30T15:15:00,STK_003,USR_004,USR_003,1626.53,1360,2212080.80,MM_Balance
M_000297,2020-04-30T15:47:00,STK_003,USR_003,USR_004,1626.53,2651,4311931.03,MM_Balance
M_000299,2020-05-01T10:36:55,STK_005,USR_003,USR_008,3952.05,76,300355.80,Normal
M_000298,2020-05-01T13:21:02,STK_001,USR_003,USR_009,3354.10,122,409200.20,Normal
M_000300,2020-05-01T15:01:00,STK_003,USR_004,USR_003,1623.53,1121,1819977.13,MM_Balance
M_000301,2020-05-01T15:45:00,STK_003,USR_003,USR_004,1623.53,2201,3573389.53,MM_Balance
M_000303,2020-05-02T15:19:00,STK_003,USR_003,USR_004,1630.16,1774,2891903.84,MM_Balance
M_000302,2020-05-02T15:42:00,STK_003,USR_004,USR_003,1630.16,1457,2375143.12,MM_Balance
M_000304,2020-05-03T15:22:00,STK_003,USR_004,USR_003,1646.18,1487,2447869.66,MM_Balance
M_000305,2020-05-03T15:40:00,STK_003,USR_003,USR_004,1646.18,1343,2210819.74,MM_Balance
M_000306,2020-05-04T15:34:00,STK_003,USR_004,USR_003,1635.90,1719,2812112.10,MM_Balance
M_000307,2020-05-04T15:53:00,STK_003,USR_003,USR_004,1635.90,1207,1974531.30,MM_Balance
M_000308,2020-05-05T13:58:45,STK_002,USR_009,USR_004,1188.61,92,109352.12,Normal
M_000309,2020-05-05T15:41:00,STK_003,USR_004,USR_003,1623.54,1883,3057125.82,MM_Balance
M_000310,2020-05-05T15:56:00,STK_003,USR_003,USR_004,1623.54,2243,3641600.22,MM_Balance
M_000311,2020-05-06T09:02:05,STK_004,USR_004,USR_010,1711.51,88,150612.88,Normal
M_000312,2020-05-06T10:03:04,STK_002,USR_004,USR_008,1179.99,48,56639.52,Normal
M_000313,2020-05-06T15:25:00,STK_003,USR_004,USR_003,1640.64,2607,4277148.48,MM_Balance
M_000314,2020-05-06T15:57:00,STK_003,USR_003,USR_004,1640.64,2001,3282920.64,MM_Balance
M_000315,2020-05-07T11:26:40,STK_004,USR_004,USR_007,1711.07,144,246394.08,Normal
M_000316,2020-05-07T12:31:24,STK_003,USR_006,USR_004,1446.28,126,182231.28,Normal
M_000318,2020-05-07T15:19:00,STK_003,USR_003,USR_004,1631.20,1975,3221620.00,MM_Balance
M_000317,2020-05-07T15:56:00,STK_003,USR_004,USR_003,1631.20,2172,3542966.40,MM_Balance
M_000319,2020-05-08T09:36:35,STK_005,USR_007,USR_004,4270.67,173,738825.91,Normal
M_000320,2020-05-08T15:20:00,STK_003,USR_004,USR_003,1660.09,2130,3535991.70,MM_Balance
M_000321,2020-05-08T15:29:00,STK_003,USR_003,USR_004,1660.09,2064,3426425.76,MM_Balance
M_000323,2020-05-09T12:39:23,STK_003,USR_006,USR_004,1476.65,83,122561.95,Normal
M_000322,2020-05-09T14:57:36,STK_003,USR_004,USR_005,1476.15,2,2952.30,Normal
M_000324,2020-05-09T15:15:00,STK_003,USR_004,USR_003,1670.41,2414,4032369.74,MM_Balance
M_000325,2020-05-09T15:30:00,STK_003,USR_003,USR_004,1670.41,2527,4221126.07,MM_Balance
M_000326,2020-05-10T15:28:00,STK_003,USR_004,USR_003,1648.10,1384,2280970.40,MM_Balance
M_000327,2020-05-10T15:52:00,STK_003,USR_003,USR_004,1648.10,2870,4730047.00,MM_Balance
M_000328,2020-05-11T15:02:00,STK_003,USR_004,USR_003,1661.85,1510,2509393.50,MM_Balance
M_000329,2020-05-11T15:58:00,STK_003,USR_003,USR_004,1661.85,1103,1833020.55,MM_Balance
M_000331,2020-05-12T15:01:00,STK_003,USR_003,USR_004,1665.30,1583,2636169.90,MM_Balance
M_000330,2020-05-12T15:53:00,STK_003,USR_004,USR_003,1665.30,2533,4218204.90,MM_Balance
M_000332,2020-05-13T15:38:00,STK_003,USR_004,USR_003,1664.64,1516,2523594.24,MM_Balance
M_000333,2020-05-13T15:45:00,STK_003,USR_003,USR_004,1664.64,2459,4093349.76,MM_Balance
M_000334,2020-05-14T13:23:05,STK_003,USR_006,USR_004,1469.89,162,238122.18,Normal
M_000336,2020-05-14T15:03:00,STK_003,USR_003,USR_004,1656.05,2842,4706494.10,MM_Balance
M_000335,2020-05-14T15:09:00,STK_003,USR_004,USR_003,1656.05,1385,2293629.25,MM_Balance
M_000337,2020-05-15T15:34:00,STK_003,USR_004,USR_003,1676.84,2405,4032800.20,MM_Balance
M_000338,2020-05-15T15:42:00,STK_003,USR_003,USR_004,1676.84,2856,4789055.04,MM_Balance
M_000339,2020-05-16T15:14:00,STK_003,USR_004,USR_003,1680.14,1727,2901601.78,MM_Balance
M_000340,2020-05-16T15:50:00,STK_003,USR_003,USR_004,1680.14,1861,3126740.54,MM_Balance
M_000341,2020-05-17T13:09:53,STK_002,USR_009,USR_004,1272.42,219,278659.98,Normal
M_000342,2020-05-17T15:21:00,STK_003,USR_004,USR_003,1681.52,1998,3359676.96,MM_Balance
M_000343,2020-05-17T15:40:00,STK_003,USR_003,USR_004,1681.52,1641,2759374.32,MM_Balance
M_000344,2020-05-18T11:55:58,STK_005,USR_010,USR_003,4092.47,201,822586.47,Normal
M_000345,2020-05-18T12:08:03,STK_001,USR_002,USR_003,3149.61,4844,15256710.84,Normal
M_000346,2020-05-18T15:18:00,STK_001,USR_003,USR_004,3177.63,1610,5115984.30,MM_Balance
M_000347,2020-05-18T15:33:00,STK_003,USR_004,USR_003,1705.96,2490,4247840.40,MM_Balance
M_000348,2020-05-18T15:56:00,STK_003,USR_003,USR_004,1705.96,1888,3220852.48,MM_Balance
M_000349,2020-05-19T15:03:00,STK_003,USR_004,USR_003,1705.37,2216,3779099.92,MM_Balance
M_000350,2020-05-19T15:53:00,STK_003,USR_003,USR_004,1705.37,2338,3987155.06,MM_Balance
M_000352,2020-05-20T10:50:08,STK_002,USR_009,USR_003,1254.66,113,141776.58,Normal
M_000351,2020-05-20T14:40:07,STK_004,USR_002,USR_003,1778.77,2801,4982334.77,Normal
M_000354,2020-05-20T15:02:00,STK_004,USR_003,USR_004,1776.24,1328,2358846.72,MM_Balance
M_000355,2020-05-20T15:13:00,STK_003,USR_003,USR_004,1704.53,2864,4881773.92,MM_Balance
M_000353,2020-05-20T15:26:00,STK_003,USR_004,USR_003,1704.53,2440,4159053.20,MM_Balance
M_000358,2020-05-21T10:33:07,STK_001,USR_006,USR_003,3208.90,80,256712.00,Normal
M_000357,2020-05-21T11:50:46,STK_002,USR_003,USR_009,1283.05,158,202721.90,Normal
M_000356,2020-05-21T14:51:53,STK_001,USR_010,USR_003,3197.08,61,195021.88,Normal
M_000360,2020-05-21T15:39:00,STK_003,USR_003,USR_004,1693.66,2956,5006458.96,MM_Balance
M_000359,2020-05-21T15:57:00,STK_003,USR_004,USR_003,1693.66,1732,2933419.12,MM_Balance
M_000361,2020-05-22T14:22:37,STK_001,USR_003,USR_008,3251.73,63,204858.99,Normal
M_000362,2020-05-22T15:36:00,STK_003,USR_004,USR_003,1679.56,2643,4439077.08,MM_Balance
M_000363,2020-05-22T15:39:00,STK_003,USR_003,USR_004,1679.56,1371,2302676.76,MM_Balance
M_000364,2020-05-23T14:14:55,STK_003,USR_007,USR_003,1639.08,67,109818.36,Normal
M_000366,2020-05-23T15:22:00,STK_003,USR_003,USR_004,1705.55,1986,3387222.30,MM_Balance
M_000365,2020-05-23T15:42:00,STK_003,USR_004,USR_003,1705.55,1886,3216667.30,MM_Balance
M_000367,2020-05-24T15:41:00,STK_003,USR_004,USR_003,1716.78,2127,3651591.06,MM_Balance
M_000368,2020-05-24T15:52:00,STK_003,USR_003,USR_004,1716.78,1825,3133123.50,MM_Balance
M_000369,2020-05-25T09:00:05,STK_004,USR_002,USR_004,1841.02,2967,5462306.34,Normal
M_000371,2020-05-25T15:03:00,STK_003,USR_003,USR_004,1704.23,2690,4584378.70,MM_Balance
M_000370,2020-05-25T15:21:00,STK_003,USR_004,USR_003,1704.23,2946,5020661.58,MM_Balance
M_000372,2020-05-25T15:29:00,STK_004,USR_004,USR_003,1842.73,1328,2447145.44,MM_Balance
M_000376,2020-05-26T15:07:00,STK_004,USR_004,USR_003,1889.29,1287,2431516.23,MM_Balance
M_000373,2020-05-26T15:10:00,STK_003,USR_004,USR_003,1724.49,2836,4890653.64,MM_Balance
M_000375,2020-05-26T15:16:00,STK_003,USR_003,USR_004,1724.49,1219,2102153.31,MM_Balance
M_000374,2020-05-26T15:52:00,STK_004,USR_003,USR_004,1889.29,1287,2431516.23,MM_Balance
M_000378,2020-05-27T15:32:00,STK_004,USR_003,USR_004,1924.18,1328,2555311.04,MM_Balance
M_000377,2020-05-27T15:37:00,STK_003,USR_004,USR_003,1736.25,2717,4717391.25,MM_Balance
M_000379,2020-05-27T15:37:00,STK_003,USR_003,USR_004,1736.25,2416,4194780.00,MM_Balance
M_000380,2020-05-27T15:52:00,STK_004,USR_004,USR_003,1924.18,1328,2555311.04,MM_Balance
M_000382,2020-05-28T15:13:00,STK_004,USR_003,USR_004,1933.94,1328,2568272.32,MM_Balance
M_000383,2020-05-28T15:22:00,STK_003,USR_003,USR_004,1750.49,2406,4211678.94,MM_Balance
M_000384,2020-05-28T15:41:00,STK_004,USR_004,USR_003,1933.94,1328,2568272.32,MM_Balance
M_000381,2020-05-28T15:47:00,STK_003,USR_004,USR_003,1750.49,2457,4300953.93,MM_Balance
M_000385,2020-05-29T09:30:54,STK_001,USR_003,USR_001,3293.12,11240,37014668.80,Normal
M_000386,2020-05-29T15:43:00,STK_001,USR_004,USR_003,3269.19,1586,5184935.34,MM_Balance
M_000389,2020-05-29T15:48:00,STK_003,USR_003,USR_004,1761.85,1417,2496541.45,MM_Balance
M_000388,2020-05-29T15:50:00,STK_004,USR_003,USR_004,1930.71,1328,2563982.88,MM_Balance
M_000390,2020-05-29T15:52:00,STK_004,USR_004,USR_003,1930.71,1328,2563982.88,MM_Balance
M_000387,2020-05-29T15:53:00,STK_003,USR_004,USR_003,1761.85,1299,2288643.15,MM_Balance
M_000391,2020-05-30T14:46:07,STK_003,USR_006,USR_003,1702.38,236,401761.68,Normal
M_000395,2020-05-30T15:04:00,STK_003,USR_003,USR_004,1754.92,2398,4208298.16,MM_Balance
M_000396,2020-05-30T15:11:00,STK_004,USR_004,USR_003,1931.26,1328,2564713.28,MM_Balance
M_000394,2020-05-30T15:28:00,STK_004,USR_003,USR_004,1931.26,1328,2564713.28,MM_Balance
M_000392,2020-05-30T15:37:00,STK_001,USR_004,USR_003,3242.48,2546,8255354.08,MM_Balance
M_000393,2020-05-30T15:46:00,STK_003,USR_004,USR_003,1754.92,2589,4543487.88,MM_Balance
M_000400,2020-05-31T15:04:00,STK_004,USR_004,USR_003,1943.73,1149,2233345.77,MM_Balance
M_000399,2020-05-31T15:14:00,STK_003,USR_003,USR_004,1768.01,2076,3670388.76,MM_Balance
M_000397,2020-05-31T15:50:00,STK_003,USR_004,USR_003,1768.01,2004,3543092.04,MM_Balance
M_000398,2020-05-31T15:50:00,STK_004,USR_003,USR_004,1943.73,1149,2233345.77,MM_Balance
M_000403,2020-06-01T15:02:00,STK_003,USR_003,USR_004,1772.42,2963,5251680.46,MM_Balance
M_000401,2020-06-01T15:22:00,STK_003,USR_004,USR_003,1772.42,2369,4198862.98,MM_Balance
M_000402,2020-06-01T15:57:00,STK_004,USR_003,USR_004,1974.39,1328,2621989.92,MM_Balance
M_000404,2020-06-01T15:58:00,STK_004,USR_004,USR_003,1974.39,1328,2621989.92,MM_Balance
M_000406,2020-06-02T12:57:41,STK_002,USR_004,USR_007,1279.69,63,80620.47,Normal
M_000405,2020-06-02T14:42:23,STK_001,USR_010,USR_003,3188.89,285,908833.65,Normal
M_000409,2020-06-02T15:05:00,STK_003,USR_003,USR_004,1775.73,1077,1912461.21,MM_Balance
M_000410,2020-06-02T15:11:00,STK_004,USR_004,USR_003,1965.58,1048,2059927.84,MM_Balance
M_000408,2020-06-02T15:29:00,STK_004,USR_003,USR_004,1965.58,1048,2059927.84,MM_Balance
M_000407,2020-06-02T15:43:00,STK_003,USR_004,USR_003,1775.73,2529,4490821.17,MM_Balance
M_000411,2020-06-03T09:34:32,STK_001,USR_002,USR_003,3191.78,8355,26667321.90,Normal
M_000412,2020-06-03T11:44:34,STK_005,USR_010,USR_003,4296.26,158,678809.08,Normal
M_000414,2020-06-03T15:10:00,STK_003,USR_004,USR_003,1796.95,1970,3539991.50,MM_Balance
M_000413,2020-06-03T15:25:00,STK_001,USR_003,USR_004,3247.34,1781,5783512.54,MM_Balance
M_000417,2020-06-03T15:40:00,STK_004,USR_004,USR_003,1935.64,1279,2475683.56,MM_Balance
M_000415,2020-06-03T15:47:00,STK_004,USR_003,USR_004,1935.64,1279,2475683.56,MM_Balance
M_000416,2020-06-03T15:51:00,STK_003,USR_003,USR_004,1796.95,2631,4727775.45,MM_Balance
M_000418,2020-06-04T09:46:29,STK_005,USR_006,USR_004,4178.62,285,1190906.70,Normal
M_000420,2020-06-04T15:07:00,STK_004,USR_003,USR_004,1907.61,1328,2533306.08,MM_Balance
M_000419,2020-06-04T15:14:00,STK_003,USR_004,USR_003,1830.75,1376,2519112.00,MM_Balance
M_000422,2020-06-04T15:48:00,STK_004,USR_004,USR_003,1907.61,1328,2533306.08,MM_Balance
M_000421,2020-06-04T15:51:00,STK_003,USR_003,USR_004,1830.75,2374,4346200.50,MM_Balance
M_000423,2020-06-05T15:12:00,STK_003,USR_004,USR_003,1843.72,2843,5241695.96,MM_Balance
M_000424,2020-06-05T15:28:00,STK_004,USR_003,USR_004,1912.26,1328,2539481.28,MM_Balance
M_000426,2020-06-05T15:37:00,STK_004,USR_004,USR_003,1912.26,1328,2539481.28,MM_Balance
M_000425,2020-06-05T15:42:00,STK_003,USR_003,USR_004,1843.72,2262,4170494.64,MM_Balance
M_000429,2020-06-06T15:17:00,STK_003,USR_003,USR_004,1855.71,2723,5053098.33,MM_Balance
M_000430,2020-06-06T15:34:00,STK_004,USR_004,USR_003,1910.36,1328,2536958.08,MM_Balance
M_000427,2020-06-06T15:35:00,STK_003,USR_004,USR_003,1855.71,1997,3705852.87,MM_Balance
M_000428,2020-06-06T15:41:00,STK_004,USR_003,USR_004,1910.36,1328,2536958.08,MM_Balance
M_000434,2020-06-07T15:10:00,STK_004,USR_004,USR_003,1909.49,1328,2535802.72,MM_Balance
M_000432,2020-06-07T15:15:00,STK_004,USR_003,USR_004,1909.49,1328,2535802.72,MM_Balance
M_000431,2020-06-07T15:23:00,STK_003,USR_004,USR_003,1842.87,1812,3339280.44,MM_Balance
M_000433,2020-06-07T15:32:00,STK_003,USR_003,USR_004,1842.87,2550,4699318.50,MM_Balance
M_000435,2020-06-08T15:02:00,STK_003,USR_004,USR_003,1869.48,2805,5243891.40,MM_Balance
M_000436,2020-06-08T15:20:00,STK_004,USR_003,USR_004,1907.92,1328,2533717.76,MM_Balance
M_000437,2020-06-08T15:33:00,STK_003,USR_003,USR_004,1869.48,2441,4563400.68,MM_Balance
M_000438,2020-06-08T15:47:00,STK_004,USR_004,USR_003,1907.92,1328,2533717.76,MM_Balance
M_000442,2020-06-09T15:09:00,STK_004,USR_004,USR_003,1916.47,1328,2545072.16,MM_Balance
M_000440,2020-06-09T15:10:00,STK_004,USR_003,USR_004,1916.47,1328,2545072.16,MM_Balance
M_000441,2020-06-09T15:32:00,STK_003,USR_003,USR_004,1880.13,1157,2175310.41,MM_Balance
M_000439,2020-06-09T15:56:00,STK_003,USR_004,USR_003,1880.13,2027,3811023.51,MM_Balance
M_000444,2020-06-10T10:38:19,STK_005,USR_003,USR_008,4407.88,9,39670.92,Normal
M_000443,2020-06-10T13:39:58,STK_001,USR_003,USR_010,3226.32,92,296821.44,Normal
M_000447,2020-06-10T15:05:00,STK_003,USR_003,USR_004,1893.46,2939,5564878.94,MM_Balance
M_000445,2020-06-10T15:36:00,STK_003,USR_004,USR_003,1893.46,2227,4216735.42,MM_Balance
M_000448,2020-06-10T15:38:00,STK_004,USR_004,USR_003,1914.75,1328,2542788.00,MM_Balance
M_000446,2020-06-10T15:46:00,STK_004,USR_003,USR_004,1914.75,1328,2542788.00,MM_Balance
M_000449,2020-06-11T15:01:00,STK_003,USR_004,USR_003,1895.88,1222,2316765.36,MM_Balance
M_000451,2020-06-11T15:09:00,STK_003,USR_003,USR_004,1895.88,2692,5103708.96,MM_Balance
M_000452,2020-06-11T15:30:00,STK_004,USR_004,USR_003,1901.71,1328,2525470.88,MM_Balance
M_000450,2020-06-11T15:55:00,STK_004,USR_003,USR_004,1901.71,1328,2525470.88,MM_Balance
M_000453,2020-06-12T13:23:18,STK_005,USR_005,USR_004,4295.64,44,189008.16,Normal
M_000454,2020-06-12T15:08:00,STK_003,USR_004,USR_003,1860.06,1871,3480172.26,MM_Balance
M_000457,2020-06-12T15:38:00,STK_004,USR_004,USR_003,1893.10,1328,2514036.80,MM_Balance
M_000455,2020-06-12T15:49:00,STK_004,USR_003,USR_004,1893.10,1328,2514036.80,MM_Balance
M_000456,2020-06-12T15:54:00,STK_003,USR_003,USR_004,1860.06,2863,5325351.78,MM_Balance
M_000458,2020-06-13T12:51:19,STK_004,USR_009,USR_004,1885.23,107,201719.61,Normal
M_000459,2020-06-13T15:13:00,STK_003,USR_004,USR_003,1867.98,2546,4755877.08,MM_Balance
M_000462,2020-06-13T15:19:00,STK_004,USR_004,USR_003,1874.80,1221,2289130.80,MM_Balance
M_000461,2020-06-13T15:23:00,STK_003,USR_003,USR_004,1867.98,1366,2551660.68,MM_Balance
M_000460,2020-06-13T15:50:00,STK_004,USR_003,USR_004,1874.80,1221,2289130.80,MM_Balance
M_000463,2020-06-14T09:20:37,STK_003,USR_003,USR_008,1813.24,199,360834.76,Normal
M_000467,2020-06-14T15:31:00,STK_004,USR_004,USR_003,1870.66,1221,2284075.86,MM_Balance
M_000465,2020-06-14T15:38:00,STK_004,USR_003,USR_004,1870.66,1221,2284075.86,MM_Balance
M_000464,2020-06-14T15:41:00,STK_003,USR_004,USR_003,1884.36,2257,4253000.52,MM_Balance
M_000466,2020-06-14T15:49:00,STK_003,USR_003,USR_004,1884.36,2936,5532480.96,MM_Balance
M_000468,2020-06-15T12:41:25,STK_003,USR_010,USR_004,1682.64,190,319701.60,Normal
M_000469,2020-06-15T15:05:00,STK_003,USR_004,USR_003,1879.07,2882,5415479.74,MM_Balance
M_000472,2020-06-15T15:38:00,STK_004,USR_004,USR_003,1904.28,1221,2325125.88,MM_Balance
M_000471,2020-06-15T15:52:00,STK_003,USR_003,USR_004,1879.07,1711,3215088.77,MM_Balance
M_000470,2020-06-15T15:53:00,STK_004,USR_003,USR_004,1904.28,1221,2325125.88,MM_Balance
M_000475,2020-06-16T15:21:00,STK_003,USR_003,USR_004,1896.44,2551,4837818.44,MM_Balance
M_000473,2020-06-16T15:28:00,STK_003,USR_004,USR_003,1896.44,2421,4591281.24,MM_Balance
M_000476,2020-06-16T15:29:00,STK_004,USR_004,USR_003,1905.42,1221,2326517.82,MM_Balance
M_000474,2020-06-16T15:30:00,STK_004,USR_003,USR_004,1905.42,1221,2326517.82,MM_Balance
M_000478,2020-06-17T15:20:00,STK_004,USR_003,USR_004,1917.52,1221,2341291.92,MM_Balance
M_000480,2020-06-17T15:47:00,STK_004,USR_004,USR_003,1917.52,1221,2341291.92,MM_Balance
M_000479,2020-06-17T15:57:00,STK_003,USR_003,USR_004,1913.42,1447,2768718.74,MM_Balance
M_000477,2020-06-17T15:59:00,STK_003,USR_004,USR_003,1913.42,2135,4085151.70,MM_Balance
M_000483,2020-06-18T15:11:00,STK_003,USR_003,USR_004,1953.13,2005,3916025.65,MM_Balance
M_000484,2020-06-18T15:14:00,STK_004,USR_004,USR_003,1904.31,1221,2325162.51,MM_Balance
M_000481,2020-06-18T15:20:00,STK_003,USR_004,USR_003,1953.13,2271,4435558.23,MM_Balance
M_000482,2020-06-18T15:56:00,STK_004,USR_003,USR_004,1904.31,1221,2325162.51,MM_Balance
M_000485,2020-06-19T09:06:27,STK_005,USR_008,USR_004,4447.44,171,760512.24,Normal
M_000488,2020-06-19T15:11:00,STK_003,USR_003,USR_004,1946.87,1749,3405075.63,MM_Balance
M_000489,2020-06-19T15:13:00,STK_004,USR_004,USR_003,1912.38,1221,2335015.98,MM_Balance
M_000486,2020-06-19T15:17:00,STK_003,USR_004,USR_003,1946.87,1485,2891101.95,MM_Balance
M_000487,2020-06-19T15:39:00,STK_004,USR_003,USR_004,1912.38,1221,2335015.98,MM_Balance
M_000491,2020-06-20T15:26:00,STK_004,USR_003,USR_004,1920.73,1221,2345211.33,MM_Balance
M_000493,2020-06-20T15:31:00,STK_004,USR_004,USR_003,1920.73,1221,2345211.33,MM_Balance
M_000490,2020-06-20T15:51:00,STK_003,USR_004,USR_003,1980.50,1968,3897624.00,MM_Balance
M_000492,2020-06-20T15:57:00,STK_003,USR_003,USR_004,1980.50,1275,2525137.50,MM_Balance
M_000494,2020-06-21T15:07:00,STK_003,USR_004,USR_003,1960.25,1843,3612740.75,MM_Balance
M_000497,2020-06-21T15:18:00,STK_004,USR_004,USR_003,1915.78,1221,2339167.38,MM_Balance
M_000496,2020-06-21T15:36:00,STK_003,USR_003,USR_004,1960.25,2181,4275305.25,MM_Balance
M_000495,2020-06-21T15:43:00,STK_004,USR_003,USR_004,1915.78,1221,2339167.38,MM_Balance
M_000498,2020-06-22T15:10:00,STK_003,USR_004,USR_003,1950.77,1162,2266794.74,MM_Balance
M_000500,2020-06-22T15:18:00,STK_003,USR_003,USR_004,1950.77,2337,4558949.49,MM_Balance
M_000499,2020-06-22T15:20:00,STK_004,USR_003,USR_004,1945.94,1221,2375992.74,MM_Balance
M_000501,2020-06-22T15:41:00,STK_004,USR_004,USR_003,1945.94,1221,2375992.74,MM_Balance
M_000502,2020-06-23T13:18:25,STK_002,USR_004,USR_010,1296.61,62,80389.82,Normal
M_000506,2020-06-23T15:14:00,STK_004,USR_004,USR_003,1978.71,1212,2398196.52,MM_Balance
M_000504,2020-06-23T15:16:00,STK_004,USR_003,USR_004,1978.71,1212,2398196.52,MM_Balance
M_000503,2020-06-23T15:25:00,STK_003,USR_004,USR_003,1971.20,2578,5081753.60,MM_Balance
M_000505,2020-06-23T15:41:00,STK_003,USR_003,USR_004,1971.20,1172,2310246.40,MM_Balance
M_000510,2020-06-24T15:22:00,STK_004,USR_004,USR_003,1991.61,1221,2431755.81,MM_Balance
M_000507,2020-06-24T15:38:00,STK_003,USR_004,USR_003,1988.62,2210,4394850.20,MM_Balance
M_000509,2020-06-24T15:40:00,STK_003,USR_003,USR_004,1988.62,2072,4120420.64,MM_Balance
M_000508,2020-06-24T15:47:00,STK_004,USR_003,USR_004,1991.61,1221,2431755.81,MM_Balance
M_000511,2020-06-25T09:04:32,STK_002,USR_004,USR_001,1309.82,9698,12702634.36,Normal
M_000512,2020-06-25T15:00:00,STK_003,USR_004,USR_003,1976.18,2631,5199329.58,MM_Balance
M_000514,2020-06-25T15:15:00,STK_002,USR_003,USR_004,1312.42,1808,2372855.36,MM_Balance
M_000516,2020-06-25T15:24:00,STK_004,USR_004,USR_003,1999.50,1221,2441389.50,MM_Balance
M_000513,2020-06-25T15:26:00,STK_004,USR_003,USR_004,1999.50,1221,2441389.50,MM_Balance
M_000515,2020-06-25T15:47:00,STK_003,USR_003,USR_004,1976.18,2464,4869307.52,MM_Balance
M_000521,2020-06-26T15:00:00,STK_004,USR_004,USR_003,2022.95,1101,2227267.95,MM_Balance
M_000517,2020-06-26T15:01:00,STK_003,USR_004,USR_003,1975.68,1656,3271726.08,MM_Balance
M_000519,2020-06-26T15:06:00,STK_002,USR_003,USR_004,1303.61,1380,1798981.80,MM_Balance
M_000520,2020-06-26T15:08:00,STK_003,USR_003,USR_004,1975.68,1551,3064279.68,MM_Balance
M_000518,2020-06-26T15:34:00,STK_004,USR_003,USR_004,2022.95,1101,2227267.95,MM_Balance
M_000522,2020-06-27T15:00:00,STK_003,USR_004,USR_003,1919.40,2696,5174702.40,MM_Balance
M_000526,2020-06-27T15:29:00,STK_004,USR_004,USR_003,2046.19,1221,2498397.99,MM_Balance
M_000525,2020-06-27T15:47:00,STK_003,USR_003,USR_004,1919.40,1506,2890616.40,MM_Balance
M_000523,2020-06-27T15:49:00,STK_004,USR_003,USR_004,2046.19,1221,2498397.99,MM_Balance
M_000524,2020-06-27T15:49:00,STK_002,USR_003,USR_004,1313.67,1788,2348841.96,MM_Balance
