Trans_Date,Src,Tgt,Amount
2020-04-18,NijoKarasuma,IchijoKarasuma,112
2020-04-18,IchijoKarasuma,IchijoKurumaya,90
2020-04-18,IchijoKurumaya,IchijoKarasuma,93
2020-04-18,IchijoKurumaya,NijoKurumaya,88
2020-04-18,NijoKurumaya,IchijoKurumaya,88
2020-04-18,NijoHorikawa,SanjoHorikawa,96
2020-04-18,SanjoHorikawa,NijoHorikawa,92
2020-04-18,NijoHorikawa,NijoShinmachi,92
2020-04-18,NijoShinmachi,NijoHorikawa,75
2020-04-18,NijoShinmachi,SanjoShinmachi,88
2020-04-18,SanjoShinmachi,NijoShinmachi,83
2020-04-18,NijoShinmachi,NijoMuromachi,96
2020-04-18,NijoMuromachi,NijoShinmachi,95
2020-04-18,NijoMuromachi,SanjoMuromachi,102
2020-04-18,SanjoMuromachi,NijoMuromachi,107
2020-04-18,NijoMuromachi,NijoKarasuma,110
2020-04-18,NijoKarasuma,NijoMuromachi,91
2020-04-18,NijoKarasuma,SanjoKarasuma,94
2020-04-18,SanjoKarasuma,NijoKarasuma,107
2020-04-18,NijoKarasuma,NijoKurumaya,104
2020-04-18,NijoKurumaya,NijoKarasuma,100
2020-04-18,NijoKurumaya,SanjoKurumaya,104
2020-04-18,SanjoKurumaya,NijoKurumaya,91
2020-04-18,SanjoHorikawa,ShijoHorikawa,105
2020-04-18,ShijoHorikawa,SanjoHorikawa,104
2020-04-18,SanjoHorikawa,SanjoShinmachi,100
2020-04-18,SanjoShinmachi,SanjoHorikawa,98
2020-04-18,SanjoShinmachi,ShijoShinmachi,101
2020-04-18,ShijoShinmachi,SanjoShinmachi,102
2020-04-18,SanjoShinmachi,SanjoMuromachi,103
2020-04-18,SanjoMuromachi,SanjoShinmachi,109
2020-04-18,SanjoMuromachi,ShijoMuromachi,115
2020-04-18,ShijoMuromachi,SanjoMuromachi,120
2020-04-18,SanjoMuromachi,SanjoKarasuma,115
2020-04-18,SanjoKarasuma,SanjoMuromachi,120
2020-04-18,SanjoKarasuma,ShijoKarasuma,106
2020-04-18,ShijoKarasuma,SanjoKarasuma,95
2020-04-18,SanjoKarasuma,SanjoKurumaya,95
2020-04-18,SanjoKurumaya,SanjoKarasuma,108
2020-04-18,SanjoKurumaya,ShijoKurumaya,105
2020-04-18,ShijoKurumaya,SanjoKurumaya,120
2020-04-18,ShijoHorikawa,GojoHorikawa,85
2020-04-18,GojoHorikawa,ShijoHorikawa,100
2020-04-18,ShijoHorikawa,ShijoShinmachi,97
2020-04-18,ShijoShinmachi,ShijoHorikawa,113
2020-04-18,ShijoShinmachi,GojoShinmachi,119
2020-04-18,GojoShinmachi,ShijoShinmachi,102
2020-04-18,ShijoShinmachi,ShijoMuromachi,103
2020-04-18,ShijoMuromachi,ShijoShinmachi,97
2020-04-18,ShijoMuromachi,GojoMuromachi,111
2020-04-18,GojoMuromachi,ShijoMuromachi,121
2020-04-18,ShijoMuromachi,ShijoKarasuma,105
2020-04-18,ShijoKarasuma,ShijoMuromachi,101
2020-04-18,ShijoKarasuma,GojoKarasuma,121
2020-04-18,GojoKarasuma,ShijoKarasuma,129
2020-04-18,ShijoKarasuma,ShijoKurumaya,130
2020-04-18,ShijoKurumaya,ShijoKarasuma,110
2020-04-18,ShijoKurumaya,GojoKurumaya,105
2020-04-18,GojoKurumaya,ShijoKurumaya,106
2020-04-18,GojoHorikawa,GojoShinmachi,92
2020-04-18,GojoShinmachi,GojoHorikawa,83
2020-04-18,GojoShinmachi,GojoMuromachi,108
2020-04-18,GojoMuromachi,GojoShinmachi,88
2020-04-18,GojoMuromachi,GojoKarasuma,107
2020-04-18,GojoKarasuma,GojoMuromachi,116
2020-04-18,GojoKarasuma,GojoKurumaya,100
2020-04-18,GojoKurumaya,GojoKarasuma,122
2020-04-19,IchijoHorikawa,NijoHorikawa,81
2020-04-19,NijoHorikawa,IchijoHorikawa,72
2020-04-19,IchijoHorikawa,IchijoShinmachi,84
2020-04-19,IchijoShinmachi,IchijoHorikawa,74
2020-04-19,IchijoShinmachi,NijoShinmachi,99
2020-04-19,NijoShinmachi,IchijoShinmachi,101
2020-04-19,IchijoShinmachi,IchijoMuromachi,77
2020-04-19,IchijoMuromachi,IchijoShinmachi,95
2020-04-19,IchijoMuromachi,NijoMuromachi,104
2020-04-19,NijoMuromachi,IchijoMuromachi,103
2020-04-19,IchijoMuromachi,IchijoKarasuma,80
2020-04-19,IchijoKarasuma,IchijoMuromachi,98
2020-04-19,IchijoKarasuma,NijoKarasuma,102
2020-04-19,NijoKarasuma,IchijoKarasuma,101
2020-04-19,IchijoKarasuma,IchijoKurumaya,106
2020-04-19,IchijoKurumaya,IchijoKarasuma,103
2020-04-19,IchijoKurumaya,NijoKurumaya,108
2020-04-19,NijoKurumaya,IchijoKurumaya,101
2020-04-19,NijoHorikawa,SanjoHorikawa,77
2020-04-19,SanjoHorikawa,NijoHorikawa,82
2020-04-19,NijoHorikawa,NijoShinmachi,102
2020-04-19,NijoShinmachi,NijoHorikawa,105
2020-04-19,NijoShinmachi,SanjoShinmachi,108
2020-04-19,SanjoShinmachi,NijoShinmachi,81
2020-04-19,NijoShinmachi,NijoMuromachi,104
2020-04-19,NijoMuromachi,NijoShinmachi,80
2020-04-19,NijoMuromachi,SanjoMuromachi,112
2020-04-19,SanjoMuromachi,NijoMuromachi,108
2020-04-19,NijoMuromachi,NijoKarasuma,97
2020-04-19,NijoKarasuma,NijoMuromachi,104
2020-04-19,NijoKarasuma,SanjoKarasuma,114
2020-04-19,SanjoKarasuma,NijoKarasuma,90
2020-04-19,NijoKarasuma,NijoKurumaya,114
2020-04-19,NijoKurumaya,NijoKarasuma,98
2020-04-19,NijoKurumaya,SanjoKurumaya,89
2020-04-19,SanjoKurumaya,NijoKurumaya,91
2020-04-19,SanjoHorikawa,ShijoHorikawa,100
2020-04-19,ShijoHorikawa,SanjoHorikawa,88
2020-04-19,SanjoHorikawa,SanjoShinmachi,83
2020-04-19,SanjoShinmachi,SanjoHorikawa,109
2020-04-19,SanjoShinmachi,ShijoShinmachi,104
2020-04-19,ShijoShinmachi,SanjoShinmachi,87
2020-04-19,SanjoShinmachi,SanjoMuromachi,92
2020-04-19,SanjoMuromachi,SanjoShinmachi,109
2020-04-19,SanjoMuromachi,ShijoMuromachi,99
2020-04-19,ShijoMuromachi,SanjoMuromachi,112
2020-04-19,SanjoMuromachi,SanjoKarasuma,118
2020-04-19,SanjoKarasuma,SanjoMuromachi,120
2020-04-19,SanjoKarasuma,ShijoKarasuma,119
2020-04-19,ShijoKarasuma,SanjoKarasuma,117
2020-04-19,SanjoKarasuma,SanjoKurumaya,105
2020-04-19,SanjoKurumaya,SanjoKarasuma,103
2020-04-19,SanjoKurumaya,ShijoKurumaya,93
2020-04-19,ShijoKurumaya,SanjoKurumaya,99
2020-04-19,ShijoHorikawa,GojoHorikawa,102
2020-04-19,GojoHorikawa,ShijoHorikawa,93
2020-04-19,ShijoHorikawa,ShijoShinmachi,115
2020-04-19,ShijoShinmachi,ShijoHorikawa,86
2020-04-19,ShijoShinmachi,GojoShinmachi,96
2020-04-19,GojoShinmachi,ShijoShinmachi,91
2020-04-19,ShijoShinmachi,ShijoMuromachi,105
2020-04-19,ShijoMuromachi,ShijoShinmachi,116
2020-04-19,ShijoMuromachi,GojoMuromachi,107
2020-04-19,GojoMuromachi,ShijoMuromachi,119
2020-04-19,ShijoMuromachi,ShijoKarasuma,122
2020-04-19,ShijoKarasuma,ShijoMuromachi,98
2020-04-19,ShijoKarasuma,GojoKarasuma,115
2020-04-19,GojoKarasuma,ShijoKarasuma,112
2020-04-19,ShijoKarasuma,ShijoKurumaya,113
2020-04-19,ShijoKurumaya,ShijoKarasuma,127
2020-04-19,ShijoKurumaya,GojoKurumaya,95
2020-04-19,GojoKurumaya,ShijoKurumaya,117
2020-04-19,GojoHorikawa,GojoShinmachi,100
2020-04-19,GojoShinmachi,GojoHorikawa,106
2020-04-19,GojoShinmachi,GojoMuromachi,101
2020-04-19,GojoMuromachi,GojoShinmachi,93
2020-04-19,GojoMuromachi,GojoKarasuma,93
2020-04-19,GojoKarasuma,GojoMuromachi,118
2020-04-19,GojoKarasuma,GojoKurumaya,115
2020-04-19,GojoKurumaya,GojoKarasuma,115
2020-04-20,IchijoHorikawa,NijoHorikawa,90
2020-04-20,NijoHorikawa,IchijoHorikawa,99
2020-04-20,IchijoHorikawa,IchijoShinmachi,100
2020-04-20,IchijoShinmachi,IchijoHorikawa,94
2020-04-20,IchijoShinmachi,NijoShinmachi,93
2020-04-20,NijoShinmachi,IchijoShinmachi,81
2020-04-20,IchijoShinmachi,IchijoMuromachi,84
2020-04-20,IchijoMuromachi,IchijoShinmachi,86
2020-04-20,IchijoMuromachi,NijoMuromachi,87
2020-04-20,NijoMuromachi,IchijoMuromachi,95
2020-04-20,IchijoMuromachi,IchijoKarasuma,91
2020-04-20,IchijoKarasuma,IchijoMuromachi,101
2020-04-20,IchijoKarasuma,NijoKarasuma,114
2020-04-20,NijoKarasuma,IchijoKarasuma,108
2020-04-20,IchijoKarasuma,IchijoKurumaya,102
2020-04-20,IchijoKurumaya,IchijoKarasuma,115
2020-04-20,IchijoKurumaya,NijoKurumaya,98
2020-04-20,NijoKurumaya,IchijoKurumaya,109
2020-04-20,NijoHorikawa,SanjoHorikawa,102
2020-04-20,SanjoHorikawa,NijoHorikawa,95
2020-04-20,NijoHorikawa,NijoShinmachi,88
2020-04-20,NijoShinmachi,NijoHorikawa,95
2020-04-20,NijoShinmachi,SanjoShinmachi,102
2020-04-20,SanjoShinmachi,NijoShinmachi,101
2020-04-20,NijoShinmachi,NijoMuromachi,84
2020-04-20,NijoMuromachi,NijoShinmachi,86
2020-04-20,NijoMuromachi,SanjoMuromachi,94
2020-04-20,SanjoMuromachi,NijoMuromachi,106
2020-04-20,NijoMuromachi,NijoKarasuma,98
2020-04-20,NijoKarasuma,NijoMuromachi,103
2020-04-20,NijoKarasuma,SanjoKarasuma,95
2020-04-20,SanjoKarasuma,NijoKarasuma,106
2020-04-20,NijoKarasuma,NijoKurumaya,102
2020-04-20,NijoKurumaya,NijoKarasuma,113
2020-04-20,NijoKurumaya,SanjoKurumaya,100
2020-04-20,SanjoKurumaya,NijoKurumaya,111
2020-04-20,SanjoHorikawa,ShijoHorikawa,99
2020-04-20,ShijoHorikawa,SanjoHorikawa,97
2020-04-20,SanjoHorikawa,SanjoShinmachi,90
2020-04-20,SanjoShinmachi,SanjoHorikawa,104
2020-04-20,SanjoShinmachi,ShijoShinmachi,110
2020-04-20,ShijoShinmachi,SanjoShinmachi,96
2020-04-20,SanjoShinmachi,SanjoMuromachi,103
2020-04-20,SanjoMuromachi,SanjoShinmachi,91
2020-04-20,SanjoMuromachi,ShijoMuromachi,103
2020-04-20,ShijoMuromachi,SanjoMuromachi,111
2020-04-20,SanjoMuromachi,SanjoKarasuma,115
2020-04-20,SanjoKarasuma,SanjoMuromachi,90
2020-04-20,SanjoKarasuma,ShijoKarasuma,125
2020-04-20,ShijoKarasuma,SanjoKarasuma,110
2020-04-20,SanjoKarasuma,SanjoKurumaya,106
2020-04-20,SanjoKurumaya,SanjoKarasuma,117
2020-04-20,SanjoKurumaya,ShijoKurumaya,109
2020-04-20,ShijoKurumaya,SanjoKurumaya,92
2020-04-20,ShijoHorikawa,GojoHorikawa,108
2020-04-20,GojoHorikawa,ShijoHorikawa,106
2020-04-20,ShijoHorikawa,ShijoShinmachi,102
2020-04-20,ShijoShinmachi,ShijoHorikawa,101
2020-04-20,ShijoShinmachi,GojoShinmachi,99
2020-04-20,GojoShinmachi,ShijoShinmachi,106
2020-04-20,ShijoShinmachi,ShijoMuromachi,112
2020-04-20,ShijoMuromachi,ShijoShinmachi,91
2020-04-20,ShijoMuromachi,GojoMuromachi,105
2020-04-20,GojoMuromachi,ShijoMuromachi,101
2020-04-20,ShijoMuromachi,ShijoKarasuma,121
2020-04-20,ShijoKarasuma,ShijoMuromachi,118
2020-04-20,ShijoKarasuma,GojoKarasuma,123
2020-04-20,GojoKarasuma,ShijoKarasuma,129
2020-04-20,ShijoKarasuma,ShijoKurumaya,118
2020-04-20,ShijoKurumaya,ShijoKarasuma,125
2020-04-20,ShijoKurumaya,GojoKurumaya,107
2020-04-20,GojoKurumaya,ShijoKurumaya,96
2020-04-20,GojoHorikawa,GojoShinmachi,86
2020-04-20,GojoShinmachi,GojoHorikawa,105
2020-04-20,GojoShinmachi,GojoMuromachi,89
2020-04-20,GojoMuromachi,GojoShinmachi,93
2020-04-20,GojoMuromachi,GojoKarasuma,91
2020-04-20,GojoKarasuma,GojoMuromachi,119
2020-04-20,GojoKarasuma,GojoKurumaya,99
2020-04-20,GojoKurumaya,GojoKarasuma,112
2020-04-21,IchijoHorikawa,NijoHorikawa,74
2020-04-21,NijoHorikawa,IchijoHorikawa,83
2020-04-21,IchijoHorikawa,IchijoShinmachi,70
2020-04-21,IchijoShinmachi,IchijoHorikawa,85
2020-04-21,IchijoShinmachi,NijoShinmachi,84
2020-04-21,NijoShinmachi,IchijoShinmachi,86
2020-04-21,IchijoShinmachi,IchijoMuromachi,101
2020-04-21,IchijoMuromachi,IchijoShinmachi,95
2020-04-21,IchijoMuromachi,NijoMuromachi,110
2020-04-21,NijoMuromachi,IchijoMuromachi,110
2020-04-21,IchijoMuromachi,IchijoKarasuma,97
2020-04-21,IchijoKarasuma,IchijoMuromachi,110
2020-04-21,IchijoKarasuma,NijoKarasuma,110
2020-04-21,NijoKarasuma,IchijoKarasuma,96
2020-04-21,IchijoKarasuma,IchijoKurumaya,88
2020-04-21,IchijoKurumaya,IchijoKarasuma,85
2020-04-21,IchijoKurumaya,NijoKurumaya,97
2020-04-21,NijoKurumaya,IchijoKurumaya,86
2020-04-21,NijoHorikawa,SanjoHorikawa,80
2020-04-21,SanjoHorikawa,NijoHorikawa,92
2020-04-21,NijoHorikawa,NijoShinmachi,75
2020-04-21,NijoShinmachi,NijoHorikawa,77
2020-04-21,NijoShinmachi,SanjoShinmachi,107
2020-04-21,SanjoShinmachi,NijoShinmachi,107
2020-04-21,NijoShinmachi,NijoMuromachi,89
2020-04-21,NijoMuromachi,NijoShinmachi,108
2020-04-21,NijoMuromachi,SanjoMuromachi,113
2020-04-21,SanjoMuromachi,NijoMuromachi,86
2020-04-21,NijoMuromachi,NijoKarasuma,98
2020-04-21,NijoKarasuma,NijoMuromachi,104
2020-04-21,NijoKarasuma,SanjoKarasuma,109
2020-04-21,SanjoKarasuma,NijoKarasuma,91
2020-04-21,NijoKarasuma,NijoKurumaya,90
2020-04-21,NijoKurumaya,NijoKarasuma,99
2020-04-21,NijoKurumaya,SanjoKurumaya,105
2020-04-21,SanjoKurumaya,NijoKurumaya,108
2020-04-21,SanjoHorikawa,ShijoHorikawa,91
2020-04-21,ShijoHorikawa,SanjoHorikawa,85
2020-04-21,SanjoHorikawa,SanjoShinmachi,80
2020-04-21,SanjoShinmachi,SanjoHorikawa,80
2020-04-21,SanjoShinmachi,ShijoShinmachi,90
2020-04-21,ShijoShinmachi,SanjoShinmachi,108
2020-04-21,SanjoShinmachi,SanjoMuromachi,85
2020-04-21,SanjoMuromachi,SanjoShinmachi,100
2020-04-21,SanjoMuromachi,ShijoMuromachi,91
2020-04-21,ShijoMuromachi,SanjoMuromachi,108
2020-04-21,SanjoMuromachi,SanjoKarasuma,96
2020-04-21,SanjoKarasuma,SanjoMuromachi,91
2020-04-21,SanjoKarasuma,ShijoKarasuma,99
2020-04-21,ShijoKarasuma,SanjoKarasuma,107
2020-04-21,SanjoKarasuma,SanjoKurumaya,118
2020-04-21,SanjoKurumaya,SanjoKarasuma,104
2020-04-21,SanjoKurumaya,ShijoKurumaya,116
2020-04-21,ShijoKurumaya,SanjoKurumaya,112
2020-04-21,ShijoHorikawa,GojoHorikawa,107
2020-04-21,GojoHorikawa,ShijoHorikawa,102
2020-04-21,ShijoHorikawa,ShijoShinmachi,99
2020-04-21,ShijoShinmachi,ShijoHorikawa,92
2020-04-21,ShijoShinmachi,GojoShinmachi,91
2020-04-21,GojoShinmachi,ShijoShinmachi,110
2020-04-21,ShijoShinmachi,ShijoMuromachi,94
2020-04-21,ShijoMuromachi,ShijoShinmachi,96
2020-04-21,ShijoMuromachi,GojoMuromachi,108
2020-04-21,GojoMuromachi,ShijoMuromachi,112
2020-04-21,ShijoMuromachi,ShijoKarasuma,123
2020-04-21,ShijoKarasuma,ShijoMuromachi,113
2020-04-21,ShijoKarasuma,GojoKarasuma,114
2020-04-21,GojoKarasuma,ShijoKarasuma,123
2020-04-21,ShijoKarasuma,ShijoKurumaya,115
2020-04-21,ShijoKurumaya,ShijoKarasuma,104
2020-04-21,ShijoKurumaya,GojoKurumaya,96
2020-04-21,GojoKurumaya,ShijoKurumaya,110
2020-04-21,GojoHorikawa,GojoShinmachi,103
2020-04-21,GojoShinmachi,GojoHorikawa,94
2020-04-21,GojoShinmachi,GojoMuromachi,96
2020-04-21,GojoMuromachi,GojoShinmachi,105
2020-04-21,GojoMuromachi,GojoKarasuma,90
2020-04-21,GojoKarasuma,GojoMuromachi,108
2020-04-21,GojoKarasuma,GojoKurumaya,116
2020-04-21,GojoKurumaya,GojoKarasuma,106
2020-04-22,IchijoHorikawa,NijoHorikawa,83
2020-04-22,NijoHorikawa,IchijoHorikawa,87
2020-04-22,IchijoHorikawa,IchijoShinmachi,100
2020-04-22,IchijoShinmachi,IchijoHorikawa,93
2020-04-22,IchijoShinmachi,NijoShinmachi,98
2020-04-22,NijoShinmachi,IchijoShinmachi,101
2020-04-22,IchijoShinmachi,IchijoMuromachi,99
2020-04-22,IchijoMuromachi,IchijoShinmachi,93
2020-04-22,IchijoMuromachi,NijoMuromachi,94
2020-04-22,NijoMuromachi,IchijoMuromachi,93
2020-04-22,IchijoMuromachi,IchijoKarasuma,96
2020-04-22,IchijoKarasuma,IchijoMuromachi,106
2020-04-22,IchijoKarasuma,NijoKarasuma,90
2020-04-22,NijoKarasuma,IchijoKarasuma,90
2020-04-22,IchijoKarasuma,IchijoKurumaya,90
2020-04-22,IchijoKurumaya,IchijoKarasuma,114
2020-04-22,IchijoKurumaya,NijoKurumaya,105
2020-04-22,NijoKurumaya,IchijoKurumaya,94
2020-04-22,NijoHorikawa,SanjoHorikawa,76
2020-04-22,SanjoHorikawa,NijoHorikawa,84
2020-04-22,NijoHorikawa,NijoShinmachi,102
2020-04-22,NijoShinmachi,NijoHorikawa,101
2020-04-22,NijoShinmachi,SanjoShinmachi,100
2020-04-22,SanjoShinmachi,NijoShinmachi,92
2020-04-22,NijoShinmachi,NijoMuromachi,101
2020-04-22,NijoMuromachi,NijoShinmachi,80
2020-04-22,NijoMuromachi,SanjoMuromachi,115
2020-04-22,SanjoMuromachi,NijoMuromachi,92
2020-04-22,NijoMuromachi,NijoKarasuma,103
2020-04-22,NijoKarasuma,NijoMuromachi,109
2020-04-22,NijoKarasuma,SanjoKarasuma,101
2020-04-22,SanjoKarasuma,NijoKarasuma,95
2020-04-22,NijoKarasuma,NijoKurumaya,114
2020-04-22,NijoKurumaya,NijoKarasuma,114
2020-04-22,NijoKurumaya,SanjoKurumaya,89
2020-04-22,SanjoKurumaya,NijoKurumaya,96
2020-04-22,SanjoHorikawa,ShijoHorikawa,102
2020-04-22,ShijoHorikawa,SanjoHorikawa,110
2020-04-22,SanjoHorikawa,SanjoShinmachi,105
2020-04-22,SanjoShinmachi,SanjoHorikawa,90
2020-04-22,SanjoShinmachi,ShijoShinmachi,100
2020-04-22,ShijoShinmachi,SanjoShinmachi,108
2020-04-22,SanjoShinmachi,SanjoMuromachi,107
2020-04-22,SanjoMuromachi,SanjoShinmachi,89
2020-04-22,SanjoMuromachi,ShijoMuromachi,94
2020-04-22,ShijoMuromachi,SanjoMuromachi,119
2020-04-22,SanjoMuromachi,SanjoKarasuma,93
2020-04-22,SanjoKarasuma,SanjoMuromachi,119
2020-04-22,SanjoKarasuma,ShijoKarasuma,124
2020-04-22,ShijoKarasuma,SanjoKarasuma,117
2020-04-22,SanjoKarasuma,SanjoKurumaya,108
2020-04-22,SanjoKurumaya,SanjoKarasuma,121
2020-04-22,SanjoKurumaya,ShijoKurumaya,119
2020-04-22,ShijoKurumaya,SanjoKurumaya,120
2020-04-22,ShijoHorikawa,GojoHorikawa,115
2020-04-22,GojoHorikawa,ShijoHorikawa,89
2020-04-22,ShijoHorikawa,ShijoShinmachi,93
2020-04-22,ShijoShinmachi,ShijoHorikawa,113
2020-04-22,ShijoShinmachi,GojoShinmachi,94
2020-04-22,GojoShinmachi,ShijoShinmachi,108
2020-04-22,ShijoShinmachi,ShijoMuromachi,116
2020-04-22,ShijoMuromachi,ShijoShinmachi,108
2020-04-22,ShijoMuromachi,GojoMuromachi,96
2020-04-22,GojoMuromachi,ShijoMuromachi,120
2020-04-22,ShijoMuromachi,ShijoKarasuma,112
2020-04-22,ShijoKarasuma,ShijoMuromachi,114
2020-04-22,ShijoKarasuma,GojoKarasuma,113
2020-04-22,GojoKarasuma,ShijoKarasuma,129
2020-04-22,ShijoKarasuma,ShijoKurumaya,122
2020-04-22,ShijoKurumaya,ShijoKarasuma,126
2020-04-22,ShijoKurumaya,GojoKurumaya,95
2020-04-22,GojoKurumaya,ShijoKurumaya,99
2020-04-22,GojoHorikawa,GojoShinmachi,81
2020-04-22,GojoShinmachi,GojoHorikawa,97
2020-04-22,GojoShinmachi,GojoMuromachi,110
2020-04-22,GojoMuromachi,GojoShinmachi,88
2020-04-22,GojoMuromachi,GojoKarasuma,97
2020-04-22,GojoKarasuma,GojoMuromachi,92
2020-04-22,GojoKarasuma,GojoKurumaya,105
2020-04-22,GojoKurumaya,GojoKarasuma,122
2020-04-23,IchijoHorikawa,NijoHorikawa,70
2020-04-23,NijoHorikawa,IchijoHorikawa,70
2020-04-23,IchijoHorikawa,IchijoShinmachi,79
2020-04-23,IchijoShinmachi,IchijoHorikawa,82
2020-04-23,IchijoShinmachi,NijoShinmachi,97
2020-04-23,NijoShinmachi,IchijoShinmachi,78
2020-04-23,IchijoShinmachi,IchijoMuromachi,95
2020-04-23,IchijoMuromachi,IchijoShinmachi,104
2020-04-23,IchijoMuromachi,NijoMuromachi,99
2020-04-23,NijoMuromachi,IchijoMuromachi,97
2020-04-23,IchijoMuromachi,IchijoKarasuma,89
2020-04-23,IchijoKarasuma,IchijoMuromachi,103
2020-04-23,IchijoKarasuma,NijoKarasuma,92
2020-04-23,NijoKarasuma,IchijoKarasuma,110
2020-04-23,IchijoKarasuma,IchijoKurumaya,88
2020-04-23,IchijoKurumaya,IchijoKarasuma,112
2020-04-23,IchijoKurumaya,NijoKurumaya,106
2020-04-23,NijoKurumaya,IchijoKurumaya,106
2020-04-23,NijoHorikawa,SanjoHorikawa,103
2020-04-23,SanjoHorikawa,NijoHorikawa,105
2020-04-23,NijoHorikawa,NijoShinmachi,83
2020-04-23,NijoShinmachi,NijoHorikawa,80
2020-04-23,NijoShinmachi,SanjoShinmachi,92
2020-04-23,SanjoShinmachi,NijoShinmachi,90
2020-04-23,NijoShinmachi,NijoMuromachi,83
2020-04-23,NijoMuromachi,NijoShinmachi,94
2020-04-23,NijoMuromachi,SanjoMuromachi,111
2020-04-23,SanjoMuromachi,NijoMuromachi,88
2020-04-23,NijoMuromachi,NijoKarasuma,86
2020-04-23,NijoKarasuma,NijoMuromachi,87
2020-04-23,NijoKarasuma,SanjoKarasuma,109
2020-04-23,SanjoKarasuma,NijoKarasuma,116
2020-04-23,NijoKarasuma,NijoKurumaya,98
2020-04-23,NijoKurumaya,NijoKarasuma,117
2020-04-23,NijoKurumaya,SanjoKurumaya,103
2020-04-23,SanjoKurumaya,NijoKurumaya,113
2020-04-23,SanjoHorikawa,ShijoHorikawa,105
2020-04-23,ShijoHorikawa,SanjoHorikawa,83
2020-04-23,SanjoHorikawa,SanjoShinmachi,99
2020-04-23,SanjoShinmachi,SanjoHorikawa,84
2020-04-23,SanjoShinmachi,ShijoShinmachi,85
2020-04-23,ShijoShinmachi,SanjoShinmachi,111
2020-04-23,SanjoShinmachi,SanjoMuromachi,86
2020-04-23,SanjoMuromachi,SanjoShinmachi,111
2020-04-23,SanjoMuromachi,ShijoMuromachi,107
2020-04-23,ShijoMuromachi,SanjoMuromachi,107
2020-04-23,SanjoMuromachi,SanjoKarasuma,113
2020-04-23,SanjoKarasuma,SanjoMuromachi,102
2020-04-23,SanjoKarasuma,ShijoKarasuma,102
2020-04-23,ShijoKarasuma,SanjoKarasuma,109
2020-04-23,SanjoKarasuma,SanjoKurumaya,114
2020-04-23,SanjoKurumaya,SanjoKarasuma,98
2020-04-23,SanjoKurumaya,ShijoKurumaya,102
2020-04-23,ShijoKurumaya,SanjoKurumaya,118
2020-04-23,ShijoHorikawa,GojoHorikawa,105
2020-04-23,GojoHorikawa,ShijoHorikawa,113
2020-04-23,ShijoHorikawa,ShijoShinmachi,109
2020-04-23,ShijoShinmachi,ShijoHorikawa,101
2020-04-23,ShijoShinmachi,GojoShinmachi,108
2020-04-23,GojoShinmachi,ShijoShinmachi,117
2020-04-23,ShijoShinmachi,ShijoMuromachi,91
2020-04-23,ShijoMuromachi,ShijoShinmachi,118
2020-04-23,ShijoMuromachi,GojoMuromachi,124
2020-04-23,GojoMuromachi,ShijoMuromachi,107
2020-04-23,ShijoMuromachi,ShijoKarasuma,110
2020-04-23,ShijoKarasuma,ShijoMuromachi,113
2020-04-23,ShijoKarasuma,GojoKarasuma,109
2020-04-23,GojoKarasuma,ShijoKarasuma,129
2020-04-23,ShijoKarasuma,ShijoKurumaya,118
2020-04-23,ShijoKurumaya,ShijoKarasuma,120
2020-04-23,ShijoKurumaya,GojoKurumaya,117
2020-04-23,GojoKurumaya,ShijoKurumaya,116
2020-04-23,GojoHorikawa,GojoShinmachi,103
2020-04-23,GojoShinmachi,GojoHorikawa,88
2020-04-23,GojoShinmachi,GojoMuromachi,103
2020-04-23,GojoMuromachi,GojoShinmachi,114
2020-04-23,GojoMuromachi,GojoKarasuma,95
2020-04-23,GojoKarasuma,GojoMuromachi,91
2020-04-23,GojoKarasuma,GojoKurumaya,96
2020-04-23,GojoKurumaya,GojoKarasuma,105
2020-04-24,IchijoHorikawa,NijoHorikawa,94
2020-04-24,NijoHorikawa,IchijoHorikawa,93
2020-04-24,IchijoHorikawa,IchijoShinmachi,83
2020-04-24,IchijoShinmachi,IchijoHorikawa,92
2020-04-24,IchijoShinmachi,NijoShinmachi,91
2020-04-24,NijoShinmachi,IchijoShinmachi,102
2020-04-24,IchijoShinmachi,IchijoMuromachi,83
2020-04-24,IchijoMuromachi,IchijoShinmachi,96
2020-04-24,IchijoMuromachi,NijoMuromachi,103
2020-04-24,NijoMuromachi,IchijoMuromachi,101
2020-04-24,IchijoMuromachi,IchijoKarasuma,106
2020-04-24,IchijoKarasuma,IchijoMuromachi,80
2020-04-24,IchijoKarasuma,NijoKarasuma,93
2020-04-24,NijoKarasuma,IchijoKarasuma,102
2020-04-24,IchijoKarasuma,IchijoKurumaya,107
2020-04-24,IchijoKurumaya,IchijoKarasuma,92
2020-04-24,IchijoKurumaya,NijoKurumaya,101
2020-04-24,NijoKurumaya,IchijoKurumaya,88
2020-04-24,NijoHorikawa,SanjoHorikawa,89
2020-04-24,SanjoHorikawa,NijoHorikawa,86
2020-04-24,NijoHorikawa,NijoShinmachi,104
2020-04-24,NijoShinmachi,NijoHorikawa,89
2020-04-24,NijoShinmachi,SanjoShinmachi,87
2020-04-24,SanjoShinmachi,NijoShinmachi,105
2020-04-24,NijoShinmachi,NijoMuromachi,91
2020-04-24,NijoMuromachi,NijoShinmachi,110
2020-04-24,NijoMuromachi,SanjoMuromachi,97
2020-04-24,SanjoMuromachi,NijoMuromachi,108
