"計算対象","日付","内容","金額（円）","保有金融機関","大項目","中項目","メモ","振替","ID"
"1","2024/05/15","モバイルPASMOチャージ","-3000","dカード","現金・カード","電子マネー","","0","Tc0CE6Z2FO6n-VTPNhQo47fMdRfjHjpLijvItM2z8kU"
"1","2024/05/14","ファミリーマート四ッ谷駅前","-997","d払い","食費","食料品","","0","-O-k94ZizN35SqdLLF_5r6zF0aqDfTP4ttv2ApVdl5Y"
"1","2024/05/14","ファミリーマート四ッ谷駅前(ポイント利用分)","2","d払い","収入","ポイント","","0","lp9Dj-fURHPK7eZZasgy1vOewphJu0nEY0zoirPnbNI"
"1","2024/05/14","CAFEdeCRIE文京シビックセンター","-430","d払い","食費","外食","","0","CpAr6bvcHWDNDCotXAX0vcENYEurZgoVz19PTHxKA0A"
"1","2024/05/14","ファミリーマート文京シビックセンター","-545","d払い","食費","食料品","","0","kQel0HHzPaV0x3DL4R-ZlsrjOZeYKbFb7-UVis9b5J8"
"1","2024/05/14","ファミリーマート文京シビックセンター(ポイント利用分)","426","d払い","収入","ポイント","","0","_etZT5SFtAn5W_VC7pGBbWISlm8ZI7y5NbZhFxYK178"
"1","2024/05/14","しおじり(じゃらん","-35700","みずほマイレージクラブカード（UC）","趣味・娯楽","旅行","","0","NdXvXciLp4hU5ffmvcPH1BMFyvVIRyTh21Znh7SlhIg"
"1","2024/05/14","ホテルパシフィック(じゃらん","-13310","みずほマイレージクラブカード（UC）","趣味・娯楽","旅行","","0","BW4QWZCyin0Rx1x6ftVk9DFqNkc5oPgstA1t8WFX5gE"
"1","2024/05/14","山形七日町ワシントンホテル(じゃらん","-10900","みずほマイレージクラブカード（UC）","趣味・娯楽","旅行","","0","H7WHdRFECuVry8J9uz998eyb93tE3L1ZyNid5VhhPis"
"1","2024/05/14","BOOKSCAN","-11006","みずほマイレージクラブカード（UC）","教養・教育","その他教養・教育","","0","xtwwd_Vs7-dHLdybA1BhiQL5bUtejWcreQGtvQoAk0s"
"1","2024/05/13","ST*ファニコン料金","-3060","みずほマイレージクラブカード（UC）","趣味・娯楽","その他趣味・娯楽","","0","E6JvAGZhnascZMMg5MoYa3i8mmmmDMXvAJbrK4EW1R4"
"1","2024/05/13","朝日新聞デジタル(朝日ID決済)","-1980","みずほマイレージクラブカード（UC）","教養・教育","新聞・雑誌","","0","mhdkHm9pEZKwt24WrCBkGFfvC-oVWSZ6sOrI69n3cEc"
"1","2024/05/12","エイシンカン (ジヤラン","-7500","みずほマイレージクラブカード（UC）","交通費","その他交通費","","0","gy_TSPf6zADcBOu6PW8BYJ_85OZPZMAgvhoAkPOQUKM"
"1","2024/05/12","PAYPAL *WPALLIMPORT","-48556","みずほマイレージクラブカード（UC）","その他","雑費","","0","_RNPukmFOW0B623YHw3YbPnG_izX3Yi1wmfxRFq43rE"
"1","2024/05/11","ファミリーマート浅草橋二丁目","-699","d払い","食費","食料品","","0","9ABJPD05-cLSD0xlnuLkBKxRULDZIboW_Le2P6sU09M"
"1","2024/05/11","ファミリーマート浅草橋二丁目(ポイント利用分)","699","d払い","収入","ポイント","","0","vmjym8iamlNHVUgU8l8vhvO_khQyWyJA-LKquMBci00"
"1","2024/05/11","モスバーガー小田急マルシェ百合ヶ丘店","-440","d払い","食費","外食","","0","_hSKzcISnWPCuo_1OgQS-xlGDbzbn2KAWdD88WZrd-A"
"1","2024/05/11","モスバーガー小田急マルシェ百合ヶ丘店(ポイント利用分)","440","d払い","収入","ポイント","","0","6wmaYhMi-5lW7E52ettdz1L8YpPZ3X60Pj-Li3ZBfb4"
"1","2024/05/11","モバイルPASMOチャージ","-3000","dカード","現金・カード","電子マネー","","0","GClVVfaatXRCF9NE3shNgc9wHK59bdoVEXiVWZ9Z3w8"
"1","2024/05/10","ライヴポケット","-4620","みずほマイレージクラブカード（UC）","趣味・娯楽","映画・音楽・ゲーム","","0","8DQGbin-KenQTtrxfvjJ5ZRok091qnuhaKbXTcTvltg"
"0","2024/05/10","電話 Dカ-ド","-69420","MUFJ","未分類","未分類","","1","v1C7ae8ByRNLJSZL-cV_ugjVr6zYXEhV6gGiXgU5UtM"
"1","2024/05/09","ヤマダデンキテックランド稲城若葉台店","-3443","d払い","特別な支出","家具・家電","","0","GeE4uXviWcydfu10Nfv5Cnb_zjzDPCxlfy5TE9RLn38"
"1","2024/05/09","ヤマダデンキテックランド稲城若葉台店(ポイント利用分)","9","d払い","収入","ポイント","","0","FOJRMw7IsomeCYiO4oxbyn-iZ-vKEdQPxtEOm4fvHvo"
"1","2024/05/09","毎日ID決済","-9240","みずほマイレージクラブカード（UC）","教養・教育","新聞・雑誌","","0","Vbgbubsw2QSFdKGqJNU0xrHaqlEghe8KzhbgU_Z41_8"
"1","2024/05/09","ス-パ-ホテルヒロシマヤ (ジヤラン","-15000","みずほマイレージクラブカード（UC）","趣味・娯楽","旅行","","0","bDraO-M0mV1Rjgjyaq-9igi2lpuy2EzS49sP0Uk7M0w"
"1","2024/05/09","ユニディ若葉台店","-22504","みずほマイレージクラブカード（UC）","日用品","日用品","","0","ON_cXH3xIlYOLVr1Spqp-BEbQOZhmDa4plzGviNb8X0"
"1","2024/05/09","BOOKSCAN","-11006","みずほマイレージクラブカード（UC）","教養・教育","その他教養・教育","","0","5nU3MuOm9PXjoMktEg4wcH6vPa2wnErFtjGtzYhxOUM"
"1","2024/05/09","PAYPAL *BASE","-4050","みずほマイレージクラブカード（UC）","その他","雑費","","0","r_6vgRObE6bl1xd_1FR_aXkfhDluCLZNpe8ijqB05lw"
"1","2024/05/09","ST*アソビュー株式会社","-200","みずほマイレージクラブカード（UC）","趣味・娯楽","旅行","","0","cWae-56FVQEc6he5k8gCXgt770SGDsG0JuhnGmcD4_A"
"1","2024/05/08","ST*NON GOODS SHOP","-7430","みずほマイレージクラブカード（UC）","趣味・娯楽","その他趣味・娯楽","","0","IAajs9bCG_2Ha7WM0DVYvGn9_AlmCBXaiLGQMl_NA_E"
"1","2024/05/08","GETTIIS","-8220","みずほマイレージクラブカード（UC）","趣味・娯楽","その他趣味・娯楽","","0","xPgk5EJ9lKHQGj-GLXQynX8Jq0O3nwgeZSV171ellr0"
"1","2024/05/08","肉のハナマサ 鶴川店/iD","-12102","dカード","食費","食料品","","0","fCfmo2KX8_s9JdWqvAbmYC8uOAOlPMUErXa8cndYn6A"
"1","2024/05/07","AMAZON.CO.JP","-2436","三井住友カード (Vpass ID)","教養・教育","書籍","","0","2k08xemETYnPYPJTwlnzweuW1WdItuANvQBw2_F4y14"
"0","2024/05/07","口座振替3 UC","-366182","MUFJ","現金・カード","カード引き落とし","","1","RmXDoP3kUar1v03zvQTGZoCWpNF5wNsvQPeJtFOgUmg"
"1","2024/05/06","崎陽軒 市営地下鉄あざみ野駅店","-1520","d払い","食費","外食","","0","xwHQXWVrCwlIKR6XHPQhtiYcJlGequV-ePhVzr6agz4"
"1","2024/05/06","崎陽軒 市営地下鉄あざみ野駅店(ポイント利用分)","14","d払い","収入","ポイント","","0","OzuiewIZi4038yiMF6nA4y9zwpX8v9_XC2AM5x3Y-ZM"
"1","2024/05/06","モバイルPASMOチャージ","-3000","dカード","現金・カード","電子マネー","","0","abIXZOujmY2qF5rDDf9iRofudtDXjXkzASynjxNbTZk"
"1","2024/05/06","振込1 サトウ コウジ","200000","MUFJ","未分類","未分類","","0","zvKZIY_fqu5s-G-BziVyRw0ECK6mafAbOeJq_Gv3HL4"
"1","2024/05/05","セブンーイレブン高円寺駅前店","-665","d払い","食費","食料品","","0","Vem3P5-LXHgn37VzaBcK0mlBJg9B36PyjecadREH27E"
"1","2024/05/05","ファミリーマート新宿三丁目中央通り","-266","d払い","食費","食料品","","0","KLk9silqsBXsM73Fidq0k_ztPwL4aHYLLqytvZiN9uQ"
"1","2024/05/05","ファミリーマート新宿三丁目中央通り(ポイント利用分)","3","d払い","収入","ポイント","","0","WSROIF60rPghZOPN0OMu9m-r7IKvfif_iej9ik9VuR4"
"1","2024/05/05","AMAZON.CO.JP","-4042","三井住友カード (Vpass ID)","教養・教育","書籍","","0","rqdcWW_lONFKUWMJL2JqO-oA0zClpxr4PzPw3Qvy5oo"
"1","2024/05/05","AMAZON.CO.JP","-5280","三井住友カード (Vpass ID)","教養・教育","書籍","","0","_WnB90vX6pqBrwMbOCF1TTg5pjKodqOOZCL6_r_Mwzo"
"1","2024/05/05","カ-ド","-50000","MUFJ","現金・カード","ATM引き出し","","0","O-PDQvIzRsdaiImGivo5tIes9xJvm-GVuqPcQAR-gbg"
"1","2024/05/04","ファミリーマート王禅寺西","-794","d払い","食費","食料品","","0","xWHkg-yBCZv6EfRwL-s3BOrsVGB80pBIBebJXslGmk8"
"1","2024/05/04","ファミリーマート王禅寺西(ポイント利用分)","40","d払い","収入","ポイント","","0","BJEiSl-ija_c3pONBr1W4iZAXaHN4y243J7AvqT1_LY"
"1","2024/05/04","セブン‐イレブン横浜仲町台店","-91","d払い","食費","食料品","","0","gZToLQD7nr_9sKnyxQzMuLgufEKUzGzOrVQ14DnjJOg"
"1","2024/05/04","セブン‐イレブン横浜仲町台店(ポイント利用分)","3","d払い","収入","ポイント","","0","72ttXAJ1mG5RcmESgeWddJnbFDr6O1u0188fMdrU11U"
"1","2024/05/04","Amazon Downloads","-980","三井住友カード (Vpass ID)","教養・教育","書籍","","0","jsw8EgzI7_0subKxquXQRJaSKjj6qP8tTcgzCarDPRM"
"1","2024/05/03","APPLE COM BILL","-1300","みずほマイレージクラブカード（UC）","通信費","その他通信費","","0","iknjCJaAGnXJ_jA6wRSmYvdszx5kx3Ko9pxuX3gQyZc"
"1","2024/05/01","ローソン国立精神・神経医療研究センタ","-280","d払い","食費","食料品","","0","xii0P3pUrfKvjRoTOhtjpm1a5M2lIVZifMdDx2pFjfU"
"1","2024/05/01","ローソン国立精神・神経医療研究センタ(ポイント利用分)","4","d払い","収入","ポイント","","0","cx2LXdyBJ8IdDzhf6kwevsDRe93OzePNjy65W1mNliA"
"1","2024/05/01","国立精神・神経医療研究センター","-973","d払い","健康・医療","医療費","","0","KiH_3BJgu9wHL-ee3g2SrXsaNgaS7kL9EGrKlPhteOQ"
"1","2024/05/01","国立精神・神経医療研究センター(ポイント利用分)","4","d払い","収入","ポイント","","0","GEPr5s36TQcd3FlvDSgk4nNnMEZMGzH47io7Cwlbatg"
"1","2024/05/01","国立精神・神経医療研究センター","-910","d払い","健康・医療","医療費","","0","_MwXPhCijaknF5WmMnQULrwXOF_HKIqssxZ4gZwDLrk"
"1","2024/05/01","国立精神・神経医療研究センター(ポイント利用分)","40","d払い","収入","ポイント","","0","31Rh2vVe_g6vnqhJzyqet6VYpdJkRSM6YUljdNdKr2I"
"1","2024/05/01","Amazon Downloads","-14319","三井住友カード (Vpass ID)","教養・教育","書籍","","0","j7peI5grScILLJT_ESAz6f6qB469mL8X6xTuiFt-STk"
"1","2024/05/01","ミイグラム","-2178","みずほマイレージクラブカード（UC）","趣味・娯楽","その他趣味・娯楽","","0","D5T4h_sWyn5BBlQFfk7PnSRLTIyqKEOz8aIUdOhG7kc"
"1","2024/05/01","ノート","-1000","みずほマイレージクラブカード（UC）","教養・教育","その他教養・教育","","0","pxJFtuAINlxJAkF2OKb93Mpy_aEu5Zp8DSBCbQO2WIk"
"1","2024/05/01","PAYPAL *PIXIVFANBOX","-300","みずほマイレージクラブカード（UC）","その他","雑費","","0","xUOETwmr328neMyPQno04503H40ZrNBiRWhVgI8e_lA"
"1","2024/05/01","ピットインネットジャズ","-1100","みずほマイレージクラブカード（UC）","趣味・娯楽","その他趣味・娯楽","","0","KhkKOgDIQigLGMSmmL3GOrrTEVkXnsg7oYdPI1TyGaw"
"1","2024/05/01","ジャストシステム ダイレクト販売","-660","みずほマイレージクラブカード（UC）","通信費","情報サービス","","0","ek7Nn9GJV76eR56_iMMnNk_XyHhTkjtmvLQP5B3uayg"
"1","2024/05/01","ビデオニュース・ドットコム","-550","みずほマイレージクラブカード（UC）","通信費","放送視聴料","","0","fdPor7_o2PTFUY58IB8Dqgo6JkxlHdwBYjqboYa-FSU"
"1","2024/05/01","ドスパラ","-990","みずほマイレージクラブカード（UC）","日用品","日用品","","0","euLLL7wGGLeZUJxS99aY4o2SaERjdYeg9RDPUJ376ew"
"1","2024/05/01","ドスパラ","-980","みずほマイレージクラブカード（UC）","日用品","日用品","","0","vLWJQtMs9s_IebtrKOw76DuHA_jUIkVdi3dlSMRBn_c"
"1","2024/05/01","ドスパラ","-420","みずほマイレージクラブカード（UC）","日用品","日用品","","0","Ozy0W1s9UvbG30cOUWYpKA3OXs8LThOQzZhkgbeQf18"
"1","2024/06/30","ファミリーマート王禅寺西","-268","d払い","食費","食料品","","0","F-8WfSicbeax3vIp3A5g8i3kKaASGjnT-Mw1APnr2mY"
"1","2024/06/30","APPLE COM BILL","-1980","みずほマイレージクラブカード（UC）","通信費","その他通信費","","0","LOUJBVvOej62hxQ3V1cMM3tL4ajZMXVcaIjv6FjGWl4"
"1","2024/06/30","まぐまぐ!","-880","みずほマイレージクラブカード（UC）","教養・教育","新聞・雑誌","","0","xQ6IhwKdIrvGTNZS-gd5KQKzALxwCIgsXJbLlld-2lk"
"1","2024/06/30","ドコモ決済サービス等/iD 7月分","-47107","dカード","通信費","携帯電話","","0","sR9DPlDfCcyYveeG2WkD9M5H7zim2Voq2ZWwoKHoDcI"
"1","2024/06/30","ドコモご利用料金/iD 7月分","-23698","dカード","通信費","携帯電話","","0","BUL3FLhW_4EXGR20uPBNCM4oJ7-Q1M1K4rIxvaJ2h4U"
"1","2024/06/29","PAYPAL *TWITCASTING","-3160","みずほマイレージクラブカード（UC）","その他","雑費","","0","FS2m6x-p-ZyoJL1oZL5hsulUN2tV2GxWBp3-Hm2HqfA"
"1","2024/06/29","振込1 コガ ヒロユキ","100000","MUFJ","未分類","未分類","","0","0rnd7-4T7cHQihgihmootLtTuQSPpv_jMj7osW2ygrk"
"1","2024/06/28","ファミリーマート稲城矢野口","-284","d払い","食費","食料品","","0","CdOX3Ga6G70kA3rHas8SFJgwFY9ev8DFeIMAEc1fCOM"
"1","2024/06/27","若葉台店","-880","d払い","日用品","その他日用品","","0","x2o_-mC-A9Udv-HTx06TI9cbgQ5_X5r1RiljygqQoDM"
"1","2024/06/27","若葉台店","-6468","d払い","日用品","その他日用品","","0","uM6HkpKAQE02xWtyVoWnHo3uoq7zBkGNYM8LPOD52jA"
"1","2024/06/27","APPLE COM BILL","-1600","みずほマイレージクラブカード（UC）","通信費","その他通信費","","0","b23Oeole_RNcvtP9aZHy2gYDlxnfOR_JY9KXJLWNf_U"
"1","2024/06/27","APPLE COM BILL","-700","みずほマイレージクラブカード（UC）","通信費","その他通信費","","0","UC4J68gqOfvW0HWPCG1-pYqmpVJfGgUFTqewHeFaISY"
"1","2024/06/27","マイクロソフト","-1716","みずほマイレージクラブカード（UC）","通信費","情報サービス","","0","lQvlJO47BnCGXuZ8f8Ens33Qv-toFcSoNsmWGe7p15s"
"1","2024/06/26","百合ヶ丘店","-781","d払い","食費","外食","","0","eo1u3Sac4kvICUXLIbYPSGSW84F4jlkA0W6pPf9MY9I"
"1","2024/06/25","セブンーイレブン川崎百合ヶ丘駅前","-1279","d払い","食費","食料品","","0","YbEovxw0ubrvV-4xCgX9PVKNvk9zQbU5xF3_d7MYjoI"
"1","2024/06/25","デイリーヤマザキ神泉駅","-315","d払い","食費","食料品","","0","irrt01fg_BlcXr0g9PqxKZF53tQ1dN0T2YeJGn09hh0"
"1","2024/06/25","セブン‐イレブン渋谷桜丘店","-503","d払い","食費","食料品","","0","86gAaN6SWlC_8MNvBc5osXUbJRE6B_XOtrjR55VBE6Y"
"1","2024/06/25","国立精神・神経医療研究センター","-979","d払い","健康・医療","医療費","","0","iM1K6mVgJ2_9_-UbkG9CYYaWJidFycc9eRCbizyLxdA"
"1","2024/06/25","ローソン国立精神・神経医療研究センタ","-544","d払い","食費","食料品","","0","XZEvpV5aC72Rah8H2sSDMZF5RzORklVjvGcxdeINF94"
"1","2024/06/25","ココデデジタル","-1100","みずほマイレージクラブカード（UC）","教養・教育","その他教養・教育","","0","SUWEjCrd20wQZKe9-5vVpZqwSU7o-BQI9miuMA2fmdA"
"1","2024/06/24","ファミリーマート王禅寺西","-346","d払い","食費","食料品","","0","AiBm-0P8fw05H3NvKc8k2nS7cCUGzhgEL4EEPPODkCY"
"1","2024/06/24","ホームズ町田三輪店","-2488","d払い","日用品","その他日用品","","0","9gpBFKoBKnvowMzlSnwXITnqW_iFYV1CpzmghXooDws"
"1","2024/06/24","APPLE COM BILL","-1180","みずほマイレージクラブカード（UC）","通信費","その他通信費","","0","GkOZ-SlLEI1GX_ffXd_hHdWNV1OVZ6VTvpGid6Zn6ew"
"1","2024/06/24","ADOBE SYSTEMS SOFTWARE","-3278","みずほマイレージクラブカード（UC）","その他","事業経費","","0","LY9jyC4rhYb0slGAo-7LgCZEQGrWtfvAXO89KTnQl2E"
"1","2024/06/21","ローソン麻生片平","-149","d払い","食費","食料品","","0","WXfCEVIyDfQZjdKd5ZDljbBd0ZBGiM10J78zqjQMgKc"
"1","2024/06/21","ローソン麻生片平(ポイント利用分)","16","d払い","収入","ポイント","","0","2LGgTViOstU_bfdImmtObfRvbdso69oLUYIJDPID7z0"
"1","2024/06/21","若葉台店","-3272","d払い","日用品","その他日用品","","0","2G5lsZVOvIuOqdTvFEt6CT89aO0dHk5ZCThllWYJhq0"
"1","2024/06/21","若葉台店(ポイント利用分)","15","d払い","収入","ポイント","","0","JruYAIM2-l2ncJdUg_tIbUl5xTiFW-sjiU8ZVHhp5Uc"
"1","2024/06/21","Odakyu OXMART 新百","-120","d払い","衣服・美容","衣服","","0","D1cvw0smB55H3-ljcAtrQFzYX1Nyd2Wvby4yvkVQhGc"
"1","2024/06/21","Odakyu OXMART 新百(ポイント利用分)","3","d払い","収入","ポイント","","0","urREdmE-DOTcbbEV64BMXDFRzMJ7tGJs4uyQokoJEi4"
"1","2024/06/21","SHOSEN ONLINE SHOP","-4180","みずほマイレージクラブカード（UC）","教養・教育","その他教養・教育","","0","VRQOfsyUcVGpXP9ZkPx37KankbCyGd2n2eATady2o6g"
"1","2024/06/20","ヤフー パスマーケット","-2000","みずほマイレージクラブカード（UC）","趣味・娯楽","その他趣味・娯楽","","0","ErwMYk8DF8WGC4ttwdwaIcn0-7Fu_mfsbL6vljMxb00"
"1","2024/06/20","PAYPAL *PATREON MEMBE","-1647","みずほマイレージクラブカード（UC）","その他","雑費","","0","zZzdsHMOmjxxOZSiEr4OsPXO3VoUeLqlqnQnvej-BcA"
"1","2024/06/19","セブン‐イレブン川崎百合丘店","-324","d払い","食費","食料品","","0","UpZh_79QWYKOTX7Tn9Hit9q8-_f6DJQ5pfVHyrVD-hY"
"1","2024/06/19","セブン‐イレブン川崎百合丘店(ポイント利用分)","2","d払い","収入","ポイント","","0","NFpoY9KeJzd7gagNcICWDIYwAGmxMYr9pchva58xdeE"
"1","2024/06/19","講談社FRIDAY","-1650","みずほマイレージクラブカード（UC）","教養・教育","その他教養・教育","","0","blYqiPQ5ggosv4yUj71YDI5L8a0M8AoEvhbN74Wusp8"
"1","2024/06/18","リボ変更サービス(06月18日受付分)","-260160","みずほマイレージクラブカード（UC）","その他","雑費","","0","1QUzcoiS6lB6SS_3LEPy-ZIbjCUKssQn_poJVPygvB4"
"1","2024/06/17","国立精神・神経医療研究センター","-471","d払い","健康・医療","医療費","","0","gj5GcTnwXHJnpisiSQTkDhgKUU7TYFVGImf5MQG-q54"
"1","2024/06/17","NewDaysKIOSK塩尻","-1381","d払い","食費","外食","","0","kaWLWpcA5zbVcHZTgdgOoiTQIAr391m0eY8b4_7OwaA"
"1","2024/06/17","NewDaysKIOSK塩尻(ポイント利用分)","18","d払い","収入","ポイント","","0","bEGOJgXBw6dIrDVPIl2Khc1SbvKzUmk6Kxjh_A54X2I"
"1","2024/06/17","ローソン塩尻桟敷","-1209","d払い","食費","食料品","","0","GIOEp5GDEXQbxOWyQuHusqOinMF8o4I5gViXJPXVfp4"
"1","2024/06/17","JRヒガシニホン ミドリノマドグチ","2240","みずほマイレージクラブカード（UC）","未分類","未分類","","0","hGgsOQW8tExiDwviGO1LC7HMaC4qJ3kuzIjTWECIPFA"
"1","2024/06/17","JRヒガシニホン ミドリノマドグチ","-670","みずほマイレージクラブカード（UC）","交通費","電車","","0","PPan2D0s77fbYVTldmqibNd7cxuBpQlD5grF2ZbUC2Q"
"1","2024/06/17","WWW.WOLFRAMALPHA.COM","-9174","みずほマイレージクラブカード（UC）","教養・教育","その他教養・教育","","0","mjkUBnvp1D0u7lPMuqTLM6KCCzuM4EPGbPcEUZs3Wwc"
"1","2024/06/17","NYTIMES*NYTIMES","-1287","みずほマイレージクラブカード（UC）","教養・教育","新聞・雑誌","","0","BURrc1pXm33wICLp_AxgirE3Xmufy_i6A5yIkre8tUg"
"1","2024/06/16","セブンーイレブン松本今井店","-138","d払い","食費","食料品","","0","G8fIS_pf6uqvSsta-8aPureOl3Dc5dQCO3fNIQK8Ab0"
"1","2024/06/16","セブンーイレブン松本今井店(ポイント利用分)","1","d払い","収入","ポイント","","0","LN9wVGQetJi8hNYr5RDz1Efi7tJsQNOGj0mW6EnBEWg"
"1","2024/06/16","デイリーヤマザキ安曇野インター","-283","d払い","食費","食料品","","0","e1M11imWZdGJZtT3m1EpIC8g-ENJ6z2VlG9zHBI5zFQ"
"1","2024/06/16","デイリーヤマザキ安曇野インター(ポイント利用分)","15","d払い","収入","ポイント","","0","hroBHR294OnRSoeNIxm34d9uxW2_Irmtenyu0L23iIE"
"1","2024/06/16","和さび堂 No.1","-3200","d払い","食費","外食","","0","NOzTBoclNut_cYl_WbRSjuJkypLkxYxUjRAMaxQreSo"
"1","2024/06/16","和さび堂 No.1(ポイント利用分)","3","d払い","収入","ポイント","","0","g58ZUdRkkMZ8hORc4T4m901rFzOyqAHtl2uACDg-fQI"
"1","2024/06/16","GITHUB, INC.","-16095","みずほマイレージクラブカード（UC）","通信費","情報サービス","","0","wT4LdsJI0P7bCsj16t0CPDBC547DSiMGd2CPsfjc0OM"
"1","2024/06/15","セブン‐イレブン塩尻片丘店","-608","d払い","食費","食料品","","0","6zW19NYh-L2kTWtsS6-2Lr8OAeigWznlFeKV0WdfAaU"
"1","2024/06/15","セブン‐イレブン塩尻片丘店(ポイント利用分)","5","d払い","収入","ポイント","","0","gdWUg2lfHqF1NHKPrp3ClzoxYf34nISgsJDdgmjJPnA"
"1","2024/06/15","OPENAI *CHATGPT SUBSCR","-3219","みずほマイレージクラブカード（UC）","教養・教育","その他教養・教育","","0","h_q3oz7zjYKfQB8Kw-5eso57z8urbXlEt1dD8-zr-f8"
"1","2024/06/14","デリシア塩尻東店","-1004","d払い","食費","食料品","","0","MKnmSrvz2dAF1KVHcdqaoQm5nC472mw2nkv_DAD3pFg"
"1","2024/06/14","NewDaysミニ 長野1","-457","d払い","食費","外食","","0","5eC9ZICbVCxdNgAy5vvT20bg-avX7j-KjOlJZbz-jWc"
"1","2024/06/14","NewDaysミニ 長野1(ポイント利用分)","3","d払い","収入","ポイント","","0","e9HS_5MG7evGoBXXNyZ-HwCDM9rPIil53HdPBwsZ0FY"
"1","2024/06/14","傘風楼","-702","d払い","食費","食費","","0","i11Bg6WNK5HKVDZPwKXOE2CgD6cNiaXs71lFt9BCFsI"
"1","2024/06/14","傘風楼(ポイント利用分)","4","d払い","収入","ポイント","","0","ihF6rhApGjGev8NvZfL7uxF7ME89oIXrYEufwVmS0m4"
"1","2024/06/14","いろは堂 小布施店","-870","d払い","食費","外食","","0","cqyaEYKT_2528SajzOs4nEPjI-H4OuARZ7CwnTWrgtI"
"1","2024/06/14","いろは堂 小布施店(ポイント利用分)","4","d払い","収入","ポイント","","0","h9FZffVQ0TglKWaYZZ2cx8aCpvvabjB3dXsfEXc00Qk"
"1","2024/06/14","いろは堂 小布施店","-980","d払い","食費","外食","","0","eK58EO1RmNaW5irW3HaWrPYAf_TdQHoZbSPP-O_bpwY"
"1","2024/06/14","いろは堂 小布施店(ポイント利用分)","4","d払い","収入","ポイント","","0","wccp0DBGv0vaDdOTIujMidJKZhvbWIOpXFVBY2rzqPk"
"1","2024/06/14","かんてんぱぱショップ小布施店","-810","d払い","食費","食料品","","0","jVqGR58d_c4luoAlAZeIOe4yVRfZ9ttYwYM6rxDX6EE"
"1","2024/06/14","NewDaysミニ松本2ホーム","-671","d払い","食費","外食","","0","CNR_FAl2fnssIK5TkaokvuMKCX1znXbBYVfOyODg4pc"
"1","2024/06/14","NewDaysミニ松本2ホーム(ポイント利用分)","43","d払い","収入","ポイント","","0","trT6gvB1TRnMdSKy3CsrXiHKBHMu62WohhFkMyb5ogY"
"1","2024/06/14","ローソン塩尻桟敷","-2752","d払い","食費","食料品","","0","9MaefUDFTpInnzsakObgR-56rH3U_zxv5O3T64pvNu0"
"1","2024/06/14","ホクサイカン","-18890","みずほマイレージクラブカード（UC）","教養・教育","その他教養・教育","","0","T8a50XjvQl800vrvQVcoHUjlB3cgs0O-OS_cw5Az9JU"
"1","2024/06/14","BOOKSCAN","-11006","みずほマイレージクラブカード（UC）","教養・教育","その他教養・教育","","0","RdfDIWUnVkCl7s639hW0lKwoHsGFnQv12gXnKGAG0pg"
"1","2024/06/14","ヨドバシカメラ(通販)","-832","みずほマイレージクラブカード（UC）","日用品","日用品","","0","-JLgLqoIDpQB79zHJJTpxfa_MlPfCN0NU8EMOf2za4c"
"1","2024/06/14","モバイルPASMOチャージ","-10000","dカード","現金・カード","電子マネー","","0","Zeb_lJkcgmTZXYvxofa-ivnMco0ehPYLhwAdZKhM6kk"
"1","2024/06/14","手数料","-330","MUFJ","その他","雑費","","0","P7nUUs12WNYJHOBd5jcOmTa6jz_pUVQC4JFmQ9qR2rM"
"1","2024/06/14","カードC1 セブンギンコウATM","-30000","MUFJ","現金・カード","ATM引き出し","","0","fBl-FmU3arY9S-uV_uSM0bZJlUPe1K8K_haoRO_QDVQ"
"1","2024/06/13","ecute立川","-793","d払い","食費","食料品","","0","dpRJAbz6nPbG-Ykp04ppe0vALOJxMIwfQ_0_G3g4IQ8"
"1","2024/06/13","ecute立川(ポイント利用分)","3","d払い","収入","ポイント","","0","SlZ--1dscTGlKgP93JHsHSs2CV-MM9tXfTGFLiJH_S4"
"1","2024/06/13","APPLE COM BILL","-9400","みずほマイレージクラブカード（UC）","通信費","その他通信費","","0","54Z0u7mnfMCvQYFoXHRYErMo-LM5Sgcv2UYQUyzliCo"
"1","2024/06/13","朝日新聞デジタル(朝日ID決済)","-1980","みずほマイレージクラブカード（UC）","教養・教育","新聞・雑誌","","0","4Awdq3dm4r5CliYw3GBIE4OkP7umZZOMdTHgihlslR4"
"1","2024/06/11","デイリーヤマザキ麻生高石","-741","d払い","食費","食料品","","0","zMbOLkuEVf7Z9J-aRBfEkYCHpznSsabx9_1rYVUIthI"
"1","2024/06/11","デイリーヤマザキ麻生高石(ポイント利用分)","11","d払い","収入","ポイント","","0","_xPsCax8ZSmgimUgYAxwDS45gPgw4UId0sseQral-Hg"
"1","2024/06/11","ダイソーアメリア稲城SC店","-2310","d払い","日用品","その他日用品","","0","ih6mtuAX_nzQl8AHX9v73uDKUJsQNYyiddICBh5P3tk"
"1","2024/06/11","ダイソーアメリア稲城SC店(ポイント利用分)","8","d払い","収入","ポイント","","0","SK0szMghcSpTPM3yJNnK27wZO5XUjruO0aD6FYrk5P8"
"1","2024/06/11","ローソン山形七日町一丁目","-644","d払い","食費","食料品","","0","nsFPIOxDWEJlhSbi0fPoeS5Qx456aeXTUY8Q2Nff5DY"
"1","2024/06/11","ローソン山形七日町一丁目(ポイント利用分)","25","d払い","収入","ポイント","","0","ltZu-AVhfaSYwwS4MhBla1OxLw6zv20QvaPM2us3l7s"
