t_idx,src_idx,tgt_idx,value
E_000450,ACC_Accounts_Payable,ACC_Inventory,10609.6
E_000451,ACC_Accounts_Receivable,ACC_Cash,742.74
E_000452,ACC_Sales_Revenue,ACC_Accounts_Receivable,218.79
E_000453,ACC_Inventory,ACC_COGS,118.04
E_000454,ACC_Sales_Revenue,ACC_Accounts_Receivable,531.05
E_000455,ACC_Inventory,ACC_COGS,320.06
E_000456,ACC_Sales_Revenue,ACC_Accounts_Receivable,723.13
E_000457,ACC_Inventory,ACC_COGS,391.9
E_000458,ACC_Sales_Revenue,ACC_Accounts_Receivable,485.65
E_000459,ACC_Inventory,ACC_COGS,334.1
E_000460,ACC_Cash,ACC_Travel_Exp,129.21
E_000461,ACC_Accounts_Receivable,ACC_Cash,730.92
E_000462,ACC_Sales_Revenue,ACC_Accounts_Receivable,451.49
E_000463,ACC_Inventory,ACC_COGS,266.33
E_000464,ACC_Sales_Revenue,ACC_Accounts_Receivable,670.88
E_000465,ACC_Inventory,ACC_COGS,287.15
E_000466,ACC_Sales_Revenue,ACC_Accounts_Receivable,842.95
E_000467,ACC_Inventory,ACC_COGS,527.13
E_000468,ACC_Sales_Revenue,ACC_Accounts_Receivable,1423.85
E_000469,ACC_Inventory,ACC_COGS,702.14
E_000470,ACC_Sales_Revenue,ACC_Accounts_Receivable,450.46
E_000471,ACC_Inventory,ACC_COGS,207.09
E_000472,ACC_Cash,ACC_Travel_Exp,1181.21
E_000473,ACC_Accounts_Receivable,ACC_Cash,924.42
E_000474,ACC_Sales_Revenue,ACC_Accounts_Receivable,803.28
E_000475,ACC_Inventory,ACC_COGS,506.51
E_000476,ACC_Sales_Revenue,ACC_Accounts_Receivable,540.24
E_000477,ACC_Inventory,ACC_COGS,283.27
E_000478,ACC_Sales_Revenue,ACC_Accounts_Receivable,962.42
E_000479,ACC_Inventory,ACC_COGS,551.18
E_000480,ACC_Sales_Revenue,ACC_Accounts_Receivable,866.3
E_000481,ACC_Inventory,ACC_COGS,527.5
E_000482,ACC_Sales_Revenue,ACC_Accounts_Receivable,629.25
E_000483,ACC_Inventory,ACC_COGS,327.14
E_000484,ACC_Accounts_Receivable,ACC_Cash,347.35
E_000484,ACC_Accounts_Receivable,UNKNOWN_LEAK,166.57999999999993
E_000485,ACC_Sales_Revenue,ACC_Accounts_Receivable,685.73
E_000486,ACC_Inventory,ACC_COGS,432.71
E_000487,ACC_Sales_Revenue,ACC_Accounts_Receivable,837.16
E_000488,ACC_Inventory,ACC_COGS,530.36
E_000489,ACC_Sales_Revenue,ACC_Accounts_Receivable,1042.59
E_000490,ACC_Inventory,ACC_COGS,472.05
E_000491,ACC_Sales_Revenue,ACC_Accounts_Receivable,1508.72
E_000492,ACC_Inventory,ACC_COGS,837.92
E_000493,ACC_Accounts_Receivable,ACC_Cash,795.69
E_000494,ACC_Accounts_Receivable,ACC_Cash,910.73
E_000495,ACC_Accounts_Receivable,ACC_Cash,1178.58
E_000496,ACC_Sales_Revenue,ACC_Accounts_Receivable,1877.74
E_000497,ACC_Inventory,ACC_COGS,1012.84
E_000498,ACC_Sales_Revenue,ACC_Accounts_Receivable,366.42
E_000499,ACC_Inventory,ACC_COGS,255.16
E_000500,ACC_Sales_Revenue,ACC_Accounts_Receivable,752.87
E_000501,ACC_Inventory,ACC_COGS,372.81
E_000502,ACC_Sales_Revenue,ACC_Accounts_Receivable,1012.26
E_000503,ACC_Inventory,ACC_COGS,675.61
E_000504,ACC_Sales_Revenue,ACC_Accounts_Receivable,623.61
E_000505,ACC_Inventory,ACC_COGS,416.33
E_000506,ACC_Sales_Revenue,ACC_Accounts_Receivable,736.1
E_000507,ACC_Inventory,ACC_COGS,477.85
E_000508,ACC_Sales_Revenue,ACC_Accounts_Receivable,656.82
E_000509,ACC_Inventory,ACC_COGS,350.59
E_000510,ACC_Sales_Revenue,ACC_Accounts_Receivable,631.99
E_000511,ACC_Inventory,ACC_COGS,393.79
E_000512,ACC_Sales_Revenue,ACC_Accounts_Receivable,1123.78
E_000513,ACC_Inventory,ACC_COGS,601.25
E_000514,ACC_Cash,ACC_Travel_Exp,776.06
E_000515,ACC_Cash,ACC_Payroll_Exp,8357.02
E_000516,ACC_Cash,ACC_Payroll_Exp,5168.51
E_000517,ACC_Cash,ACC_Payroll_Exp,4719.68
E_000518,ACC_Cash,ACC_Rent_Exp,5368.76
E_000519,ACC_Accounts_Receivable,ACC_Cash,1444.86
E_000520,ACC_Sales_Revenue,ACC_Accounts_Receivable,1029.12
E_000521,ACC_Inventory,ACC_COGS,572.59
E_000522,ACC_Sales_Revenue,ACC_Accounts_Receivable,574.22
E_000523,ACC_Inventory,ACC_COGS,270.9
E_000524,ACC_Sales_Revenue,ACC_Accounts_Receivable,639.41
E_000525,ACC_Inventory,ACC_COGS,270.63
E_000526,ACC_Sales_Revenue,ACC_Accounts_Receivable,1078.72
E_000527,ACC_Inventory,ACC_COGS,507.37
E_000528,ACC_Sales_Revenue,ACC_Accounts_Receivable,1021.23
E_000529,ACC_Inventory,ACC_COGS,506.44
E_000530,ACC_Accounts_Payable,ACC_Inventory,11968.65
E_000531,ACC_Cash,ACC_Travel_Exp,300.58
E_000532,ACC_Accounts_Receivable,ACC_Cash,1208.35
E_000533,ACC_Accounts_Receivable,ACC_Cash,791.56
E_000534,ACC_Sales_Revenue,ACC_Accounts_Receivable,1333.65
E_000535,ACC_Inventory,ACC_COGS,559.16
E_000536,ACC_Sales_Revenue,ACC_Accounts_Receivable,631.43
E_000537,ACC_Inventory,ACC_COGS,315.25
E_000538,ACC_Sales_Revenue,ACC_Accounts_Receivable,995.7
E_000539,ACC_Inventory,ACC_COGS,522.48
E_000540,ACC_Sales_Revenue,ACC_Accounts_Receivable,737.85
E_000541,ACC_Inventory,ACC_COGS,479.5
E_000542,ACC_Accounts_Receivable,ACC_Cash,445.5
E_000543,ACC_Sales_Revenue,ACC_Accounts_Receivable,1241.56
E_000544,ACC_Inventory,ACC_COGS,755.68
E_000545,ACC_Sales_Revenue,ACC_Accounts_Receivable,1112.96
E_000546,ACC_Inventory,ACC_COGS,739.22
E_000547,ACC_Sales_Revenue,ACC_Accounts_Receivable,1107.67
E_000548,ACC_Inventory,ACC_COGS,569.47
E_000549,ACC_Sales_Revenue,ACC_Accounts_Receivable,1348.57
E_000550,ACC_Inventory,ACC_COGS,920.83
E_000551,ACC_Accounts_Receivable,ACC_Cash,643.46
E_000552,ACC_Sales_Revenue,ACC_Accounts_Receivable,1050.89
E_000553,ACC_Inventory,ACC_COGS,720.94
E_000554,ACC_Sales_Revenue,ACC_Accounts_Receivable,706.63
E_000555,ACC_Inventory,ACC_COGS,396.75
E_000556,ACC_Sales_Revenue,ACC_Accounts_Receivable,910.76
E_000557,ACC_Inventory,ACC_COGS,513.52
E_000558,ACC_Sales_Revenue,ACC_Accounts_Receivable,759.42
E_000559,ACC_Inventory,ACC_COGS,508.31
E_000560,ACC_Cash,ACC_Travel_Exp,539.93
E_000561,ACC_Accounts_Receivable,ACC_Cash,881.3
E_000562,ACC_Cash,ACC_Accounts_Payable,13505.3
E_000563,ACC_Sales_Revenue,ACC_Accounts_Receivable,1015.03
E_000564,ACC_Inventory,ACC_COGS,508.37
E_000565,ACC_Sales_Revenue,ACC_Accounts_Receivable,576.7
E_000566,ACC_Inventory,ACC_COGS,368.77
E_000567,ACC_Sales_Revenue,ACC_Accounts_Receivable,1847.46
E_000568,ACC_Inventory,ACC_COGS,830.46
E_000569,ACC_Sales_Revenue,ACC_Accounts_Receivable,534.97
E_000570,ACC_Inventory,ACC_COGS,361.57
E_000571,ACC_Accounts_Receivable,ACC_Cash,490.92
E_000572,ACC_Accounts_Receivable,ACC_Cash,1011.67
E_000573,ACC_Sales_Revenue,ACC_Accounts_Receivable,1271.38
E_000574,ACC_Inventory,ACC_COGS,761.43
E_000575,ACC_Sales_Revenue,ACC_Accounts_Receivable,1098.03
E_000576,ACC_Inventory,ACC_COGS,650.94
E_000577,ACC_Sales_Revenue,ACC_Accounts_Receivable,1026.86
E_000578,ACC_Inventory,ACC_COGS,677.78
E_000579,ACC_Sales_Revenue,ACC_Accounts_Receivable,1028.6
E_000580,ACC_Inventory,ACC_COGS,426.96
E_000581,ACC_Cash,ACC_Travel_Exp,562.0
E_000582,ACC_Accounts_Receivable,ACC_Cash,902.56
E_000583,ACC_Accounts_Receivable,ACC_Cash,654.07
E_000584,ACC_Sales_Revenue,ACC_Accounts_Receivable,558.75
E_000585,ACC_Inventory,ACC_COGS,270.14
E_000586,ACC_Sales_Revenue,ACC_Accounts_Receivable,824.63
E_000587,ACC_Inventory,ACC_COGS,535.66
E_000588,ACC_Sales_Revenue,ACC_Accounts_Receivable,610.18
E_000589,ACC_Inventory,ACC_COGS,396.91
E_000590,ACC_Sales_Revenue,ACC_Accounts_Receivable,1181.64
E_000591,ACC_Inventory,ACC_COGS,479.53
E_000592,ACC_Cash,ACC_Travel_Exp,1143.75
E_000593,ACC_Accounts_Receivable,ACC_Cash,676.11
E_000594,ACC_Accounts_Receivable,ACC_Cash,876.2
E_000595,ACC_Accounts_Receivable,ACC_Cash,877.88
E_000596,ACC_Sales_Revenue,ACC_Accounts_Receivable,575.02
E_000597,ACC_Inventory,ACC_COGS,236.95
E_000598,ACC_Sales_Revenue,ACC_Accounts_Receivable,703.49
E_000599,ACC_Inventory,ACC_COGS,481.81
E_000600,ACC_Sales_Revenue,ACC_Accounts_Receivable,943.68
E_000601,ACC_Inventory,ACC_COGS,615.06
E_000602,ACC_Sales_Revenue,ACC_Accounts_Receivable,638.5
E_000603,ACC_Inventory,ACC_COGS,284.59
E_000604,ACC_Accounts_Payable,ACC_Inventory,10766.67
E_000605,ACC_Accounts_Receivable,ACC_Cash,982.32
E_000606,ACC_Accounts_Receivable,ACC_Cash,728.35
E_000607,ACC_Accounts_Receivable,ACC_Cash,1107.68
E_000608,ACC_Accounts_Receivable,ACC_Cash,601.17
E_000609,ACC_Accounts_Receivable,ACC_Cash,496.75
E_000610,ACC_Sales_Revenue,ACC_Accounts_Receivable,882.36
E_000611,ACC_Inventory,ACC_COGS,513.69
E_000612,ACC_Sales_Revenue,ACC_Accounts_Receivable,653.17
E_000613,ACC_Inventory,ACC_COGS,402.03
E_000614,ACC_Sales_Revenue,ACC_Accounts_Receivable,662.62
E_000615,ACC_Inventory,ACC_COGS,427.91
E_000616,ACC_Sales_Revenue,ACC_Accounts_Receivable,877.81
E_000617,ACC_Inventory,ACC_COGS,379.59
E_000618,ACC_Accounts_Receivable,ACC_Cash,1221.04
E_000619,ACC_Accounts_Receivable,ACC_Cash,966.86
E_000620,ACC_Sales_Revenue,ACC_Accounts_Receivable,455.61
E_000621,ACC_Inventory,ACC_COGS,233.54
E_000622,ACC_Sales_Revenue,ACC_Accounts_Receivable,600.18
E_000623,ACC_Inventory,ACC_COGS,368.81
E_000624,ACC_Sales_Revenue,ACC_Accounts_Receivable,734.53
E_000625,ACC_Inventory,ACC_COGS,424.29
E_000626,ACC_Accounts_Receivable,ACC_Cash,664.03
E_000627,ACC_Cash,ACC_Accounts_Payable,10413.43
E_000628,ACC_Accounts_Receivable,ACC_Cash,685.8
E_000629,ACC_Accounts_Receivable,ACC_Cash,732.7
E_000630,ACC_Accounts_Receivable,ACC_Cash,888.06
E_000631,ACC_Accounts_Receivable,ACC_Cash,1096.03
E_000632,ACC_Accounts_Receivable,ACC_Cash,731.59
E_000633,ACC_Sales_Revenue,ACC_Accounts_Receivable,1443.4
E_000634,ACC_Inventory,ACC_COGS,916.26
E_000635,ACC_Sales_Revenue,ACC_Accounts_Receivable,1127.41
E_000636,ACC_Inventory,ACC_COGS,631.15
E_000637,ACC_Sales_Revenue,ACC_Accounts_Receivable,750.42
E_000638,ACC_Inventory,ACC_COGS,383.59
E_000639,ACC_Sales_Revenue,ACC_Accounts_Receivable,793.94
E_000640,ACC_Inventory,ACC_COGS,471.81
E_000641,ACC_Accounts_Receivable,ACC_Cash,1701.19
E_000642,ACC_Sales_Revenue,ACC_Accounts_Receivable,794.1
E_000643,ACC_Inventory,ACC_COGS,342.78
E_000644,ACC_Sales_Revenue,ACC_Accounts_Receivable,712.76
E_000645,ACC_Inventory,ACC_COGS,421.01
E_000646,ACC_Sales_Revenue,ACC_Accounts_Receivable,910.23
E_000647,ACC_Inventory,ACC_COGS,489.63
E_000648,ACC_Sales_Revenue,ACC_Accounts_Receivable,574.63
E_000649,ACC_Inventory,ACC_COGS,304.93
E_000650,ACC_Accounts_Receivable,ACC_Cash,856.76
E_000651,ACC_Sales_Revenue,ACC_Accounts_Receivable,1476.91
E_000652,ACC_Inventory,ACC_COGS,863.66
E_000653,ACC_Sales_Revenue,ACC_Accounts_Receivable,765.94
E_000654,ACC_Inventory,ACC_COGS,430.04
E_000655,ACC_Sales_Revenue,ACC_Accounts_Receivable,939.45
E_000656,ACC_Inventory,ACC_COGS,506.8
E_000657,ACC_Sales_Revenue,ACC_Accounts_Receivable,1054.34
E_000658,ACC_Inventory,ACC_COGS,652.96
E_000659,ACC_Cash,ACC_Travel_Exp,317.23
E_000660,ACC_Accounts_Receivable,ACC_Cash,1093.72
E_000661,ACC_Accounts_Receivable,ACC_Cash,1001.17
E_000662,ACC_Sales_Revenue,ACC_Accounts_Receivable,875.02
E_000663,ACC_Inventory,ACC_COGS,468.35
E_000664,ACC_Sales_Revenue,ACC_Accounts_Receivable,804.04
E_000665,ACC_Inventory,ACC_COGS,433.71
E_000666,ACC_Sales_Revenue,ACC_Accounts_Receivable,831.87
E_000667,ACC_Inventory,ACC_COGS,499.5
E_000668,ACC_Sales_Revenue,ACC_Accounts_Receivable,587.22
E_000669,ACC_Inventory,ACC_COGS,239.94
E_000670,ACC_Cash,ACC_Travel_Exp,600.43
E_000671,ACC_Accounts_Receivable,ACC_Cash,850.74
E_000672,ACC_Sales_Revenue,ACC_Accounts_Receivable,976.34
E_000673,ACC_Inventory,ACC_COGS,466.21
E_000674,ACC_Sales_Revenue,ACC_Accounts_Receivable,1429.48
E_000675,ACC_Inventory,ACC_COGS,949.31
E_000676,ACC_Sales_Revenue,ACC_Accounts_Receivable,1174.17
E_000677,ACC_Inventory,ACC_COGS,779.69
E_000678,ACC_Sales_Revenue,ACC_Accounts_Receivable,1892.94
E_000679,ACC_Inventory,ACC_COGS,762.94
E_000680,ACC_Accounts_Payable,ACC_Inventory,10848.98
E_000681,ACC_Cash,ACC_Travel_Exp,872.49
E_000682,ACC_Accounts_Receivable,ACC_Cash,560.49
E_000683,ACC_Accounts_Receivable,ACC_Cash,933.31
E_000684,ACC_Sales_Revenue,ACC_Accounts_Receivable,860.87
E_000685,ACC_Inventory,ACC_COGS,522.71
E_000686,ACC_Sales_Revenue,ACC_Accounts_Receivable,1920.87
E_000687,ACC_Inventory,ACC_COGS,1178.56
E_000688,ACC_Sales_Revenue,ACC_Accounts_Receivable,578.99
E_000689,ACC_Inventory,ACC_COGS,369.33
E_000690,ACC_Sales_Revenue,ACC_Accounts_Receivable,571.76
E_000691,ACC_Inventory,ACC_COGS,279.17
E_000692,ACC_Accounts_Receivable,ACC_Cash,929.73
E_000693,ACC_Accounts_Receivable,ACC_Cash,609.48
E_000694,ACC_Sales_Revenue,ACC_Accounts_Receivable,342.08
E_000695,ACC_Inventory,ACC_COGS,185.4
E_000696,ACC_Sales_Revenue,ACC_Accounts_Receivable,648.27
E_000697,ACC_Inventory,ACC_COGS,326.16
E_000698,ACC_Sales_Revenue,ACC_Accounts_Receivable,590.49
E_000699,ACC_Inventory,ACC_COGS,333.7
E_000700,ACC_Sales_Revenue,ACC_Accounts_Receivable,849.6
E_000701,ACC_Inventory,ACC_COGS,518.98
E_000702,ACC_Cash,ACC_Travel_Exp,299.73
E_000703,ACC_Accounts_Receivable,ACC_Cash,280.54
E_000704,ACC_Accounts_Receivable,ACC_Cash,857.86
E_000705,ACC_Cash,ACC_Accounts_Payable,9588.78
E_000706,ACC_Accounts_Receivable,ACC_Cash,541.71
E_000707,ACC_Accounts_Receivable,ACC_Cash,719.64
E_000708,ACC_Sales_Revenue,ACC_Accounts_Receivable,1694.39
E_000709,ACC_Inventory,ACC_COGS,1028.58
E_000710,ACC_Sales_Revenue,ACC_Accounts_Receivable,1170.03
E_000711,ACC_Inventory,ACC_COGS,543.96
E_000712,ACC_Sales_Revenue,ACC_Accounts_Receivable,635.14
E_000713,ACC_Inventory,ACC_COGS,306.74
E_000714,ACC_Sales_Revenue,ACC_Accounts_Receivable,558.5
E_000715,ACC_Inventory,ACC_COGS,387.03
E_000716,ACC_Accounts_Receivable,ACC_Cash,709.22
E_000717,ACC_Accounts_Receivable,ACC_Cash,553.82
E_000718,ACC_Sales_Revenue,ACC_Accounts_Receivable,471.78
E_000719,ACC_Inventory,ACC_COGS,230.64
E_000720,ACC_Sales_Revenue,ACC_Accounts_Receivable,1664.36
E_000721,ACC_Inventory,ACC_COGS,755.34
E_000722,ACC_Sales_Revenue,ACC_Accounts_Receivable,1282.27
E_000723,ACC_Inventory,ACC_COGS,785.27
E_000724,ACC_Sales_Revenue,ACC_Accounts_Receivable,663.11
E_000725,ACC_Inventory,ACC_COGS,319.81
E_000726,ACC_Accounts_Receivable,ACC_Cash,1181.84
E_000727,ACC_Sales_Revenue,ACC_Accounts_Receivable,1374.93
E_000728,ACC_Inventory,ACC_COGS,602.06
E_000729,ACC_Sales_Revenue,ACC_Accounts_Receivable,764.17
E_000730,ACC_Inventory,ACC_COGS,478.25
E_000731,ACC_Sales_Revenue,ACC_Accounts_Receivable,1312.56
E_000732,ACC_Inventory,ACC_COGS,868.67
E_000733,ACC_Cash,ACC_Travel_Exp,590.1
E_000734,ACC_Accounts_Receivable,ACC_Cash,1161.1
E_000735,ACC_Accounts_Receivable,ACC_Cash,697.52
E_000736,ACC_Sales_Revenue,ACC_Accounts_Receivable,629.46
E_000737,ACC_Inventory,ACC_COGS,299.46
E_000738,ACC_Sales_Revenue,ACC_Accounts_Receivable,801.68
E_000739,ACC_Inventory,ACC_COGS,435.57
E_000740,ACC_Sales_Revenue,ACC_Accounts_Receivable,815.18
E_000741,ACC_Inventory,ACC_COGS,342.05
E_000742,ACC_Cash,ACC_Travel_Exp,766.45
E_000743,ACC_Accounts_Receivable,ACC_Cash,1471.19
E_000744,ACC_Accounts_Receivable,ACC_Cash,664.64
E_000745,ACC_Accounts_Receivable,ACC_Cash,777.29
E_000746,ACC_Accounts_Receivable,ACC_Cash,1921.37
E_000747,ACC_Accounts_Receivable,ACC_Cash,1271.62
E_000748,ACC_Accounts_Receivable,ACC_Cash,1176.1
E_000749,ACC_Accounts_Receivable,ACC_Cash,1885.95
E_000750,ACC_Sales_Revenue,ACC_Accounts_Receivable,1026.34
E_000751,ACC_Inventory,ACC_COGS,597.22
E_000752,ACC_Sales_Revenue,ACC_Accounts_Receivable,521.95
E_000753,ACC_Inventory,ACC_COGS,305.62
E_000754,ACC_Sales_Revenue,ACC_Accounts_Receivable,755.71
E_000755,ACC_Inventory,ACC_COGS,420.76
E_000756,ACC_Accounts_Payable,ACC_Inventory,12180.44
E_000757,ACC_Accounts_Receivable,ACC_Cash,709.82
E_000758,ACC_Accounts_Receivable,ACC_Cash,829.91
E_000759,ACC_Accounts_Receivable,ACC_Cash,591.77
E_000760,ACC_Accounts_Receivable,ACC_Cash,1430.85
E_000761,ACC_Accounts_Receivable,ACC_Cash,983.02
E_000762,ACC_Sales_Revenue,ACC_Accounts_Receivable,1063.43
E_000763,ACC_Inventory,ACC_COGS,661.48
E_000764,ACC_Sales_Revenue,ACC_Accounts_Receivable,510.18
E_000765,ACC_Inventory,ACC_COGS,320.81
E_000766,ACC_Sales_Revenue,ACC_Accounts_Receivable,433.1
E_000767,ACC_Inventory,ACC_COGS,200.66
E_000768,ACC_Sales_Revenue,ACC_Accounts_Receivable,1333.66
E_000769,ACC_Inventory,ACC_COGS,565.95
E_000770,ACC_Cash,ACC_Travel_Exp,117.83
E_000771,ACC_Accounts_Receivable,ACC_Cash,231.87
E_000771,ACC_Accounts_Receivable,UNKNOWN_LEAK,340.01
E_000772,ACC_Accounts_Receivable,ACC_Cash,706.93
E_000773,ACC_Accounts_Receivable,ACC_Cash,1480.04
E_000774,ACC_Accounts_Receivable,ACC_Cash,922.84
E_000775,ACC_Accounts_Receivable,ACC_Cash,1153.75
E_000776,ACC_Sales_Revenue,ACC_Accounts_Receivable,593.01
E_000777,ACC_Inventory,ACC_COGS,362.27
E_000778,ACC_Sales_Revenue,ACC_Accounts_Receivable,1487.83
E_000779,ACC_Inventory,ACC_COGS,626.9
E_000780,ACC_Sales_Revenue,ACC_Accounts_Receivable,837.89
E_000781,ACC_Inventory,ACC_COGS,567.4
E_000782,ACC_Sales_Revenue,ACC_Accounts_Receivable,1282.2
E_000783,ACC_Inventory,ACC_COGS,817.24
E_000784,ACC_Accounts_Receivable,ACC_Cash,869.71
E_000785,ACC_Accounts_Receivable,ACC_Cash,604.13
E_000786,ACC_Accounts_Receivable,ACC_Cash,1027.49
E_000787,ACC_Sales_Revenue,ACC_Accounts_Receivable,1824.23
E_000788,ACC_Inventory,ACC_COGS,1084.12
E_000789,ACC_Sales_Revenue,ACC_Accounts_Receivable,1614.45
E_000790,ACC_Inventory,ACC_COGS,774.44
E_000791,ACC_Sales_Revenue,ACC_Accounts_Receivable,724.17
E_000792,ACC_Inventory,ACC_COGS,305.18
E_000793,ACC_Sales_Revenue,ACC_Accounts_Receivable,1179.97
E_000794,ACC_Inventory,ACC_COGS,752.57
E_000795,ACC_Accounts_Receivable,ACC_Cash,821.9
E_000796,ACC_Sales_Revenue,ACC_Accounts_Receivable,1383.07
E_000797,ACC_Inventory,ACC_COGS,672.98
E_000798,ACC_Sales_Revenue,ACC_Accounts_Receivable,543.83
E_000799,ACC_Inventory,ACC_COGS,294.0
E_000800,ACC_Sales_Revenue,ACC_Accounts_Receivable,1052.61
E_000801,ACC_Inventory,ACC_COGS,642.01
E_000802,ACC_Sales_Revenue,ACC_Accounts_Receivable,1221.68
E_000803,ACC_Inventory,ACC_COGS,588.45
E_000804,ACC_Accounts_Receivable,ACC_Cash,556.35
E_000805,ACC_Accounts_Receivable,ACC_Cash,610.23
E_000806,ACC_Accounts_Receivable,ACC_Cash,1376.24
E_000807,ACC_Accounts_Receivable,ACC_Cash,450.46
E_000808,ACC_Sales_Revenue,ACC_Accounts_Receivable,498.35
E_000809,ACC_Inventory,ACC_COGS,236.77
E_000810,ACC_Sales_Revenue,ACC_Accounts_Receivable,353.87
E_000811,ACC_Inventory,ACC_COGS,165.85
E_000812,ACC_Sales_Revenue,ACC_Accounts_Receivable,718.27
E_000813,ACC_Inventory,ACC_COGS,467.44
E_000814,ACC_Accounts_Receivable,ACC_Cash,487.76
E_000815,ACC_Sales_Revenue,ACC_Accounts_Receivable,1459.07
E_000816,ACC_Inventory,ACC_COGS,918.38
E_000817,ACC_Sales_Revenue,ACC_Accounts_Receivable,824.07
E_000818,ACC_Inventory,ACC_COGS,396.26
E_000819,ACC_Sales_Revenue,ACC_Accounts_Receivable,1534.65
E_000820,ACC_Inventory,ACC_COGS,965.19
E_000821,ACC_Sales_Revenue,ACC_Accounts_Receivable,460.62
E_000822,ACC_Inventory,ACC_COGS,249.26
E_000823,ACC_Accounts_Receivable,ACC_Cash,683.87
E_000824,ACC_Accounts_Receivable,ACC_Cash,501.27
E_000825,ACC_Accounts_Receivable,ACC_Cash,1263.63
E_000826,ACC_Accounts_Receivable,ACC_Cash,538.29
E_000827,ACC_Accounts_Receivable,ACC_Cash,887.64
E_000828,ACC_Accounts_Receivable,ACC_Cash,775.7
E_000829,ACC_Sales_Revenue,ACC_Accounts_Receivable,782.42
E_000830,ACC_Inventory,ACC_COGS,408.82
E_000831,ACC_Sales_Revenue,ACC_Accounts_Receivable,932.84
E_000832,ACC_Inventory,ACC_COGS,560.67
E_000833,ACC_Accounts_Payable,ACC_Inventory,11950.96
E_000834,ACC_Cash,ACC_Travel_Exp,841.6
E_000835,ACC_Cash,ACC_Payroll_Exp,5932.56
E_000836,ACC_Cash,ACC_Payroll_Exp,5893.06
E_000837,ACC_Cash,ACC_Payroll_Exp,2956.42
E_000838,ACC_Cash,ACC_Rent_Exp,5803.61
E_000839,ACC_Accounts_Receivable,ACC_Cash,1074.92
E_000840,ACC_Accounts_Receivable,ACC_Cash,940.33
E_000841,ACC_Accounts_Receivable,ACC_Cash,2142.89
E_000842,ACC_Accounts_Receivable,ACC_Cash,584.82
E_000843,ACC_Accounts_Receivable,ACC_Cash,669.15
E_000844,ACC_Accounts_Receivable,ACC_Cash,419.69
E_000845,ACC_Sales_Revenue,ACC_Accounts_Receivable,549.31
E_000846,ACC_Inventory,ACC_COGS,273.0
E_000847,ACC_Sales_Revenue,ACC_Accounts_Receivable,651.36
E_000848,ACC_Inventory,ACC_COGS,339.52
E_000849,ACC_Sales_Revenue,ACC_Accounts_Receivable,523.7
E_000850,ACC_Inventory,ACC_COGS,339.08
E_000851,ACC_Accounts_Receivable,ACC_Cash,1259.96
E_000852,ACC_Accounts_Receivable,ACC_Cash,1869.59
E_000853,ACC_Accounts_Receivable,ACC_Cash,1508.72
E_000854,ACC_Sales_Revenue,ACC_Accounts_Receivable,1172.24
E_000855,ACC_Inventory,ACC_COGS,596.12
E_000856,ACC_Sales_Revenue,ACC_Accounts_Receivable,539.33
E_000857,ACC_Inventory,ACC_COGS,296.39
E_000858,ACC_Sales_Revenue,ACC_Accounts_Receivable,978.71
E_000859,ACC_Inventory,ACC_COGS,614.63
E_000860,ACC_Cash,ACC_Travel_Exp,183.29
E_000861,ACC_Accounts_Receivable,ACC_Cash,886.81
E_000862,ACC_Accounts_Receivable,ACC_Cash,820.84
E_000863,ACC_Sales_Revenue,ACC_Accounts_Receivable,582.58
E_000864,ACC_Inventory,ACC_COGS,317.75
E_000865,ACC_Sales_Revenue,ACC_Accounts_Receivable,766.47
E_000866,ACC_Inventory,ACC_COGS,530.35
E_000867,ACC_Sales_Revenue,ACC_Accounts_Receivable,528.75
E_000868,ACC_Inventory,ACC_COGS,338.29
E_000869,ACC_Cash,ACC_Travel_Exp,674.48
E_000870,ACC_Cash,ACC_Accounts_Payable,10714.26
E_000871,ACC_Accounts_Receivable,ACC_Cash,1125.05
E_000872,ACC_Accounts_Receivable,ACC_Cash,1107.67
E_000873,ACC_Sales_Revenue,ACC_Accounts_Receivable,495.45
E_000874,ACC_Inventory,ACC_COGS,345.66
E_000875,ACC_Sales_Revenue,ACC_Accounts_Receivable,1755.49
E_000876,ACC_Inventory,ACC_COGS,761.95
E_000877,ACC_Sales_Revenue,ACC_Accounts_Receivable,811.36
E_000878,ACC_Inventory,ACC_COGS,353.14
E_000879,ACC_Cash,ACC_Travel_Exp,1121.2
E_000880,ACC_Accounts_Receivable,ACC_Cash,685.73
E_000881,ACC_Sales_Revenue,ACC_Accounts_Receivable,871.49
E_000882,ACC_Inventory,ACC_COGS,533.02
E_000883,ACC_Sales_Revenue,ACC_Accounts_Receivable,764.85
E_000884,ACC_Inventory,ACC_COGS,497.47
E_000885,ACC_Sales_Revenue,ACC_Accounts_Receivable,732.32
E_000886,ACC_Inventory,ACC_COGS,346.47
E_000887,ACC_Cash,ACC_Travel_Exp,253.01
E_000888,ACC_Sales_Revenue,ACC_Accounts_Receivable,1083.13
E_000889,ACC_Inventory,ACC_COGS,628.01
E_000890,ACC_Sales_Revenue,ACC_Accounts_Receivable,647.04
E_000891,ACC_Inventory,ACC_COGS,429.5
E_000892,ACC_Sales_Revenue,ACC_Accounts_Receivable,635.42
E_000893,ACC_Inventory,ACC_COGS,267.48
E_000894,ACC_Accounts_Receivable,ACC_Cash,660.46
E_000895,ACC_Accounts_Receivable,ACC_Cash,1687.36
