t_idx,time_label,node_idx,node_label,account_category,state_X,velocity_v,acceleration_a,jerk_j,snap_s,inertia_M,viscosity_C,external_force_F
36,2024-01-01 10:06:00,3,03_Temporal_Lobe,Unknown,104549.25,568.56,11.82,211.02,486.41,100527.7562,10052.7756,6903844.1859
36,2024-01-01 10:06:00,4,04_Visual_Cortex,Unknown,104240.44,603.68,-85.74,-128.86,-260.12,100382.2727,10038.2273,-2546899.023
37,2024-01-01 10:06:10,0,00_Motor_Cortex,Unknown,80723.2,-1733.59,417.1,96.46,5.95,97596.9203,9759.692,23788370.9419
37,2024-01-01 10:06:10,1,01_Parietal_Lobe,Unknown,104575.44,441.34,-45.06,88.07,194.55,100455.9855,10045.5986,-93022.2426
37,2024-01-01 10:06:10,2,02_Prefrontal_Cortex,Unknown,105022.66,403.24,-88.81,24.78,90.97,100806.3108,10080.6311,-4887694.7849
37,2024-01-01 10:06:10,3,03_Temporal_Lobe,Unknown,105006.71,457.46,-111.1,-122.92,-333.94,100645.6234,10064.5623,-6577594.0731
37,2024-01-01 10:06:10,4,04_Visual_Cortex,Unknown,104671.99,431.55,-172.13,-86.39,42.47,100495.16,10049.516,-12961363.261
38,2024-01-01 10:06:20,0,00_Motor_Cortex,Unknown,79244.41,-1478.79,254.8,-162.3,-258.76,97126.3431,9712.6343,10384845.7281
38,2024-01-01 10:06:20,1,01_Parietal_Lobe,Unknown,104937.42,361.98,-79.36,-34.3,-122.37,100570.8941,10057.0894,-4340840.9313
38,2024-01-01 10:06:20,2,02_Prefrontal_Cortex,Unknown,105422.63,399.97,-3.27,85.54,60.76,100924.6779,10092.4678,3706660.647
38,2024-01-01 10:06:20,3,03_Temporal_Lobe,Unknown,105412.43,405.72,-51.74,59.36,182.28,100767.8492,10076.7849,-1125375.3402
38,2024-01-01 10:06:20,4,04_Visual_Cortex,Unknown,104983.11,311.12,-120.43,51.7,138.09,100610.2356,10061.0236,-8986305.027
39,2024-01-01 10:06:30,0,00_Motor_Cortex,Unknown,77957.64,-1286.77,192.02,-62.78,99.52,96647.1255,9664.7126,6121918.8705
39,2024-01-01 10:06:30,1,01_Parietal_Lobe,Unknown,105258.26,320.84,-41.14,38.22,72.52,100688.0782,10068.8078,-911831.2366
39,2024-01-01 10:06:30,2,02_Prefrontal_Cortex,Unknown,105739.27,316.64,-83.33,-80.06,-165.6,101045.0428,10104.5043,-5220593.1787
39,2024-01-01 10:06:30,3,03_Temporal_Lobe,Unknown,105731.02,318.59,-87.13,-35.39,-94.75,100891.9285,10089.1929,-5576397.7801
39,2024-01-01 10:06:30,4,04_Visual_Cortex,Unknown,105313.81,330.7,19.58,140.01,88.31,100727.825,10072.7825,5303319.9863
40,2024-01-01 10:06:40,0,00_Motor_Cortex,Unknown,76721.98,-1235.66,51.11,-140.91,-78.13,96161.1463,9616.1146,-6967452.0193
40,2024-01-01 10:06:40,1,01_Parietal_Lobe,Unknown,105575.07,316.81,-4.03,37.11,-1.11,100807.2732,10080.7273,2787421.9104
40,2024-01-01 10:06:40,2,02_Prefrontal_Cortex,Unknown,106092.89,353.62,36.98,120.31,200.37,101168.161,10116.8161,7318707.1013
40,2024-01-01 10:06:40,3,03_Temporal_Lobe,Unknown,106022.24,291.22,-27.37,59.76,95.15,101017.058,10101.7058,176981.8857
40,2024-01-01 10:06:40,4,04_Visual_Cortex,Unknown,105587.82,274.01,-56.69,-76.27,-216.28,100846.3615,10084.6361,-2953689.0809
41,2024-01-01 10:06:50,0,00_Motor_Cortex,Unknown,75356.36,-1365.62,-129.96,-181.07,-40.16,95665.7943,9566.5794,-25497038.8246
41,2024-01-01 10:06:50,1,01_Parietal_Lobe,Unknown,105910.9,335.83,19.02,23.05,-14.06,100928.7881,10092.8788,5309157.0402
41,2024-01-01 10:06:50,2,02_Prefrontal_Cortex,Unknown,106488.05,395.16,41.54,4.56,-115.75,101294.825,10129.4825,8210553.3352
41,2024-01-01 10:06:50,3,03_Temporal_Lobe,Unknown,106362.52,340.28,49.06,76.43,16.67,101144.331,10114.4331,8403880.1702
41,2024-01-01 10:06:50,4,04_Visual_Cortex,Unknown,105882.17,294.35,20.34,77.03,153.3,100966.2617,10096.6262,5025595.6745
42,2024-01-01 10:07:00,0,00_Motor_Cortex,Unknown,73874.18,-1482.18,-116.56,13.4,194.47,95159.0126,9515.9013,-25196013.0271
42,2024-01-01 10:07:00,1,01_Parietal_Lobe,Unknown,106312.8,401.9,66.07,47.05,24.0,101053.9977,10105.3998,10737997.7929
42,2024-01-01 10:07:00,2,02_Prefrontal_Cortex,Unknown,106879.53,391.48,-3.68,-45.22,-49.78,101424.7019,10142.4702,3597331.3256
42,2024-01-01 10:07:00,3,03_Temporal_Lobe,Unknown,106713.01,350.49,10.21,-38.85,-115.28,101273.8351,10127.3835,4583552.5035
42,2024-01-01 10:07:00,4,04_Visual_Cortex,Unknown,106220.48,338.31,43.96,23.62,-53.41,101088.4528,10108.8453,7863771.831
43,2024-01-01 10:07:10,0,00_Motor_Cortex,Unknown,72214.1,-1660.08,-177.9,-61.34,-74.74,94637.5373,9463.7537,-32546606.1684
43,2024-01-01 10:07:10,1,01_Parietal_Lobe,Unknown,106749.04,436.24,34.34,-31.73,-78.78,101183.4305,10118.343,7888664.972
43,2024-01-01 10:07:10,2,02_Prefrontal_Cortex,Unknown,107284.21,404.68,13.2,16.88,62.1,101557.8725,10155.7873,5450407.9013
43,2024-01-01 10:07:10,3,03_Temporal_Lobe,Unknown,107136.45,423.44,72.95,62.74,101.59,101407.0764,10140.7076,11691627.4623
43,2024-01-01 10:07:10,4,04_Visual_Cortex,Unknown,106616.2,395.72,57.41,13.45,-10.17,101214.0834,10121.4083,9815944.2372
44,2024-01-01 10:07:20,0,00_Motor_Cortex,Unknown,70515.84,-1698.26,-38.18,139.72,201.06,94101.4996,9410.15,-19573676.5166
44,2024-01-01 10:07:20,1,01_Parietal_Lobe,Unknown,107162.76,413.72,-22.52,-56.86,-25.13,101316.3044,10131.6304,1910014.9714
44,2024-01-01 10:07:20,2,02_Prefrontal_Cortex,Unknown,107723.74,439.53,34.85,21.65,4.77,101694.8918,10169.4892,8013862.5568
44,2024-01-01 10:07:20,3,03_Temporal_Lobe,Unknown,107537.68,401.23,-22.21,-95.16,-157.9,101543.312,10154.3312,1818945.3479
44,2024-01-01 10:07:20,4,04_Visual_Cortex,Unknown,107059.98,443.78,48.06,-9.35,-22.8,101343.9922,10134.3992,9368035.953
45,2024-01-01 10:07:30,0,00_Motor_Cortex,Unknown,68822.56,-1693.28,4.98,43.16,-96.56,93551.9574,9355.1957,-15375077.0933
45,2024-01-01 10:07:30,1,01_Parietal_Lobe,Unknown,107540.97,378.21,-35.51,-12.99,43.87,101451.6233,10145.1623,234454.7014
45,2024-01-01 10:07:30,2,02_Prefrontal_Cortex,Unknown,108182.71,458.97,19.44,-15.41,-37.06,101835.9313,10183.5931,6653654.2436
45,2024-01-01 10:07:30,3,03_Temporal_Lobe,Unknown,107935.91,398.23,-3.0,19.21,114.37,101682.2815,10168.2282,3744246.6525
45,2024-01-01 10:07:30,4,04_Visual_Cortex,Unknown,107517.85,457.87,14.09,-33.97,-24.62,101478.2065,10147.8207,6076210.5719
46,2024-01-01 10:07:40,0,00_Motor_Cortex,Unknown,67286.56,-1536.0,157.28,152.3,109.14,92993.1191,9299.3119,342214.6785
46,2024-01-01 10:07:40,1,01_Parietal_Lobe,Unknown,107967.43,426.46,48.25,83.76,96.75,101590.2574,10159.0257,9234148.0409
46,2024-01-01 10:07:40,2,02_Prefrontal_Cortex,Unknown,108544.06,361.35,-97.62,-117.06,-101.65,101978.6574,10197.8657,-6270157.7531
46,2024-01-01 10:07:40,3,03_Temporal_Lobe,Unknown,108309.89,373.98,-24.25,-21.25,-40.46,101823.2945,10182.3294,1338772.6757
46,2024-01-01 10:07:40,4,04_Visual_Cortex,Unknown,107892.06,374.21,-83.66,-97.75,-63.78,101614.6715,10161.4671,-4698560.795
47,2024-01-01 10:07:50,0,00_Motor_Cortex,Unknown,65843.68,-1442.88,93.12,-64.16,-216.46,92427.5058,9242.7506,-4729330.6185
47,2024-01-01 10:07:50,1,01_Parietal_Lobe,Unknown,108351.37,383.94,-42.52,-90.77,-174.53,101731.114,10173.1114,-419742.5762
47,2024-01-01 10:07:50,2,02_Prefrontal_Cortex,Unknown,108822.83,278.77,-82.58,15.04,132.1,102121.2444,10212.1244,-5586338.431
47,2024-01-01 10:07:50,3,03_Temporal_Lobe,Unknown,108722.45,412.56,38.58,62.83,84.08,101967.0269,10196.7027,8140639.5576
47,2024-01-01 10:07:50,4,04_Visual_Cortex,Unknown,108259.67,367.61,-6.6,77.06,174.81,101753.109,10175.3109,3068975.5193
48,2024-01-01 10:08:00,0,00_Motor_Cortex,Unknown,64438.39,-1405.29,37.59,-55.53,8.63,91856.2994,9185.6299,-9455595.6027
48,2024-01-01 10:08:00,1,01_Parietal_Lobe,Unknown,108634.6,283.23,-100.71,-58.19,32.58,101872.0014,10187.2001,-7374208.5674
48,2024-01-01 10:08:00,2,02_Prefrontal_Cortex,Unknown,109175.61,352.78,74.01,156.59,141.55,102265.211,10226.5211,11176360.382
48,2024-01-01 10:08:00,3,03_Temporal_Lobe,Unknown,109169.85,447.4,34.84,-3.74,-66.57,102114.0233,10211.4023,8126233.9715
48,2024-01-01 10:08:00,4,04_Visual_Cortex,Unknown,108581.55,321.88,-45.73,-39.13,-116.19,101892.4649,10189.2465,-1379827.7596
49,2024-01-01 10:08:10,0,00_Motor_Cortex,Unknown,63021.27,-1417.12,-11.83,-49.42,6.11,91279.5988,9127.9599,-14015252.1589
49,2024-01-01 10:08:10,1,01_Parietal_Lobe,Unknown,109049.12,414.52,131.29,232.0,290.19,102015.5438,10201.5544,17622369.0671
49,2024-01-01 10:08:10,2,02_Prefrontal_Cortex,Unknown,109496.6,320.99,-31.79,-105.8,-262.39,102409.8388,10240.9839,31644.6402
49,2024-01-01 10:08:10,3,03_Temporal_Lobe,Unknown,109517.65,347.8,-99.6,-134.44,-130.7,102262.0958,10226.2096,-6628629.0498
49,2024-01-01 10:08:10,4,04_Visual_Cortex,Unknown,108915.36,333.81,11.93,57.66,96.79,102032.9228,10203.2923,4623213.765
50,2024-01-01 10:08:20,0,00_Motor_Cortex,Unknown,61435.87,-1585.4,-168.28,-156.45,-107.03,90694.4276,9069.4428,-29640752.8436
50,2024-01-01 10:08:20,1,01_Parietal_Lobe,Unknown,109432.35,383.23,-31.29,-162.58,-394.58,102160.9714,10216.0971,718498.1117
50,2024-01-01 10:08:20,2,02_Prefrontal_Cortex,Unknown,109872.91,376.31,55.32,87.11,192.91,102556.1735,10255.6174,9532698.8857
50,2024-01-01 10:08:20,3,03_Temporal_Lobe,Unknown,109947.31,429.66,81.86,181.46,315.9,102412.7863,10241.2786,12783778.4595
50,2024-01-01 10:08:20,4,04_Visual_Cortex,Unknown,109311.56,396.2,62.39,50.46,-7.2,102175.6412,10217.5641,10422937.1564
51,2024-01-01 10:08:30,0,00_Motor_Cortex,Unknown,59538.57,-1897.3,-311.9,-143.62,12.83,90095.2765,9009.5277,-45194493.57
51,2024-01-01 10:08:30,1,01_Parietal_Lobe,Unknown,109885.55,453.2,69.97,101.26,263.84,102309.521,10230.9521,11795264.6717
51,2024-01-01 10:08:30,2,02_Prefrontal_Cortex,Unknown,110337.45,464.54,88.23,32.91,-54.2,102705.8135,10270.5813,13832829.7803
51,2024-01-01 10:08:30,3,03_Temporal_Lobe,Unknown,110422.05,474.74,45.08,-36.78,-218.24,102566.8106,10256.6811,9492968.5861
51,2024-01-01 10:08:30,4,04_Visual_Cortex,Unknown,109816.38,504.82,108.62,46.23,-4.23,102322.5785,10232.2578,16279726.8784
52,2024-01-01 10:08:40,0,00_Motor_Cortex,Unknown,57394.08,-2144.49,-247.19,64.71,208.33,89478.2728,8947.8273,-41306660.3911
52,2024-01-01 10:08:40,1,01_Parietal_Lobe,Unknown,110448.14,562.59,109.39,39.42,-61.84,102463.0798,10246.308,16972906.7077
52,2024-01-01 10:08:40,2,02_Prefrontal_Cortex,Unknown,110877.45,540.0,75.46,-12.77,-45.68,102859.9953,10285.9995,13316254.9893
52,2024-01-01 10:08:40,3,03_Temporal_Lobe,Unknown,110936.88,514.83,40.09,-4.99,31.79,102724.7364,10272.4736,9406812.2877
52,2024-01-01 10:08:40,4,04_Visual_Cortex,Unknown,110343.45,527.07,22.25,-86.37,-132.6,102473.9157,10247.3916,7681137.2962
53,2024-01-01 10:08:50,0,00_Motor_Cortex,Unknown,54931.39,-2462.69,-318.2,-71.01,-135.72,88838.5157,8883.8516,-50146588.1417
53,2024-01-01 10:08:50,1,01_Parietal_Lobe,Unknown,111103.13,654.99,92.4,-16.99,-56.41,102623.0807,10262.3081,16204081.8259
53,2024-01-01 10:08:50,2,02_Prefrontal_Cortex,Unknown,111408.35,530.9,-9.1,-84.56,-71.79,103018.2981,10301.8298,4531774.9355
53,2024-01-01 10:08:50,3,03_Temporal_Lobe,Unknown,111556.49,619.61,104.78,64.69,69.68,102888.2874,10288.8287,17155695.9306
53,2024-01-01 10:08:50,4,04_Visual_Cortex,Unknown,111000.64,657.19,130.12,107.87,194.24,102631.818,10263.1818,20099312.598
54,2024-01-01 10:09:00,0,00_Motor_Cortex,Unknown,52212.92,-2718.47,-255.78,62.42,133.43,88172.5958,8817.2596,-46522242.2138
54,2024-01-01 10:09:00,1,01_Parietal_Lobe,Unknown,111803.32,700.19,45.2,-47.2,-30.21,102789.9942,10278.9994,11843360.3396
54,2024-01-01 10:09:00,2,02_Prefrontal_Cortex,Unknown,112088.72,680.37,149.47,158.57,243.13,103183.2149,10318.3215,22443071.5252
54,2024-01-01 10:09:00,3,03_Temporal_Lobe,Unknown,112186.43,629.94,10.33,-94.45,-159.14,103057.3445,10305.7345,7556576.7315
54,2024-01-01 10:09:00,4,04_Visual_Cortex,Unknown,111708.61,707.97,50.78,-79.34,-187.21,102796.8505,10279.6851,12497732.6988
55,2024-01-01 10:09:10,0,00_Motor_Cortex,Unknown,49437.86,-2775.06,-56.59,199.19,136.77,87480.9041,8748.0904,-29227020.1386
55,2024-01-01 10:09:10,1,01_Parietal_Lobe,Unknown,112532.3,728.98,28.79,-16.41,30.79,102963.9639,10296.3964,10470199.564
55,2024-01-01 10:09:10,2,02_Prefrontal_Cortex,Unknown,112721.14,632.42,-47.95,-197.42,-355.99,103353.535,10335.3535,1580482.2572
55,2024-01-01 10:09:10,3,03_Temporal_Lobe,Unknown,112931.04,744.61,114.67,104.34,198.79,103233.6605,10323.3661,19524685.4508
55,2024-01-01 10:09:10,4,04_Visual_Cortex,Unknown,112377.66,669.05,-38.92,-89.7,-10.36,102967.9364,10296.7936,2881557.701
56,2024-01-01 10:09:20,0,00_Motor_Cortex,Unknown,46733.51,-2704.35,70.71,127.3,-71.89,86766.0375,8676.6038,-17329346.8484
56,2024-01-01 10:09:20,1,01_Parietal_Lobe,Unknown,113175.81,643.51,-85.47,-114.26,-97.85,103143.1191,10314.3119,-2178279.5328
56,2024-01-01 10:09:20,2,02_Prefrontal_Cortex,Unknown,113455.54,734.4,101.98,149.93,347.35,103530.7632,10353.0763,18161366.4732
56,2024-01-01 10:09:20,3,03_Temporal_Lobe,Unknown,113618.13,687.09,-57.52,-172.19,-276.53,103415.8442,10341.5844,1157119.8809
56,2024-01-01 10:09:20,4,04_Visual_Cortex,Unknown,113017.01,639.35,-29.7,9.22,98.92,103144.236,10314.4236,3531142.9183
57,2024-01-01 10:09:30,0,00_Motor_Cortex,Unknown,44253.01,-2480.5,223.85,153.14,25.84,86033.0543,8603.3054,-2081999.9143
57,2024-01-01 10:09:30,1,01_Parietal_Lobe,Unknown,113818.58,642.77,-0.74,84.73,198.99,103327.1788,10332.7179,6565098.959
57,2024-01-01 10:09:30,2,02_Prefrontal_Cortex,Unknown,114025.98,570.44,-163.96,-265.94,-415.87,103711.7152,10371.1715,-11088441.7394
57,2024-01-01 10:09:30,3,03_Temporal_Lobe,Unknown,114279.03,660.9,-26.19,31.33,203.52,103603.1405,10360.3141,4133765.3066
57,2024-01-01 10:09:30,4,04_Visual_Cortex,Unknown,113623.4,606.39,-32.96,-3.26,-12.48,103324.9112,10332.4911,2859930.2173
58,2024-01-01 10:09:40,0,00_Motor_Cortex,Unknown,42036.6,-2216.41,264.09,40.24,-112.9,85287.3517,8528.7352,3620362.7921
58,2024-01-01 10:09:40,1,01_Parietal_Lobe,Unknown,114338.69,520.11,-122.66,-121.92,-206.65,103513.8146,10351.3815,-7313147.486
58,2024-01-01 10:09:40,2,02_Prefrontal_Cortex,Unknown,114578.17,552.19,-18.25,145.71,411.65,103895.8924,10389.5892,3840927.2451
58,2024-01-01 10:09:40,3,03_Temporal_Lobe,Unknown,114848.83,569.8,-91.1,-64.91,-96.24,103793.7454,10379.3745,-3541442.5939
58,2024-01-01 10:09:40,4,04_Visual_Cortex,Unknown,114197.71,574.31,-32.08,0.88,4.14,103509.1959,10350.9196,2624061.6261
59,2024-01-01 10:09:50,0,00_Motor_Cortex,Unknown,40052.43,-1984.17,232.24,-31.85,-72.09,84533.4363,8453.3436,2859174.4171
59,2024-01-01 10:09:50,1,01_Parietal_Lobe,Unknown,114863.8,525.11,5.0,127.66,249.58,103702.981,10370.2981,5964062.1403
59,2024-01-01 10:09:50,2,02_Prefrontal_Cortex,Unknown,115078.12,499.95,-52.24,-33.99,-179.7,104082.2628,10408.2263,-233664.6801
59,2024-01-01 10:09:50,3,03_Temporal_Lobe,Unknown,115335.59,486.76,-83.04,8.06,72.97,103986.1095,10398.611,-3573378.6669
59,2024-01-01 10:09:50,4,04_Visual_Cortex,Unknown,114670.06,472.35,-101.96,-69.88,-70.76,103695.2103,10369.521,-5674720.3855
