t_idx,node_idx,state_X,velocity_v,acceleration_a,inertia_M,viscosity_C,external_force_F
37,8,44692.5500,0.0000,0.0000,39221.1915,0.0004,0.0000
38,0,-100695.6500,15623.8800,1585.0400,109352.0931,0.0001,173327443.0009
38,1,48729.1800,-1551.6500,-2988.5500,55774.4985,0.0005,-166684878.1419
38,2,-56800.1800,-24415.8800,-21142.4200,34174.9785,0.0001,-722541749.6968
38,3,74278.6300,586.4100,-822.4800,63344.5915,0.0011,-52099658.9968
38,4,433547.3900,12298.6300,2072.4800,350248.2800,0.0005,725882561.4296
38,5,-788745.5700,-21794.6900,-3300.0300,637276.3515,0.0003,-2103031084.7129
38,6,220388.2800,-5273.4600,69.2000,185755.7462,0.0001,12854297.0055
38,7,167826.6300,21170.5200,21170.5200,131885.9592,0.0001,2792094340.0909
38,8,48048.7900,3356.2400,3356.2400,40371.8477,0.0005,135497611.6255
39,0,-96793.2100,3902.4400,-11721.4400,108797.3315,0.0001,-1275261393.4240
39,1,49783.8200,1054.6400,2606.2900,54628.0646,0.0005,142376579.0598
39,2,-42226.1500,14574.0300,38989.9100,37288.6108,0.0001,1453879578.8231
39,3,78696.2700,4417.6400,3831.2300,65501.3677,0.0009,250950809.0004
39,4,441502.1500,7954.7600,-4343.8700,363839.1600,0.0004,-1580470008.7528
39,5,-803860.3300,-15114.7600,6679.9300,662277.6015,0.0002,4423968015.3370
39,6,203599.5300,-16788.7500,-11515.2900,192889.3708,0.0001,-2221177043.8747
39,7,167826.6300,0.0000,-21170.5200,136560.5769,0.0001,-2891058424.9615
39,8,48048.7900,0.0000,-3356.2400,41522.5038,0.0005,-139359488.3086
40,0,-84381.7300,12411.4800,8509.0400,107309.0008,0.0001,913096581.0167
40,1,51049.0100,1265.1900,210.5500,53571.6715,0.0005,11279516.0576
40,2,-40179.1200,2047.0300,-12527.0000,40175.1300,0.0001,-503273853.3832
40,3,79305.8700,609.6000,-3808.0400,67594.3454,0.0009,-257401970.4691
40,4,451773.2900,10271.1400,2316.3800,377340.0062,0.0004,874062847.4293
40,5,-821306.3600,-17446.0300,-2331.2700,686884.9669,0.0002,-1601314320.5293
40,6,194441.1200,-9158.4100,7630.3400,198532.2200,0.0001,1514868338.7662
40,7,167826.6300,0.0000,0.0000,141235.1946,0.0001,0.0000
40,8,48048.7900,0.0000,0.0000,42673.1600,0.0005,0.0000
41,0,-96424.0000,-12042.2700,-24453.7500,107818.8238,0.0001,-2636574564.7141
41,1,55930.5300,4881.5200,3616.3300,52982.2754,0.0004,191601393.8244
41,2,-11063.3200,29115.8000,27068.7700,39626.2785,0.0001,1072634619.2714
41,3,80958.6800,1652.8100,1043.2100,69644.7354,0.0009,72654085.8292
41,4,458934.0400,7160.7500,-3110.3900,390401.7977,0.0003,-1214301845.2066
41,5,-833996.2400,-12689.8800,4756.1500,710521.3631,0.0002,3379346178.7651
41,6,176362.3900,-18078.7300,-8920.3200,201781.5285,0.0001,-1799955805.3599
41,7,167826.6300,0.0000,0.0000,145909.8123,0.0001,0.0000
41,8,48048.7900,0.0000,0.0000,43823.8162,0.0005,0.0000
42,0,-108207.8700,-11783.8700,258.4000,109074.0877,0.0001,28184743.2338
42,1,61595.3300,5664.8000,783.2800,52920.2746,0.0003,41451394.5459
42,2,-16442.0800,-5378.7600,-34494.5600,37096.5438,0.0001,-1279628957.8434
42,3,82585.4900,1626.8100,-26.0000,71597.4446,0.0009,-1861532.1264
42,4,465053.1100,6119.0700,-1041.6800,402712.5038,0.0003,-419497559.2457
42,5,-845591.7900,-11595.5500,1094.3300,732782.7377,0.0002,801906131.4805
42,6,166767.3300,-9595.0600,8483.6700,202929.3400,0.0001,1721585553.1201
42,7,186340.4100,18513.7800,18513.7800,150414.5115,0.0001,2784741177.6763
42,8,54477.5700,6428.7800,6428.7800,44956.7946,0.0005,289017345.0713
43,0,-109662.2300,-1454.3600,10329.5100,110514.8631,0.0001,1141564383.1749
43,1,70499.9100,8904.5800,3239.7800,53662.9662,0.0003,173856206.8013
43,2,-9152.7800,7289.3000,12668.0600,33382.4908,0.0001,422891396.4964
43,3,86517.8900,3932.4000,2305.5900,73605.3092,0.0008,169703668.1600
43,4,468960.7200,3907.6100,-2211.4600,414210.8523,0.0002,-916010730.4821
43,5,-852468.3300,-6876.5400,4719.0100,753568.3577,0.0001,3556096614.6965
43,6,151064.3400,-15702.9900,-6107.9300,201555.1000,0.0001,-1231084443.1990
43,7,186340.4100,0.0000,-18513.7800,154919.2108,0.0001,-2868140185.9552
43,8,54477.5700,0.0000,-6428.7800,46089.7731,0.0005,-296301011.3615
44,0,-95720.5100,13941.7200,15396.0800,109793.5331,0.0001,1690390019.9456
44,1,76482.0500,5982.1400,-2922.4400,54925.0054,0.0002,-160515031.2616
44,2,-8354.5000,798.2800,-6491.0200,30433.5777,0.0001,-197544961.4191
44,3,87147.4900,629.6000,-3302.8000,75477.7592,0.0008,-249287942.6865
44,4,473651.3800,4690.6600,783.0500,424921.1723,0.0002,332734525.0653
44,5,-860863.3300,-8395.0000,-1518.4600,772940.6923,0.0001,-1173679524.7172
44,6,133416.9400,-17647.4000,-1944.4100,197774.7046,0.0001,-384555114.8252
44,7,186340.4100,0.0000,0.0000,159423.9100,0.0001,0.0000
44,8,54477.5700,0.0000,0.0000,47222.7515,0.0005,0.0000
45,0,-107768.5200,-12048.0100,-25989.7300,109154.5869,0.0001,-2836898243.4307
45,1,82243.9200,5761.8700,-220.2700,57076.4000,0.0003,-12572217.0532
45,2,13036.4400,21390.9400,20592.6600,28742.9815,0.0001,591894447.5762
45,3,87639.2800,491.7900,-137.8100,77333.2685,0.0008,-10657297.3406
45,4,479937.5200,6286.1400,1595.4800,434824.5208,0.0002,693753827.9421
45,5,-872181.1500,-11317.8200,-2922.8200,790838.4454,0.0001,-2311478426.4760
45,6,122852.0300,-10564.9100,7082.4900,191789.3792,0.0001,1358346359.5248
45,7,186340.4100,0.0000,0.0000,163928.6092,0.0001,0.0000
45,8,54477.5700,0.0000,0.0000,48355.7300,0.0005,0.0000
46,0,-111273.5400,-3505.0200,8542.9900,107787.5046,0.0001,920827573.7358
46,1,89737.5900,7493.6700,1731.8000,60101.0085,0.0003,104082928.6131
46,2,25479.9000,12443.4600,-8947.4800,28845.9431,0.0001,-258098497.9690
46,3,89186.9400,1547.6600,1055.8700,79149.5569,0.0008,83571643.8823
46,4,486695.8500,6758.3300,472.1900,443953.2100,0.0003,209630268.1028
46,5,-884452.6600,-12271.5100,-953.6900,807427.3915,0.0001,-770035430.8663
46,6,110385.4400,-12466.5900,-1901.6800,183586.9562,0.0001,-349123644.2148
46,7,186340.4100,0.0000,0.0000,168433.3085,0.0001,0.0000
46,8,54477.5700,0.0000,0.0000,49488.7085,0.0005,0.0000
47,0,-121618.7300,-10345.1900,-6840.1700,107316.8646,0.0001,-734065598.7404
47,1,93909.9700,4172.3800,-3321.2900,63654.0269,0.0003,-211413481.7146
47,2,11278.2200,-14201.6800,-26645.1400,26841.7092,0.0001,-715201101.1931
47,3,92185.0300,2998.0900,1450.4300,81117.4054,0.0008,117655120.6176
47,4,492868.6600,6172.8100,-585.5200,452475.5938,0.0003,-264933507.8853
47,5,-895800.5500,-11347.8900,923.6200,822900.2208,0.0002,760047100.0951
47,6,109265.5400,-1119.9000,11346.6900,175180.3423,0.0001,1987717038.1272
47,7,204032.9100,17692.5000,17692.5000,172846.9085,0.0001,3058093930.1428
47,8,60456.4500,5978.8800,5978.8800,50701.3162,0.0004,303137087.7169
48,0,-125858.2000,-4239.4700,6105.7200,108083.2377,0.0001,659925985.6575
48,1,103154.2700,9244.3000,5071.9200,67864.6415,0.0003,344204035.5277
48,2,14422.2400,3144.0200,17345.7000,23840.7746,0.0001,413534924.4597
48,3,93722.3300,1537.3000,-1460.7900,82938.4192,0.0008,-121155612.1673
48,4,499526.8800,6658.2200,485.4100,460363.2585,0.0003,223464931.6170
48,5,-908382.4800,-12581.9300,-1234.0400,837158.1454,0.0002,-1033086640.2177
48,6,105503.1000,-3762.4400,-2642.5400,165439.3985,0.0002,-437180228.6506
48,7,204032.9100,0.0000,-17692.5000,177260.5085,0.0001,-3136181545.9558
48,8,60456.4500,0.0000,-5978.8800,51913.9238,0.0004,-310387121.0053
49,0,-112488.1500,13370.0500,17609.5200,106708.6054,0.0001,1879087321.9259
49,1,108761.8300,5607.5600,-3636.7400,72473.7108,0.0003,-263568041.0994
49,2,4652.7500,-9769.4900,-12913.5100,21959.3831,0.0001,-283572713.6504
49,3,96492.2800,2769.9500,1232.6500,84800.6462,0.0008,104529518.7129
49,4,506548.6200,7021.7400,363.5200,467711.4131,0.0004,170022456.0079
49,5,-922152.8500,-13770.3700,-1188.4400,850519.4246,0.0003,-1010791308.5210
49,6,100273.6600,-5229.4400,-1467.0000,155383.1877,0.0002,-227947137.2943
49,7,204032.9100,0.0000,0.0000,181674.1085,0.0001,0.0000
49,8,60456.4500,0.0000,0.0000,53126.5315,0.0004,0.0000
50,0,-111619.1000,869.0500,-12501.0000,106347.0338,0.0001,-1329444270.0256
50,1,109214.6100,452.7800,-5154.7800,77007.0785,0.0003,-396954547.7703
50,2,4482.6500,-170.1000,9599.3900,19813.1023,0.0001,190193696.1493
50,3,97760.5200,1268.2400,-1501.7100,86652.0538,0.0008,-130126254.7634
50,4,517269.0600,10720.4400,3698.7000,475097.5900,0.0004,1757243460.7979
50,5,-941040.6800,-18887.8300,-5117.4600,863910.9477,0.0003,-4421029723.1704
50,6,106021.0800,5747.4200,10976.8600,146180.0600,0.0001,1604598054.2491
50,7,204032.9100,0.0000,0.0000,186087.7085,0.0001,0.0000
50,8,60456.4500,0.0000,0.0000,54339.1392,0.0004,0.0000
51,0,-111101.9600,517.1400,-351.9100,107147.5192,0.0001,-37706283.4364
51,1,112313.6400,3099.0300,2646.2500,81898.1908,0.0004,216723088.4624
51,2,-22512.1800,-26994.8300,-26824.7300,17175.5638,0.0001,-460729864.6423
51,3,99308.4500,1547.9300,279.6900,88577.4246,0.0008,24774221.1848
51,4,525436.7600,8167.7000,-2552.7400,482166.0031,0.0005,-1230844438.2460
51,5,-955157.5600,-14116.8800,4770.9500,876711.8700,0.0003,4182748491.6647
51,6,115309.2700,9288.1900,3540.7700,138097.0592,0.0001,488969925.5152
51,7,220971.3400,16938.4300,16938.4300,190175.7631,0.0001,3221278852.8425
51,8,62009.7400,1553.2900,1553.2900,55413.0585,0.0004,86072550.2751
