t_idx,node_idx,ik_suggested_delta,ik_strain_energy
174,2,-472.5178,2900.6343
174,3,-336.1146,2900.6343
174,4,1451.8535,2900.6343
175,0,-255.4085,2600.4986
175,1,-381.8344,2600.4986
175,2,-420.9932,2600.4986
175,3,-311.5067,2600.4986
175,4,1369.7313,2600.4986
176,0,-255.3769,3126.8617
176,1,-413.8167,3126.8617
176,2,-489.0111,3126.8617
176,3,-340.3163,3126.8617
176,4,1498.5377,3126.8617
177,0,-271.4362,3544.7705
177,1,-455.5434,3544.7705
177,2,-499.2480,3544.7705
177,3,-364.6478,3544.7705
177,4,1590.8461,3544.7705
178,0,-240.2096,3165.6045
178,1,-418.2452,3165.6045
178,2,-496.4059,3165.6045
178,3,-344.7138,3165.6045
178,4,1499.5194,3165.6045
179,0,-232.4587,2682.2887
179,1,-389.4152,2682.2887
179,2,-448.1438,2682.2887
179,3,-306.2432,2682.2887
179,4,1376.2720,2682.2887
180,0,-248.3995,3186.8288
180,1,-415.1896,3186.8288
180,2,-472.3200,3186.8288
180,3,-359.8603,3186.8288
180,4,1495.6571,3186.8288
181,0,-261.4334,3751.8104
181,1,-461.2845,3751.8104
181,2,-514.9031,3751.8104
181,3,-380.8684,3751.8104
181,4,1618.6597,3751.8104
182,0,-261.1188,3494.6774
182,1,-434.6612,3494.6774
182,2,-505.8082,3494.6774
182,3,-356.2291,3494.6774
182,4,1557.8316,3494.6774
183,0,-226.4282,2925.1622
183,1,-407.6477,2925.1622
183,2,-465.1706,2925.1622
183,3,-322.3438,2925.1622
183,4,1421.5654,2925.1622
184,0,-269.2178,3300.3932
184,1,-417.9231,3300.3932
184,2,-472.9349,3300.3932
184,3,-345.0442,3300.3932
184,4,1505.1422,3300.3932
185,0,-315.0373,4032.2347
185,1,-448.2997,4032.2347
185,2,-516.3030,4032.2347
185,3,-378.8972,4032.2347
185,4,1658.5713,4032.2347
186,0,-255.4733,3904.6619
186,1,-462.3769,3904.6619
186,2,-520.6866,3904.6619
186,3,-390.3092,3904.6619
186,4,1628.8585,3904.6619
187,0,-224.7162,3244.1286
187,1,-439.5340,3244.1286
187,2,-464.2513,3244.1286
187,3,-352.1911,3244.1286
187,4,1480.7133,3244.1286
188,0,-278.5520,3411.3551
188,1,-440.6986,3411.3551
188,2,-461.9890,3411.3551
188,3,-332.2223,3411.3551
188,4,1513.4766,3411.3551
189,0,-297.5272,4208.8209
189,1,-475.1511,4208.8209
189,2,-533.5087,4208.8209
189,3,-370.9254,4208.8209
189,4,1677.1639,4208.8209
190,0,-259.0951,4403.6934
190,1,-491.2962,4403.6934
190,2,-542.8835,4403.6934
190,3,-418.1032,4403.6934
190,4,1711.3737,4403.6934
191,0,-290.1261,3669.5251
191,1,-414.6556,3669.5251
191,2,-525.6088,3669.5251
191,3,-327.0418,3669.5251
191,4,1557.3949,3669.5251
192,0,-291.2197,3557.7913
192,1,-432.2016,3557.7913
192,2,-479.7968,3557.7913
192,3,-326.0919,3557.7913
192,4,1529.3029,3557.7913
193,0,-306.8954,4481.2086
193,1,-507.6647,4481.2086
193,2,-516.6966,4481.2086
193,3,-380.6599,4481.2086
193,4,1711.9952,4481.2086
194,0,-295.2943,4796.4143
194,1,-481.9645,4796.4143
194,2,-573.3842,4796.4143
194,3,-416.6266,4796.4143
194,4,1767.2798,4796.4143
195,0,-315.7541,4153.1628
195,1,-450.9761,4153.1628
195,2,-521.0398,4153.1628
195,3,-351.6712,4153.1628
195,4,1639.4480,4153.1628
196,0,-247.7994,3622.2379
196,1,-449.5891,3622.2379
196,2,-488.5919,3622.2379
196,3,-342.1493,3622.2379
196,4,1528.1569,3622.2379
197,0,-270.2070,4661.5826
197,1,-515.6825,4661.5826
197,2,-526.7324,4661.5826
197,3,-416.0767,4661.5826
197,4,1728.7239,4661.5826
198,0,-303.0389,5201.4326
198,1,-572.2351,5201.4326
198,2,-576.5606,5201.4326
198,3,-369.4089,5201.4326
198,4,1821.2268,5201.4326
199,0,-273.1664,4553.1852
199,1,-468.8136,4553.1852
199,2,-534.7122,4553.1852
199,3,-423.0587,4553.1852
199,4,1699.7918,4553.1852
200,0,-243.7122,3746.8936
200,1,-439.8286,3746.8936
200,2,-531.4251,3746.8936
200,3,-323.6571,3746.8936
200,4,1538.6571,3746.8936
201,0,-250.6561,4553.4167
201,1,-471.6551,4553.4167
201,2,-532.3180,4553.4167
201,3,-436.7265,4553.4167
201,4,1691.3011,4553.4167
202,0,-276.8628,5275.2444
202,1,-506.8839,5275.2444
202,2,-609.8059,5275.2444
202,3,-423.1338,5275.2444
202,4,1816.6688,5275.2444
203,0,-245.0782,4780.0581
203,1,-478.8766,4780.0581
203,2,-588.5182,4780.0581
203,3,-412.5071,4780.0581
203,4,1725.0385,4780.0581
204,0,-220.7472,3818.6284
204,1,-462.8137,3818.6284
204,2,-494.8943,3818.6284
204,3,-359.5523,3818.6284
204,4,1538.0116,3818.6284
205,0,-303.1744,4370.4983
205,1,-475.5499,4370.4983
205,2,-525.2345,4370.4983
205,3,-336.3847,4370.4983
205,4,1640.4051,4370.4983
206,0,-347.1573,5177.4836
206,1,-480.9699,5177.4836
206,2,-562.8778,5177.4836
206,3,-389.5176,5177.4836
206,4,1780.6054,5177.4836
207,0,-312.3337,4981.2422
207,1,-430.1956,4981.2422
207,2,-566.1143,4981.2422
207,3,-433.4779,4981.2422
207,4,1742.0698,4981.2422
208,0,-240.0368,3901.5679
208,1,-413.1320,3901.5679
208,2,-489.9247,3901.5679
208,3,-395.7031,3901.5679
208,4,1538.7496,3901.5679
209,0,-258.7892,4061.5998
209,1,-466.3891,4061.5998
209,2,-496.1043,4061.5998
209,3,-345.3859,4061.5998
209,4,1566.6952,4061.5998
210,0,-259.6873,5033.0017
210,1,-499.5427,5033.0017
210,2,-569.3541,5033.0017
210,3,-411.6058,5033.0017
210,4,1740.1925,5033.0017
211,0,-281.9894,5114.9554
211,1,-499.1703,5114.9554
211,2,-572.6556,5114.9554
211,3,-396.1781,5114.9554
211,4,1750.0151,5114.9554
212,0,-293.0629,4024.0751
212,1,-433.4874,4024.0751
212,2,-493.3198,4024.0751
212,3,-327.7248,4024.0751
212,4,1547.6599,4024.0751
213,0,-238.0046,3890.3195
213,1,-437.0939,3890.3195
213,2,-467.8627,3890.3195
213,3,-375.5284,3890.3195
213,4,1518.5326,3890.3195
214,0,-298.8005,4882.2744
214,1,-457.1433,4882.2744
214,2,-543.1521,4882.2744
214,3,-397.9615,4882.2744
214,4,1696.9791,4882.2744
215,0,-289.6697,5064.0501
215,1,-505.9805,5064.0501
215,2,-545.9037,5064.0501
215,3,-383.1430,5064.0501
215,4,1724.6301,5064.0501
216,0,-290.2423,4166.2093
216,1,-404.9635,4166.2093
216,2,-515.1029,4166.2093
216,3,-349.6837,4166.2093
216,4,1560.0057,4166.2093
217,0,-237.0015,3764.6985
217,1,-430.3630,3764.6985
217,2,-500.0694,3764.6985
217,3,-312.9789,3764.6985
217,4,1480.3937,3764.6985
218,0,-300.6770,4694.7683
218,1,-447.7726,4694.7683
218,2,-521.0193,4694.7683
218,3,-379.1098,4694.7683
218,4,1648.5093,4694.7683
219,0,-323.5188,5117.2383
219,1,-447.6174,5117.2383
219,2,-553.4097,5117.2383
219,3,-392.2340,5117.2383
219,4,1716.8614,5117.2383
220,0,-232.7181,4336.7894
220,1,-457.5077,4336.7894
220,2,-521.9149,4336.7894
220,3,-365.9446,4336.7894
220,4,1578.1576,4336.7894
221,0,-268.3089,3736.4359
221,1,-409.0936,3736.4359
221,2,-443.4975,3736.4359
221,3,-339.4345,3736.4359
221,4,1460.4335,3736.4359
222,0,-256.8729,4486.4596
222,1,-408.4388,4486.4596
222,2,-540.8630,4486.4596
222,3,-390.9215,4486.4596
222,4,1597.0777,4486.4596
223,0,-278.4911,5074.9449
223,1,-439.3076,5074.9449
223,2,-553.8196,5074.9449
223,3,-423.1019,5074.9449
223,4,1694.6311,5074.9449
224,0,-292.1206,4679.3947
224,1,-428.8873,4679.3947
224,2,-512.5103,4679.3947
224,3,-389.8554,4679.3947
224,4,1623.4133,4679.3947
225,0,-227.7616,3818.3936
225,1,-407.2583,3818.3936
225,2,-470.2975,3818.3936
225,3,-358.5008,3818.3936
225,4,1463.8339,3818.3936
226,0,-288.5707,4377.7295
226,1,-429.4337,4377.7295
226,2,-489.2194,4377.7295
226,3,-356.1323,4377.7295
226,4,1563.2938,4377.7295
227,0,-285.4942,5182.8482
227,1,-445.3666,5182.8482
227,2,-576.8906,5182.8482
227,3,-389.8954,5182.8482
227,4,1697.7073,5182.8482
228,0,-313.7760,4965.9479
228,1,-436.0468,4965.9479
228,2,-533.7521,4965.9479
228,3,-373.9219,4965.9479
228,4,1657.4973,4965.9479
229,0,-289.4017,3989.1749
229,1,-401.5913,3989.1749
229,2,-448.9872,3989.1749
229,3,-341.8847,3989.1749
229,4,1481.8896,3989.1749
230,0,-275.1748,4363.5796
230,1,-416.2772,4363.5796
230,2,-478.8024,4363.5796
230,3,-376.6833,4363.5796
230,4,1546.9865,4363.5796
231,0,-316.6819,5294.5850
231,1,-447.4689,5294.5850
231,2,-548.2926,5294.5850
231,3,-387.9801,5294.5850
231,4,1700.3545,5294.5850
232,0,-309.4150,5335.6693
232,1,-486.5747,5335.6693
232,2,-559.8555,5335.6693
232,3,-347.7177,5335.6693
232,4,1703.5928,5335.6693
233,0,-224.2332,4364.9386
233,1,-445.8854,4364.9386
233,2,-485.8938,4364.9386
233,3,-381.8446,4364.9386
233,4,1537.9057,4364.9386
234,0,-295.6630,4349.3846
234,1,-415.3624,4349.3846
234,2,-445.2889,4349.3846
234,3,-373.9333,4349.3846
234,4,1530.2540,4349.3846
235,0,-260.3446,5453.3922
235,1,-503.6638,5453.3922
235,2,-563.7213,5453.3922
235,3,-384.2652,5453.3922
235,4,1712.0062,5453.3922
236,0,-312.5960,5693.4150
236,1,-448.0867,5693.4150
236,2,-573.4157,5693.4150
236,3,-410.4405,5693.4150
236,4,1744.4919,5693.4150
237,0,-276.0427,4687.1669
237,1,-467.2654,4687.1669
237,2,-533.5336,4687.1669
237,3,-302.8633,4687.1669
237,4,1579.6682,4687.1669
238,0,-228.3806,4302.6221
238,1,-445.3271,4302.6221
238,2,-488.4260,4302.6221
238,3,-348.7911,4302.6221
238,4,1510.9718,4302.6221
239,0,-250.3503,5407.3851
239,1,-492.6006,5407.3851
239,2,-574.4223,5407.3851
239,3,-373.1189,5407.3851
239,4,1690.4499,5407.3851
240,0,-296.8121,5873.4898
240,1,-514.3646,5873.4898
240,2,-571.5254,5873.4898
240,3,-374.9476,5873.4898
240,4,1757.6781,5873.4898
241,0,-261.4985,5084.8599
241,1,-490.2165,5084.8599
241,2,-499.3546,5084.8599
241,3,-380.7410,5084.8599
241,4,1631.8088,5084.8599
242,0,-198.8213,4361.3067
242,1,-394.1957,4361.3067
242,2,-527.7018,4361.3067
242,3,-387.1719,4361.3067
242,4,1507.9753,4361.3067
243,0,-277.1662,5376.7622
243,1,-466.3569,5376.7622
243,2,-546.3816,5376.7622
243,3,-381.3857,5376.7622
243,4,1671.3197,5376.7622
244,0,-320.6220,6178.4045
244,1,-445.5177,6178.4045
244,2,-605.4543,6178.4045
244,3,-415.4091,6178.4045
244,4,1786.9424,6178.4045
245,0,-296.4854,5441.6907
245,1,-478.5598,5441.6907
245,2,-520.4302,5441.6907
245,3,-378.6560,5441.6907
245,4,1674.0172,5441.6907
246,0,-204.6950,4479.2447
246,1,-457.7588,4479.2447
246,2,-513.7892,4479.2447
246,3,-340.1625,4479.2447
246,4,1516.4715,4479.2447
247,0,-271.5418,5203.4027
247,1,-480.9798,5203.4027
247,2,-530.6032,5203.4027
247,3,-347.6798,5203.4027
247,4,1630.7034,5203.4027
248,0,-281.3413,6101.0477
248,1,-490.7266,6101.0477
248,2,-542.1232,6101.0477
248,3,-447.4906,6101.0477
248,4,1761.6164,6101.0477
249,0,-335.8037,5584.1174
249,1,-496.3784,5584.1174
249,2,-503.7602,5584.1174
249,3,-345.0818,5584.1174
249,4,1680.9764,5584.1174
250,0,-230.9833,4523.5184
250,1,-443.9714,4523.5184
250,2,-498.9952,4523.5184
250,3,-337.5466,4523.5184
250,4,1511.5513,4523.5184
251,0,-234.9478,4970.5257
251,1,-452.0065,4970.5257
251,2,-512.8583,4970.5257
251,3,-381.3754,4970.5257
251,4,1581.1485,4970.5257
252,0,-241.3800,5837.9414
252,1,-487.7980,5837.9414
252,2,-572.0540,5837.9414
252,3,-409.1206,5837.9414
252,4,1710.2920,5837.9414
253,0,-262.2549,5651.5234
253,1,-487.2566,5651.5234
253,2,-545.0548,5651.5234
253,3,-384.7180,5651.5234
253,4,1679.3489,5651.5234
254,0,-278.6451,4507.7838
254,1,-385.3415,4507.7838
254,2,-488.4693,4507.7838
254,3,-343.5265,4507.7838
254,4,1495.9208,4507.7838
255,0,-259.2288,4568.9028
255,1,-420.5512,4568.9028
255,2,-509.6719,4568.9028
255,3,-314.3112,4568.9028
255,4,1503.6813,4568.9028
256,0,-240.0502,5624.6048
256,1,-483.0801,5624.6048
256,2,-551.1546,5624.6048
256,3,-391.2997,5624.6048
256,4,1665.5751,5624.6048
257,0,-240.0561,5563.0296
257,1,-481.2586,5563.0296
257,2,-533.2262,5563.0296
257,3,-398.5217,5563.0296
257,4,1653.0473,5563.0296
258,0,-272.5296,4560.7098
258,1,-422.0623,4560.7098
258,2,-474.1349,4560.7098
258,3,-324.5708,4560.7098
258,4,1493.2842,4560.7098
259,0,-236.9593,4248.6093
259,1,-387.1193,4248.6093
259,2,-478.0399,4248.6093
259,3,-336.6725,4248.6093
259,4,1438.7856,4248.6093
260,0,-292.8071,5207.3913
260,1,-439.6157,5207.3913
260,2,-499.0446,5207.3913
260,3,-357.8951,5207.3913
260,4,1589.3477,5207.3913
261,0,-260.3841,5480.4219
261,1,-453.4190,5480.4219
261,2,-530.5391,5480.4219
261,3,-383.5816,5480.4219
261,4,1627.9534,5480.4219
262,0,-276.2147,4643.1413
262,1,-376.1584,4643.1413
262,2,-471.5910,4643.1413
262,3,-370.4831,4643.1413
262,4,1494.4370,4643.1413
263,0,-246.7372,4054.8883
263,1,-399.9040,4054.8883
263,2,-430.1086,4054.8883
263,3,-317.8406,4054.8883
263,4,1394.5589,4054.8883
264,0,-266.5855,4879.7906
264,1,-412.2673,4879.7906
264,2,-489.9806,4879.7906
264,3,-358.2338,4879.7906
264,4,1526.9993,4879.7906
265,0,-276.5375,5349.5785
265,1,-451.1295,5349.5785
265,2,-475.8623,5349.5785
265,3,-391.8125,5349.5785
265,4,1595.3828,5349.5785
266,0,-242.0396,4696.3390
266,1,-419.3143,4696.3390
266,2,-468.9594,4696.3390
266,3,-362.1633,4696.3390
266,4,1492.5107,4696.3390
267,0,-211.0420,3956.4955
267,1,-380.4265,3956.4955
267,2,-458.3329,3956.4955
267,3,-317.8316,3956.4955
267,4,1367.6520,3956.4955
268,0,-241.8181,4573.1851
268,1,-392.8988,4573.1851
268,2,-489.2802,4573.1851
268,3,-343.3688,4573.1851
268,4,1467.3677,4573.1851
269,0,-248.2748,5238.8379
269,1,-442.4162,5238.8379
269,2,-519.2225,5238.8379
269,3,-357.9330,5238.8379
269,4,1567.8678,5238.8379
270,0,-256.4979,4812.7895
270,1,-424.1413,4812.7895
270,2,-468.8529,4812.7895
270,3,-350.1845,4812.7895
270,4,1499.5442,4812.7895
271,0,-244.0795,4008.3926
271,1,-366.4081,4008.3926
271,2,-445.5268,4008.3926
271,3,-309.9106,4008.3926
271,4,1365.9110,4008.3926
272,0,-233.0938,4364.4260
272,1,-399.5123,4364.4260
272,2,-449.3976,4364.4260
272,3,-340.8588,4364.4260
272,4,1422.8119,4364.4260
273,0,-284.9778,5175.2421
273,1,-450.2203,5175.2421
273,2,-476.4421,5175.2421
273,3,-334.4543,5175.2421
273,4,1546.1178,5175.2421
274,0,-274.6305,4962.9084
274,1,-401.7728,4962.9084
274,2,-475.5880,4962.9084
274,3,-359.2121,4962.9084
274,4,1511.2123,4962.9084
275,0,-225.4897,4075.1180
275,1,-378.9512,4075.1180
275,2,-443.8853,4075.1180
275,3,-319.0824,4075.1180
275,4,1367.4132,4075.1180
276,0,-231.2521,4263.0656
276,1,-415.6217,4263.0656
276,2,-435.4844,4263.0656
276,3,-313.6139,4263.0656
276,4,1395.9620,4263.0656
277,0,-303.1816,5154.0854
277,1,-418.5297,5154.0854
277,2,-452.9542,5154.0854
277,3,-356.2883,5154.0854
277,4,1531.0252,5154.0854
278,0,-268.3274,5155.3981
278,1,-437.1740,5155.3981
278,2,-497.6048,5155.3981
278,3,-326.3711,5155.3981
278,4,1529.5831,5155.3981
279,0,-234.2384,4298.4651
279,1,-389.8959,4298.4651
279,2,-464.1633,4298.4651
279,3,-306.0307,4298.4651
279,4,1394.2947,4298.4651
280,0,-226.3523,4172.6123
280,1,-388.7422,4172.6123
280,2,-441.2881,4172.6123
280,3,-314.8722,4172.6123
280,4,1371.2618,4172.6123
281,0,-284.3090,5130.8995
281,1,-390.9042,5130.8995
281,2,-489.3876,5130.8995
281,3,-352.5558,5130.8995
281,4,1517.1581,5130.8995
282,0,-256.5881,5375.3202
282,1,-463.6754,5375.3202
282,2,-488.6781,5375.3202
282,3,-341.8325,5375.3202
282,4,1550.7629,5375.3202
283,0,-251.2887,4628.1826
283,1,-427.0562,4628.1826
283,2,-440.4450,4628.1826
283,3,-317.3859,4628.1826
283,4,1436.1260,4628.1826
284,0,-235.8944,4196.9500
284,1,-392.8637,4196.9500
284,2,-444.9507,4196.9500
284,3,-291.6839,4196.9500
284,4,1365.4330,4196.9500
285,0,-241.9349,5109.7959
285,1,-425.0865,5109.7959
285,2,-473.6399,5109.7959
285,3,-363.2905,5109.7959
285,4,1503.9144,5109.7959
286,0,-271.7977,5661.5571
286,1,-437.7042,5661.5571
286,2,-498.8198,5661.5571
286,3,-371.7666,5661.5571
286,4,1580.1438,5661.5571
287,0,-235.2143,5001.7983
287,1,-421.7540,5001.7983
287,2,-489.9994,5001.7983
287,3,-336.0447,5001.7983
287,4,1483.0116,5001.7983
288,0,-197.3060,4286.9675
288,1,-393.5815,4286.9675
288,2,-458.3863,4286.9675
288,3,-321.3797,4286.9675
288,4,1370.6570,4286.9675
289,0,-264.8695,5153.4529
289,1,-436.5419,5153.4529
289,2,-460.6314,5153.4529
289,3,-337.5079,5153.4529
289,4,1499.5878,5153.4529
290,0,-266.8235,5860.3017
290,1,-424.4142,5860.3017
290,2,-529.5119,5860.3017
290,3,-375.8527,5860.3017
290,4,1596.5530,5860.3017
291,0,-300.2316,5467.5558
291,1,-427.8227,5467.5558
291,2,-470.7907,5467.5558
291,3,-339.9977,5467.5558
291,4,1538.7841,5467.5558
292,0,-208.0774,4515.1155
292,1,-395.6779,4515.1155
292,2,-488.5803,4515.1155
292,3,-304.5903,4515.1155
292,4,1396.9124,4515.1155
293,0,-270.2119,5223.5539
293,1,-412.4743,5223.5539
293,2,-488.7041,5223.5539
293,3,-328.1600,5223.5539
293,4,1499.4681,5223.5539
294,0,-268.7421,6124.6229
294,1,-447.1623,6124.6229
294,2,-530.8272,6124.6229
294,3,-374.4329,6124.6229
294,4,1621.1491,6124.6229
295,0,-254.5951,5916.2435
295,1,-465.6475,5916.2435
295,2,-523.6156,5916.2435
295,3,-346.8776,5916.2435
295,4,1590.8035,5916.2435
296,0,-231.9717,4850.8664
296,1,-435.3128,4850.8664
296,2,-426.8799,4850.8664
296,3,-343.3343,4850.8664
296,4,1437.4552,4850.8664
297,0,-240.2817,5176.4594
297,1,-445.6477,5176.4594
297,2,-489.5999,5176.4594
297,3,-307.3517,5176.4594
297,4,1482.8621,5176.4594
298,0,-290.9129,6318.4513
298,1,-449.1936,6318.4513
298,2,-522.2343,6318.4513
298,3,-372.8812,6318.4513
298,4,1635.2166,6318.4513
299,0,-262.3995,6323.1832
299,1,-488.1066,6323.1832
299,2,-494.7276,6323.1832
299,3,-387.8993,6323.1832
299,4,1633.0741,6323.1832
