t_idx,component_idx,singular_value,explained_ratio,effective_rank
173,4,129.376182,0.040291,5
174,0,1133.922700,0.499900,5
174,1,717.371134,0.316260,5
174,2,148.300354,0.065380,5
174,3,135.298876,0.059648,5
174,4,133.405482,0.058813,5
175,0,840.579590,0.499987,5
175,1,437.406775,0.260175,5
175,2,140.817888,0.083760,5
175,3,132.437569,0.078775,5
175,4,129.962341,0.077303,5
176,0,1262.054923,0.499976,5
176,1,860.998896,0.341093,5
176,2,140.394239,0.055619,5
176,3,133.055505,0.052711,5
176,4,127.727913,0.050601,5
177,0,1606.365946,0.499898,5
177,1,1219.745686,0.379583,5
177,2,135.436736,0.042148,5
177,3,130.015622,0.040461,5
177,4,121.822140,0.037911,5
178,0,1226.175572,0.499884,5
178,1,838.805735,0.341962,5
178,2,136.914710,0.055817,5
178,3,131.379131,0.053560,5
178,4,119.644045,0.048776,5
179,0,824.780764,0.499962,5
179,1,439.828543,0.266613,5
179,2,133.258631,0.080778,5
179,3,130.587516,0.079159,5
179,4,121.232075,0.073488,5
180,0,1128.542604,0.499874,5
180,1,765.759370,0.339184,5
180,2,123.946798,0.054901,5
180,3,122.548804,0.054281,5
180,4,116.855776,0.051760,5
181,0,1572.686062,0.499996,5
181,1,1224.648722,0.389347,5
181,2,128.477067,0.040846,5
181,3,115.998336,0.036879,5
181,4,103.584384,0.032932,5
182,0,1312.477041,0.499908,5
182,1,964.791772,0.367479,5
182,2,123.716623,0.047122,5
182,3,116.335182,0.044311,5
182,4,108.115436,0.041180,5
183,0,816.003174,0.499918,5
183,1,486.410802,0.297996,5
183,2,119.381974,0.073138,5
183,3,107.387500,0.065790,5
183,4,103.089781,0.063157,5
184,0,991.868188,0.499911,5
184,1,681.876125,0.343672,5
184,2,108.093193,0.054480,5
184,3,103.542626,0.052186,5
184,4,98.710718,0.049751,5
185,0,1502.989361,0.499988,5
185,1,1203.598537,0.400392,5
185,2,105.742264,0.035176,5
185,3,101.638200,0.033811,5
185,4,92.080863,0.030632,5
186,0,1384.214793,0.499824,5
186,1,1086.674401,0.392386,5
186,2,106.697014,0.038527,5
186,3,97.853443,0.035334,5
186,4,93.963173,0.033929,5
187,0,842.701201,0.499901,5
187,1,560.345207,0.332404,5
187,2,101.864665,0.060427,5
187,3,94.678113,0.056164,5
187,4,86.146084,0.051103,5
188,0,874.607307,0.499881,5
188,1,608.213822,0.347624,5
188,2,93.105528,0.053214,5
188,3,87.727806,0.050141,5
188,4,85.974941,0.049139,5
189,0,1414.960275,0.499936,5
189,1,1148.210173,0.405688,5
189,2,94.399940,0.033354,5
189,3,88.980754,0.031439,5
189,4,83.730501,0.029584,5
190,0,1438.634373,0.499866,5
190,1,1192.086829,0.414201,5
190,2,88.742694,0.030834,5
190,3,84.539991,0.029374,5
190,4,74.034828,0.025724,5
191,0,897.329446,0.499949,5
191,1,659.554320,0.367472,5
191,2,88.899071,0.049530,5
191,3,75.421080,0.042021,5
191,4,73.638992,0.041028,5
192,0,780.762628,0.499883,5
192,1,554.303791,0.354893,5
192,2,81.117062,0.051935,5
192,3,76.844687,0.049200,5
192,4,68.863649,0.044090,5
193,0,1299.399070,0.499896,5
193,1,1075.996550,0.413950,5
193,2,83.200134,0.032008,5
193,3,78.040632,0.030023,5
193,4,62.703245,0.024123,5
194,0,1482.774516,0.499921,5
194,1,1262.144142,0.425535,5
194,2,79.162070,0.026690,5
194,3,72.222436,0.024350,5
194,4,69.715651,0.023505,5
195,0,978.331570,0.499727,5
195,1,773.171712,0.394932,5
195,2,74.979762,0.038299,5
195,3,70.512790,0.036018,5
195,4,60.737136,0.031024,5
196,0,727.910721,0.499725,5
196,1,517.200469,0.355069,5
196,2,72.982896,0.050104,5
196,3,71.022264,0.048758,5
196,4,67.505221,0.046344,5
197,0,1176.503998,0.499776,5
197,1,983.495047,0.417787,5
197,2,72.761230,0.030909,5
197,3,62.570178,0.026580,5
197,4,58.730294,0.024949,5
198,0,1497.393244,0.499900,5
198,1,1303.705545,0.435238,5
198,2,71.709127,0.023940,5
198,3,63.411728,0.021170,5
198,4,59.163122,0.019751,5
199,0,1081.055745,0.499839,5
199,1,889.380388,0.411216,5
199,2,72.585193,0.033561,5
199,3,60.641080,0.028038,5
199,4,59.144248,0.027346,5
200,0,706.543571,0.499887,5
200,1,509.890265,0.360752,5
200,2,72.467518,0.051271,5
200,3,66.790624,0.047255,5
200,4,57.715778,0.040834,5
201,0,1063.957283,0.499750,5
201,1,871.549198,0.409374,5
201,2,70.832193,0.033270,5
201,3,66.287129,0.031136,5
201,4,56.354094,0.026470,5
202,0,1496.079677,0.499992,5
202,1,1300.141852,0.434509,5
202,2,73.753910,0.024649,5
202,3,65.039611,0.021736,5
202,4,57.195042,0.019115,5
203,0,1195.553985,0.499979,5
203,1,999.180494,0.417856,5
203,2,78.995349,0.033036,5
203,3,61.343107,0.025654,5
203,4,56.133298,0.023475,5
204,0,728.787583,0.499854,5
204,1,525.002425,0.360084,5
204,2,77.593928,0.053219,5
204,3,67.651403,0.046400,5
204,4,58.965182,0.040442,5
205,0,958.870639,0.499702,5
205,1,759.074939,0.395581,5
205,2,71.818025,0.037427,5
205,3,67.702248,0.035282,5
205,4,61.417981,0.032007,5
206,0,1471.119541,0.499946,5
206,1,1258.724769,0.427766,5
206,2,78.499483,0.026677,5
206,3,68.747813,0.023363,5
206,4,65.464426,0.022247,5
207,0,1306.268159,0.499852,5
207,1,1098.666405,0.420412,5
207,2,80.157984,0.030673,5
207,3,70.692437,0.027051,5
207,4,57.522448,0.022011,5
208,0,786.896671,0.499898,5
208,1,565.983557,0.359557,5
208,2,80.549642,0.051171,5
208,3,74.035011,0.047033,5
208,4,66.650865,0.042342,5
209,0,876.331386,0.499922,5
209,1,650.477696,0.371079,5
209,2,82.771682,0.047219,5
209,3,75.452143,0.043043,5
209,4,67.904026,0.038737,5
210,0,1415.216131,0.499973,5
210,1,1190.646721,0.420636,5
210,2,83.947841,0.029657,5
210,3,73.040023,0.025804,5
210,4,67.733179,0.023929,5
211,0,1400.316204,0.499944,5
211,1,1183.198804,0.422428,5
211,2,77.056672,0.027511,5
211,3,71.962387,0.025692,5
211,4,68.413232,0.024425,5
212,0,871.492813,0.499920,5
212,1,632.821825,0.363010,5
212,2,86.684497,0.049725,5
212,3,79.087790,0.045368,5
212,4,73.176588,0.041977,5
213,0,807.845309,0.499839,5
213,1,566.426671,0.350466,5
213,2,90.725798,0.056135,5
213,3,78.732598,0.048714,5
213,4,72.479261,0.044845,5
214,0,1337.320555,0.499932,5
214,1,1097.814459,0.410397,5
214,2,84.815420,0.031707,5
214,3,80.982485,0.030274,5
214,4,74.072054,0.027690,5
215,0,1482.188798,0.499937,5
215,1,1236.135769,0.416944,5
215,2,94.169079,0.031763,5
215,3,79.808374,0.026919,5
215,4,72.448702,0.024437,5
216,0,977.126668,0.499964,5
216,1,719.421531,0.368105,5
216,2,95.069186,0.048644,5
216,3,88.299809,0.045180,5
216,4,74.475721,0.038107,5
217,0,764.458830,0.499953,5
217,1,508.805164,0.332756,5
217,2,88.590261,0.057938,5
217,3,87.583293,0.057279,5
217,4,79.625303,0.052075,5
218,0,1242.833946,0.499976,5
218,1,988.492265,0.397658,5
218,2,89.782953,0.036119,5
218,3,83.500341,0.033591,5
218,4,81.177299,0.032657,5
219,0,1527.517080,0.499982,5
219,1,1268.089355,0.415067,5
219,2,91.214901,0.029856,5
219,3,89.087715,0.029160,5
219,4,79.236575,0.025935,5
220,0,1092.064179,0.499898,5
220,1,821.350712,0.375977,5
220,2,100.711078,0.046101,5
220,3,87.923583,0.040247,5
220,4,82.524852,0.037776,5
221,0,751.055024,0.499739,5
221,1,480.613093,0.319792,5
221,2,96.150405,0.063977,5
221,3,89.767030,0.059729,5
221,4,85.307578,0.056762,5
222,0,1139.449740,0.499812,5
222,1,871.544110,0.382297,5
222,2,93.990322,0.041228,5
222,3,92.117162,0.040407,5
222,4,82.656871,0.036257,5
223,0,1544.369500,0.499898,5
223,1,1266.925064,0.410092,5
223,2,100.344223,0.032481,5
223,3,90.897146,0.029423,5
223,4,86.831419,0.028107,5
224,0,1199.814363,0.499963,5
224,1,936.456500,0.390222,5
224,2,93.734212,0.039059,5
224,3,87.235037,0.036351,5
224,4,82.566090,0.034405,5
225,0,758.683780,0.499920,5
225,1,490.086969,0.322933,5
225,2,96.539817,0.063613,5
225,3,92.372536,0.060867,5
225,4,79.928104,0.052667,5
226,0,1030.011152,0.499756,5
226,1,760.205682,0.368848,5
226,2,98.484139,0.047784,5
226,3,88.509581,0.042944,5
226,4,83.818621,0.040668,5
227,0,1515.095652,0.499815,5
227,1,1246.013709,0.411048,5
227,2,95.113367,0.031377,5
227,3,92.151263,0.030400,5
227,4,82.938678,0.027361,5
228,0,1305.458840,0.499970,5
228,1,1045.169173,0.400283,5
228,2,97.339752,0.037280,5
228,3,82.879455,0.031741,5
228,4,80.228828,0.030726,5
229,0,798.212449,0.499919,5
229,1,529.113178,0.331382,5
229,2,95.042079,0.059525,5
229,3,90.763102,0.056845,5
229,4,83.553800,0.052330,5
230,0,918.960781,0.499823,5
230,1,666.209043,0.362351,5
230,2,88.902757,0.048354,5
230,3,87.712199,0.047707,5
230,4,76.788706,0.041765,5
231,0,1454.872419,0.499962,5
231,1,1196.584104,0.411202,5
231,2,95.107002,0.032683,5
231,3,86.434675,0.029703,5
231,4,76.968636,0.026450,5
232,0,1390.350520,0.499921,5
232,1,1146.965095,0.412408,5
232,2,85.021986,0.030571,5
232,3,81.065856,0.029148,5
232,4,77.736959,0.027951,5
233,0,846.293749,0.499977,5
233,1,608.846601,0.359697,5
233,2,87.689302,0.051805,5
233,3,76.768141,0.045353,5
233,4,73.068571,0.043168,5
234,0,827.901296,0.499925,5
234,1,587.421014,0.354712,5
234,2,88.130773,0.053217,5
234,3,79.398854,0.047945,5
234,4,73.200318,0.044202,5
235,0,1360.955492,0.499825,5
235,1,1128.738274,0.414540,5
235,2,89.670368,0.032932,5
235,3,77.883934,0.028604,5
235,4,65.618571,0.024099,5
236,0,1456.480857,0.499856,5
236,1,1226.595656,0.420961,5
236,2,87.238523,0.029940,5
236,3,74.281371,0.025493,5
236,4,69.204417,0.023751,5
237,0,931.141464,0.499775,5
237,1,701.621548,0.376584,5
237,2,82.683218,0.044379,5
237,3,79.942809,0.042908,5
237,4,67.732290,0.036354,5
238,0,763.093486,0.499871,5
238,1,530.689260,0.347632,5
238,2,85.724926,0.056155,5
238,3,76.728025,0.050261,5
238,4,70.345981,0.046081,5
239,0,1259.504822,0.499690,5
239,1,1032.473289,0.409618,5
239,2,83.672484,0.033196,5
239,3,78.219572,0.031032,5
239,4,66.703727,0.026464,5
240,0,1502.502034,0.499833,5
240,1,1274.071133,0.423841,5
240,2,81.748167,0.027195,5
240,3,78.396107,0.026080,5
240,4,69.292653,0.023051,5
241,0,1030.537274,0.499811,5
241,1,810.576128,0.393129,5
241,2,75.941061,0.036831,5
241,3,73.519946,0.035657,5
241,4,71.281532,0.034572,5
242,0,724.824504,0.499822,5
242,1,503.960966,0.347520,5
242,2,79.201493,0.054616,5
242,3,75.257466,0.051896,5
242,4,66.919912,0.046146,5
243,0,1145.349313,0.499688,5
243,1,926.439042,0.404183,5
243,2,78.380779,0.034196,5
243,3,74.044917,0.032304,5
243,4,67.913290,0.029629,5
244,0,1511.009308,0.499907,5
244,1,1297.203470,0.429171,5
244,2,79.848937,0.026417,5
244,3,71.449743,0.023639,5
244,4,63.068479,0.020866,5
245,0,1140.992543,0.499668,5
245,1,923.564875,0.404451,5
245,2,78.064801,0.034186,5
245,3,72.285745,0.031656,5
245,4,68.593788,0.030039,5
246,0,720.201017,0.499862,5
246,1,506.219903,0.351347,5
246,2,78.277817,0.054329,5
246,3,73.669455,0.051131,5
246,4,62.431057,0.043331,5
247,0,1034.643052,0.499602,5
247,1,813.495261,0.392815,5
247,2,77.856683,0.037595,5
247,3,74.467394,0.035958,5
247,4,70.473698,0.034030,5
248,0,1502.777743,0.499996,5
248,1,1275.697620,0.424444,5
248,2,79.269946,0.026374,5
248,3,76.962141,0.025606,5
248,4,70.869462,0.023579,5
249,0,1260.967940,0.499955,5
249,1,1025.274587,0.406506,5
249,2,83.897839,0.033264,5
249,3,80.839527,0.032052,5
249,4,71.184025,0.028223,5
250,0,760.804810,0.499622,5
250,1,529.735372,0.347878,5
250,2,86.981379,0.057121,5
250,3,80.827407,0.053080,5
250,4,64.412084,0.042300,5
251,0,934.728322,0.499953,5
251,1,704.348560,0.376731,5
251,2,82.618359,0.044190,5
251,3,75.070678,0.040153,5
251,4,72.865650,0.038973,5
252,0,1470.304455,0.499946,5
252,1,1218.544918,0.414341,5
252,2,87.775729,0.029846,5
252,3,87.037831,0.029595,5
252,4,77.262912,0.026272,5
253,0,1371.088189,0.499910,5
253,1,1115.208340,0.406614,5
253,2,95.342270,0.034763,5
253,3,83.544672,0.030461,5
253,4,77.484247,0.028251,5
254,0,843.740029,0.499840,5
254,1,572.538784,0.339177,5
254,2,95.755096,0.056726,5
254,3,91.949712,0.054472,5
254,4,84.037895,0.049785,5
255,0,868.377584,0.499929,5
255,1,597.564335,0.344021,5
255,2,99.851717,0.057485,5
255,3,92.066093,0.053003,5
255,4,79.140468,0.045562,5
256,0,1408.909073,0.499987,5
256,1,1136.649988,0.403369,5
256,2,98.112508,0.034818,5
256,3,90.887276,0.032254,5
256,4,83.330991,0.029572,5
257,0,1473.120701,0.499985,5
257,1,1177.931849,0.399796,5
257,2,106.379955,0.036106,5
257,3,96.112096,0.032621,5
257,4,92.787627,0.031493,5
258,0,947.938218,0.499913,5
258,1,640.935234,0.338010,5
258,2,105.123127,0.055439,5
258,3,102.792611,0.054210,5
258,4,99.415291,0.052429,5
259,0,829.674251,0.499998,5
259,1,511.694730,0.308370,5
259,2,115.789912,0.069780,5
259,3,105.263361,0.063436,5
259,4,96.931244,0.058415,5
260,0,1345.536817,0.499884,5
260,1,1019.625972,0.378804,5
260,2,112.086160,0.041641,5
260,3,110.066494,0.040891,5
260,4,104.384490,0.038780,5
261,0,1549.916494,0.499990,5
261,1,1215.807661,0.392209,5
261,2,118.221554,0.038137,5
261,3,111.957651,0.036117,5
261,4,103.993750,0.033547,5
262,0,1071.543702,0.499892,5
262,1,725.241875,0.338337,5
262,2,124.769715,0.058207,5
262,3,113.991212,0.053179,5
262,4,108.003353,0.050385,5
263,0,817.756978,0.499871,5
263,1,455.892579,0.278674,5
263,2,125.520507,0.076727,5
263,3,123.703453,0.075616,5
263,4,113.063098,0.069112,5
264,0,1263.697043,0.499941,5
264,1,894.980585,0.354070,5
264,2,132.716906,0.052505,5
264,3,120.961291,0.047854,5
264,4,115.334755,0.045629,5
265,0,1601.995931,0.499939,5
265,1,1220.815048,0.380983,5
265,2,135.901820,0.042411,5
265,3,125.206515,0.039074,5
265,4,120.463506,0.037593,5
266,0,1207.776621,0.499972,5
266,1,816.300180,0.337916,5
266,2,142.510614,0.058994,5
266,3,128.382235,0.053145,5
266,4,120.716604,0.049972,5
267,0,831.629554,0.499928,5
267,1,433.845056,0.260803,5
267,2,140.713853,0.084589,5
267,3,135.042254,0.081180,5
267,4,122.268525,0.073501,5
268,0,1179.116484,0.499920,5
268,1,766.415930,0.324944,5
268,2,147.138359,0.062383,5
268,3,135.293980,0.057362,5
268,4,130.647672,0.055392,5
269,0,1614.774022,0.499961,5
269,1,1200.746429,0.371771,5
269,2,143.102352,0.044307,5
269,3,140.553933,0.043518,5
269,4,130.621426,0.040443,5
270,0,1337.788831,0.499900,5
270,1,912.685109,0.341048,5
270,2,148.711099,0.055570,5
270,3,144.712027,0.054075,5
270,4,132.218327,0.049407,5
271,0,865.967901,0.499902,5
271,1,447.453513,0.258304,5
271,2,144.817232,0.083599,5
271,3,140.728099,0.081239,5
271,4,133.307371,0.076955,5
272,0,1090.278077,0.499892,5
272,1,649.752467,0.297911,5
272,2,155.875504,0.071469,5
272,3,146.685245,0.067255,5
272,4,138.437240,0.063473,5
273,0,1591.811841,0.499972,5
273,1,1153.810782,0.362400,5
273,2,155.611603,0.048876,5
273,3,145.268739,0.045627,5
273,4,137.301318,0.043125,5
274,0,1451.594761,0.499980,5
274,1,1006.371881,0.346629,5
274,2,155.995396,0.053730,5
274,3,149.171433,0.051380,5
274,4,140.174865,0.048281,5
275,0,935.456648,0.499684,5
275,1,486.100754,0.259656,5
275,2,158.377681,0.084599,5
275,3,148.878716,0.079525,5
275,4,143.282329,0.076536,5
276,0,995.346511,0.499929,5
276,1,558.155171,0.280343,5
276,2,152.709488,0.076701,5
276,3,144.310379,0.072482,5
276,4,140.452341,0.070545,5
277,0,1529.794265,0.499907,5
277,1,1087.342727,0.355323,5
277,2,156.349146,0.051092,5
277,3,143.895054,0.047022,5
277,4,142.775920,0.046656,5
278,0,1535.892770,0.499907,5
278,1,1093.037558,0.355765,5
278,2,155.110803,0.050486,5
278,3,146.877643,0.047806,5
278,4,141.436152,0.046035,5
279,0,1005.974647,0.499976,5
279,1,562.505861,0.279569,5
279,2,155.178487,0.077125,5
279,3,150.399034,0.074749,5
279,4,137.987579,0.068581,5
280,0,923.351169,0.499947,5
280,1,485.215347,0.262719,5
280,2,154.911462,0.083877,5
280,3,147.867131,0.080062,5
280,4,135.553159,0.073395,5
281,0,1436.491843,0.499989,5
281,1,1004.310266,0.349563,5
281,2,149.387153,0.051996,5
281,3,144.416161,0.050266,5
281,4,138.438884,0.048185,5
282,0,1591.246976,0.499904,5
282,1,1160.959567,0.364726,5
282,2,150.122294,0.047162,5
282,3,143.486103,0.045077,5
282,4,137.289486,0.043131,5
283,0,1085.820350,0.499865,5
283,1,665.113095,0.306190,5
283,2,145.073189,0.066785,5
283,3,141.546018,0.065162,5
283,4,134.673701,0.061998,5
284,0,861.578646,0.499959,5
284,1,445.653404,0.258605,5
284,2,148.140193,0.085963,5
284,3,136.418503,0.079161,5
284,4,131.507179,0.076311,5
285,0,1322.627901,0.499984,5
285,1,908.924353,0.343594,5
285,2,146.330996,0.055316,5
285,3,137.826263,0.052101,5
285,4,129.633293,0.049004,5
286,0,1607.975710,0.499803,5
286,1,1208.619869,0.375672,5
286,2,137.826890,0.042840,5
286,3,133.271025,0.041424,5
286,4,129.525273,0.040260,5
287,0,1174.498729,0.499926,5
287,1,783.627196,0.333551,5
287,2,140.066670,0.059619,5
287,3,131.643648,0.056034,5
287,4,119.510820,0.050870,5
288,0,826.982671,0.499845,5
288,1,435.730599,0.263364,5
288,2,132.966564,0.080368,5
288,3,131.460387,0.079457,5
288,4,127.337211,0.076965,5
289,0,1191.161854,0.499973,5
289,1,813.084380,0.341281,5
289,2,135.615329,0.056923,5
289,3,125.245234,0.052570,5
289,4,117.344157,0.049254,5
290,0,1599.108240,0.499898,5
290,1,1221.465875,0.381843,5
290,2,132.559318,0.041439,5
290,3,125.451392,0.039217,5
290,4,120.287401,0.037603,5
291,0,1265.430014,0.499961,5
291,1,908.467163,0.358928,5
291,2,126.424795,0.049949,5
291,3,117.291159,0.046341,5
291,4,113.446103,0.044822,5
292,0,814.866741,0.499951,5
292,1,460.818865,0.282729,5
292,2,122.979741,0.075453,5
292,3,117.757432,0.072249,5
292,4,113.470713,0.069618,5
293,0,1056.595154,0.499883,5
293,1,721.423795,0.341311,5
293,2,115.206388,0.054505,5
293,3,114.577782,0.054208,5
293,4,105.882043,0.050094,5
294,0,1550.436090,0.499980,5
294,1,1209.482549,0.390030,5
294,2,124.638108,0.040193,5
294,3,111.971769,0.036108,5
294,4,104.470437,0.033689,5
295,0,1352.037740,0.499914,5
295,1,1028.516613,0.380292,5
295,2,115.269525,0.042621,5
295,3,109.895112,0.040634,5
295,4,98.823634,0.036540,5
296,0,836.775681,0.499852,5
296,1,514.342400,0.307245,5
296,2,116.198827,0.069412,5
296,3,105.921499,0.063273,5
296,4,100.808164,0.060218,5
297,0,944.849045,0.499779,5
297,1,631.056780,0.333798,5
297,2,110.563898,0.058483,5
297,3,106.751864,0.056467,5
297,4,97.312826,0.051474,5
298,0,1477.574184,0.499755,5
298,1,1164.648394,0.393915,5
298,2,109.148577,0.036917,5
298,3,108.306992,0.036632,5
298,4,96.919479,0.032781,5
299,0,1433.646454,0.499796,5
299,1,1128.629229,0.393461,5
299,2,110.227581,0.038427,5
299,3,101.137949,0.035259,5
299,4,94.824720,0.033058,5
