t_idx,node_idx,fk_echo_impact
295,2,12.7302
295,3,-7.5441
295,4,0.0556
296,0,15.2247
296,1,4.4043
296,2,-17.0932
296,3,-2.6214
296,4,0.0855
297,0,20.5618
297,1,-12.2128
297,2,9.0753
297,3,-17.6451
297,4,0.2208
298,0,-4.1135
298,1,15.4029
298,2,-6.3413
298,3,-5.0600
298,4,0.1118
299,0,5.5525
299,1,-14.3768
299,2,-6.3074
299,3,15.0327
299,4,0.0991
