Transaction_ID,Timestamp,Debit_Account,Credit_Account,Asset_Type,Amount,Price,Memo
M_001920,2020-11-24T15:41:00,USR_003_Cash,USR_004_Cash,CASH,22732.22,1.00,MM_Balance
M_001922,2020-11-24T15:44:00,USR_004_Stock,USR_003_Stock,STK_001,1640,11798.76,MM_Balance
M_001922,2020-11-24T15:44:00,USR_003_Cash,USR_004_Cash,CASH,19349966.40,1.00,MM_Balance
M_001921,2020-11-24T15:57:00,USR_004_Stock,USR_003_Stock,STK_004,2078,1.19,MM_Balance
M_001921,2020-11-24T15:57:00,USR_003_Cash,USR_004_Cash,CASH,2472.82,1.00,MM_Balance
M_001925,2020-11-25T12:14:03,USR_004_Stock,USR_006_Stock,STK_001,152,12101.92,Normal
M_001925,2020-11-25T12:14:03,USR_006_Cash,USR_004_Cash,CASH,1839491.84,1.00,Normal
M_001927,2020-11-25T15:01:00,USR_004_Stock,USR_003_Stock,STK_002,2014,8.27,MM_Balance
M_001927,2020-11-25T15:01:00,USR_003_Cash,USR_004_Cash,CASH,16655.78,1.00,MM_Balance
M_001931,2020-11-25T15:03:00,USR_003_Stock,USR_004_Stock,STK_004,2090,1.20,MM_Balance
M_001931,2020-11-25T15:03:00,USR_004_Cash,USR_003_Cash,CASH,2508.00,1.00,MM_Balance
M_001929,2020-11-25T15:13:00,USR_004_Stock,USR_003_Stock,STK_001,1122,11631.30,MM_Balance
M_001929,2020-11-25T15:13:00,USR_003_Cash,USR_004_Cash,CASH,13050318.60,1.00,MM_Balance
M_001926,2020-11-25T15:17:00,USR_003_Stock,USR_004_Stock,STK_001,1122,11631.30,MM_Balance
M_001926,2020-11-25T15:17:00,USR_004_Cash,USR_003_Cash,CASH,13050318.60,1.00,MM_Balance
M_001928,2020-11-25T15:28:00,USR_004_Stock,USR_003_Stock,STK_004,1787,1.20,MM_Balance
M_001928,2020-11-25T15:28:00,USR_003_Cash,USR_004_Cash,CASH,2144.40,1.00,MM_Balance
M_001930,2020-11-25T15:42:00,USR_003_Stock,USR_004_Stock,STK_002,1377,8.27,MM_Balance
M_001930,2020-11-25T15:42:00,USR_004_Cash,USR_003_Cash,CASH,11387.79,1.00,MM_Balance
M_001934,2020-11-26T15:24:00,USR_004_Stock,USR_003_Stock,STK_004,1332,1.20,MM_Balance
M_001934,2020-11-26T15:24:00,USR_003_Cash,USR_004_Cash,CASH,1598.40,1.00,MM_Balance
M_001932,2020-11-26T15:34:00,USR_003_Stock,USR_004_Stock,STK_001,1792,11734.55,MM_Balance
M_001932,2020-11-26T15:34:00,USR_004_Cash,USR_003_Cash,CASH,21028313.60,1.00,MM_Balance
M_001933,2020-11-26T15:36:00,USR_004_Stock,USR_003_Stock,STK_002,1868,8.22,MM_Balance
M_001933,2020-11-26T15:36:00,USR_003_Cash,USR_004_Cash,CASH,15354.96,1.00,MM_Balance
M_001937,2020-11-26T15:51:00,USR_003_Stock,USR_004_Stock,STK_004,1574,1.20,MM_Balance
M_001937,2020-11-26T15:51:00,USR_004_Cash,USR_003_Cash,CASH,1888.80,1.00,MM_Balance
M_001936,2020-11-26T15:58:00,USR_003_Stock,USR_004_Stock,STK_002,1270,8.22,MM_Balance
M_001936,2020-11-26T15:58:00,USR_004_Cash,USR_003_Cash,CASH,10439.40,1.00,MM_Balance
M_001935,2020-11-26T15:59:00,USR_004_Stock,USR_003_Stock,STK_001,1792,11734.55,MM_Balance
M_001935,2020-11-26T15:59:00,USR_003_Cash,USR_004_Cash,CASH,21028313.60,1.00,MM_Balance
M_001938,2020-11-27T13:32:22,USR_004_Stock,USR_010_Stock,STK_005,145,1.47,Normal
M_001938,2020-11-27T13:32:22,USR_010_Cash,USR_004_Cash,CASH,213.15,1.00,Normal
M_001941,2020-11-27T15:03:00,USR_004_Stock,USR_003_Stock,STK_004,1836,1.20,MM_Balance
M_001941,2020-11-27T15:03:00,USR_003_Cash,USR_004_Cash,CASH,2203.20,1.00,MM_Balance
M_001943,2020-11-27T15:04:00,USR_003_Stock,USR_004_Stock,STK_002,2952,8.04,MM_Balance
M_001943,2020-11-27T15:04:00,USR_004_Cash,USR_003_Cash,CASH,23734.08,1.00,MM_Balance
M_001944,2020-11-27T15:16:00,USR_003_Stock,USR_004_Stock,STK_004,1368,1.20,MM_Balance
M_001944,2020-11-27T15:16:00,USR_004_Cash,USR_003_Cash,CASH,1641.60,1.00,MM_Balance
M_001939,2020-11-27T15:22:00,USR_003_Stock,USR_004_Stock,STK_001,1075,11516.44,MM_Balance
M_001939,2020-11-27T15:22:00,USR_004_Cash,USR_003_Cash,CASH,12380173.00,1.00,MM_Balance
M_001940,2020-11-27T15:54:00,USR_004_Stock,USR_003_Stock,STK_002,2306,8.04,MM_Balance
M_001940,2020-11-27T15:54:00,USR_003_Cash,USR_004_Cash,CASH,18540.24,1.00,MM_Balance
M_001942,2020-11-27T15:57:00,USR_004_Stock,USR_003_Stock,STK_001,1075,11516.44,MM_Balance
M_001942,2020-11-27T15:57:00,USR_003_Cash,USR_004_Cash,CASH,12380173.00,1.00,MM_Balance
M_001949,2020-11-28T15:04:00,USR_003_Stock,USR_004_Stock,STK_002,1223,8.22,MM_Balance
M_001949,2020-11-28T15:04:00,USR_004_Cash,USR_003_Cash,CASH,10053.06,1.00,MM_Balance
M_001948,2020-11-28T15:15:00,USR_004_Stock,USR_003_Stock,STK_001,1792,11477.89,MM_Balance
M_001948,2020-11-28T15:15:00,USR_003_Cash,USR_004_Cash,CASH,20568378.88,1.00,MM_Balance
M_001945,2020-11-28T15:16:00,USR_003_Stock,USR_004_Stock,STK_001,1792,11477.89,MM_Balance
M_001945,2020-11-28T15:16:00,USR_004_Cash,USR_003_Cash,CASH,20568378.88,1.00,MM_Balance
M_001950,2020-11-28T15:32:00,USR_003_Stock,USR_004_Stock,STK_004,1231,1.19,MM_Balance
M_001950,2020-11-28T15:32:00,USR_004_Cash,USR_003_Cash,CASH,1464.89,1.00,MM_Balance
M_001947,2020-11-28T15:45:00,USR_004_Stock,USR_003_Stock,STK_004,2106,1.19,MM_Balance
M_001947,2020-11-28T15:45:00,USR_003_Cash,USR_004_Cash,CASH,2506.14,1.00,MM_Balance
M_001946,2020-11-28T15:54:00,USR_004_Stock,USR_003_Stock,STK_002,2389,8.22,MM_Balance
M_001946,2020-11-28T15:54:00,USR_003_Cash,USR_004_Cash,CASH,19637.58,1.00,MM_Balance
M_001951,2020-11-29T15:02:00,USR_003_Stock,USR_004_Stock,STK_001,1754,11194.98,MM_Balance
M_001951,2020-11-29T15:02:00,USR_004_Cash,USR_003_Cash,CASH,19635994.92,1.00,MM_Balance
M_001952,2020-11-29T15:09:00,USR_004_Stock,USR_003_Stock,STK_002,2905,8.20,MM_Balance
M_001952,2020-11-29T15:09:00,USR_003_Cash,USR_004_Cash,CASH,23821.00,1.00,MM_Balance
M_001955,2020-11-29T15:13:00,USR_003_Stock,USR_004_Stock,STK_002,2924,8.20,MM_Balance
M_001955,2020-11-29T15:13:00,USR_004_Cash,USR_003_Cash,CASH,23976.80,1.00,MM_Balance
M_001954,2020-11-29T15:20:00,USR_004_Stock,USR_003_Stock,STK_001,1754,11194.98,MM_Balance
M_001954,2020-11-29T15:20:00,USR_003_Cash,USR_004_Cash,CASH,19635994.92,1.00,MM_Balance
M_001956,2020-11-29T15:37:00,USR_003_Stock,USR_004_Stock,STK_004,2701,1.19,MM_Balance
M_001956,2020-11-29T15:37:00,USR_004_Cash,USR_003_Cash,CASH,3214.19,1.00,MM_Balance
M_001953,2020-11-29T15:38:00,USR_004_Stock,USR_003_Stock,STK_004,1217,1.19,MM_Balance
M_001953,2020-11-29T15:38:00,USR_003_Cash,USR_004_Cash,CASH,1448.23,1.00,MM_Balance
M_001957,2020-11-30T14:44:09,USR_005_Stock,USR_004_Stock,STK_004,172,1.00,Normal
M_001957,2020-11-30T14:44:09,USR_004_Cash,USR_005_Cash,CASH,172.00,1.00,Normal
M_001961,2020-11-30T15:05:00,USR_004_Stock,USR_003_Stock,STK_001,1644,10983.37,MM_Balance
M_001961,2020-11-30T15:05:00,USR_003_Cash,USR_004_Cash,CASH,18056660.28,1.00,MM_Balance
M_001959,2020-11-30T15:15:00,USR_004_Stock,USR_003_Stock,STK_002,2419,8.12,MM_Balance
M_001959,2020-11-30T15:15:00,USR_003_Cash,USR_004_Cash,CASH,19642.28,1.00,MM_Balance
M_001963,2020-11-30T15:23:00,USR_003_Stock,USR_004_Stock,STK_004,2873,1.23,MM_Balance
M_001963,2020-11-30T15:23:00,USR_004_Cash,USR_003_Cash,CASH,3533.79,1.00,MM_Balance
M_001962,2020-11-30T15:32:00,USR_003_Stock,USR_004_Stock,STK_002,2147,8.12,MM_Balance
M_001962,2020-11-30T15:32:00,USR_004_Cash,USR_003_Cash,CASH,17433.64,1.00,MM_Balance
M_001958,2020-11-30T15:47:00,USR_003_Stock,USR_004_Stock,STK_001,1644,10983.37,MM_Balance
M_001958,2020-11-30T15:47:00,USR_004_Cash,USR_003_Cash,CASH,18056660.28,1.00,MM_Balance
M_001960,2020-11-30T15:56:00,USR_004_Stock,USR_003_Stock,STK_004,2500,1.23,MM_Balance
M_001960,2020-11-30T15:56:00,USR_003_Cash,USR_004_Cash,CASH,3075.00,1.00,MM_Balance
M_001965,2020-12-01T11:53:50,USR_009_Stock,USR_003_Stock,STK_004,95,1.05,Normal
M_001965,2020-12-01T11:53:50,USR_003_Cash,USR_009_Cash,CASH,99.75,1.00,Normal
M_001964,2020-12-01T14:44:34,USR_004_Stock,USR_008_Stock,STK_004,268,1.00,Normal
M_001964,2020-12-01T14:44:34,USR_008_Cash,USR_004_Cash,CASH,268.00,1.00,Normal
M_001967,2020-12-01T15:02:00,USR_004_Stock,USR_003_Stock,STK_002,2780,8.15,MM_Balance
M_001967,2020-12-01T15:02:00,USR_003_Cash,USR_004_Cash,CASH,22657.00,1.00,MM_Balance
M_001966,2020-12-01T15:06:00,USR_003_Stock,USR_004_Stock,STK_001,1792,10800.25,MM_Balance
M_001966,2020-12-01T15:06:00,USR_004_Cash,USR_003_Cash,CASH,19354048.00,1.00,MM_Balance
M_001969,2020-12-01T15:08:00,USR_004_Stock,USR_003_Stock,STK_001,1149,10800.25,MM_Balance
M_001969,2020-12-01T15:08:00,USR_003_Cash,USR_004_Cash,CASH,12409487.25,1.00,MM_Balance
M_001971,2020-12-01T15:25:00,USR_003_Stock,USR_004_Stock,STK_004,1261,1.20,MM_Balance
M_001971,2020-12-01T15:25:00,USR_004_Cash,USR_003_Cash,CASH,1513.20,1.00,MM_Balance
M_001970,2020-12-01T15:27:00,USR_003_Stock,USR_004_Stock,STK_002,2851,8.15,MM_Balance
M_001970,2020-12-01T15:27:00,USR_004_Cash,USR_003_Cash,CASH,23235.65,1.00,MM_Balance
M_001968,2020-12-01T15:44:00,USR_004_Stock,USR_003_Stock,STK_004,1049,1.20,MM_Balance
M_001968,2020-12-01T15:44:00,USR_003_Cash,USR_004_Cash,CASH,1258.80,1.00,MM_Balance
EX_OUT_001973,2020-12-02T09:01:32,ACC_Output_To_Outside_Cash,USR_009_Cash,CASH,55454.67,1.00,External_Outflow
EX_OUT_001974,2020-12-02T09:02:31,ACC_Output_To_Outside_Cash,USR_001_Cash,CASH,55454.67,1.00,External_Outflow
EX_OUT_001976,2020-12-02T09:12:06,ACC_Output_To_Outside_Cash,USR_005_Cash,CASH,55454.67,1.00,External_Outflow
EX_OUT_001972,2020-12-02T09:24:39,ACC_Output_To_Outside_Cash,USR_010_Cash,CASH,55454.67,1.00,External_Outflow
EX_OUT_001975,2020-12-02T09:25:12,ACC_Output_To_Outside_Cash,USR_002_Cash,CASH,55454.67,1.00,External_Outflow
M_001977,2020-12-02T12:25:00,USR_006_Stock,USR_004_Stock,STK_001,342,10866.89,Normal
M_001977,2020-12-02T12:25:00,USR_004_Cash,USR_006_Cash,CASH,3716476.38,1.00,Normal
M_001980,2020-12-02T15:03:00,USR_004_Stock,USR_003_Stock,STK_004,1698,1.20,MM_Balance
M_001980,2020-12-02T15:03:00,USR_003_Cash,USR_004_Cash,CASH,2037.60,1.00,MM_Balance
M_001983,2020-12-02T15:09:00,USR_003_Stock,USR_004_Stock,STK_004,2952,1.20,MM_Balance
M_001983,2020-12-02T15:09:00,USR_004_Cash,USR_003_Cash,CASH,3542.40,1.00,MM_Balance
M_001979,2020-12-02T15:19:00,USR_004_Stock,USR_003_Stock,STK_002,1475,8.21,MM_Balance
M_001979,2020-12-02T15:19:00,USR_003_Cash,USR_004_Cash,CASH,12109.75,1.00,MM_Balance
M_001981,2020-12-02T15:20:00,USR_004_Stock,USR_003_Stock,STK_001,1450,11498.49,MM_Balance
M_001981,2020-12-02T15:20:00,USR_003_Cash,USR_004_Cash,CASH,16672810.50,1.00,MM_Balance
M_001982,2020-12-02T15:48:00,USR_003_Stock,USR_004_Stock,STK_002,1652,8.21,MM_Balance
M_001982,2020-12-02T15:48:00,USR_004_Cash,USR_003_Cash,CASH,13562.92,1.00,MM_Balance
M_001978,2020-12-02T15:49:00,USR_003_Stock,USR_004_Stock,STK_001,807,11498.49,MM_Balance
M_001978,2020-12-02T15:49:00,USR_004_Cash,USR_003_Cash,CASH,9279281.43,1.00,MM_Balance
M_001985,2020-12-03T15:06:00,USR_004_Stock,USR_003_Stock,STK_002,1288,8.47,MM_Balance
M_001985,2020-12-03T15:06:00,USR_003_Cash,USR_004_Cash,CASH,10909.36,1.00,MM_Balance
M_001984,2020-12-03T15:14:00,USR_003_Stock,USR_004_Stock,STK_001,1450,11354.44,MM_Balance
M_001984,2020-12-03T15:14:00,USR_004_Cash,USR_003_Cash,CASH,16463938.00,1.00,MM_Balance
M_001989,2020-12-03T15:31:00,USR_003_Stock,USR_004_Stock,STK_004,1013,1.20,MM_Balance
M_001989,2020-12-03T15:31:00,USR_004_Cash,USR_003_Cash,CASH,1215.60,1.00,MM_Balance
M_001987,2020-12-03T15:38:00,USR_004_Stock,USR_003_Stock,STK_001,1056,11354.44,MM_Balance
M_001987,2020-12-03T15:38:00,USR_003_Cash,USR_004_Cash,CASH,11990288.64,1.00,MM_Balance
M_001986,2020-12-03T15:53:00,USR_004_Stock,USR_003_Stock,STK_004,2130,1.20,MM_Balance
M_001986,2020-12-03T15:53:00,USR_003_Cash,USR_004_Cash,CASH,2556.00,1.00,MM_Balance
M_001988,2020-12-03T15:57:00,USR_003_Stock,USR_004_Stock,STK_002,2965,8.47,MM_Balance
M_001988,2020-12-03T15:57:00,USR_004_Cash,USR_003_Cash,CASH,25113.55,1.00,MM_Balance
EX_IN_001990,2020-12-04T09:03:44,USR_001_Cash,ACC_Input_From_Outside_Cash,CASH,14577.14,1.00,External_Inflow
EX_IN_001994,2020-12-04T09:04:05,USR_006_Cash,ACC_Input_From_Outside_Cash,CASH,14577.14,1.00,External_Inflow
EX_IN_001996,2020-12-04T09:14:45,USR_007_Cash,ACC_Input_From_Outside_Cash,CASH,14577.14,1.00,External_Inflow
EX_IN_001995,2020-12-04T09:15:10,USR_002_Cash,ACC_Input_From_Outside_Cash,CASH,14577.14,1.00,External_Inflow
EX_IN_001992,2020-12-04T09:24:06,USR_008_Cash,ACC_Input_From_Outside_Cash,CASH,14577.14,1.00,External_Inflow
EX_IN_001991,2020-12-04T09:24:26,USR_010_Cash,ACC_Input_From_Outside_Cash,CASH,14577.14,1.00,External_Inflow
EX_IN_001993,2020-12-04T09:28:50,USR_009_Cash,ACC_Input_From_Outside_Cash,CASH,14577.14,1.00,External_Inflow
M_001999,2020-12-04T15:06:00,USR_004_Stock,USR_003_Stock,STK_004,1887,1.23,MM_Balance
M_001999,2020-12-04T15:06:00,USR_003_Cash,USR_004_Cash,CASH,2321.01,1.00,MM_Balance
M_002002,2020-12-04T15:08:00,USR_003_Stock,USR_004_Stock,STK_004,1503,1.23,MM_Balance
M_002002,2020-12-04T15:08:00,USR_004_Cash,USR_003_Cash,CASH,1848.69,1.00,MM_Balance
M_002001,2020-12-04T15:40:00,USR_003_Stock,USR_004_Stock,STK_002,2943,8.42,MM_Balance
M_002001,2020-12-04T15:40:00,USR_004_Cash,USR_003_Cash,CASH,24780.06,1.00,MM_Balance
M_001997,2020-12-04T15:44:00,USR_003_Stock,USR_004_Stock,STK_001,1056,11322.08,MM_Balance
M_001997,2020-12-04T15:44:00,USR_004_Cash,USR_003_Cash,CASH,11956116.48,1.00,MM_Balance
M_002000,2020-12-04T15:53:00,USR_004_Stock,USR_003_Stock,STK_001,1389,11322.08,MM_Balance
M_002000,2020-12-04T15:53:00,USR_003_Cash,USR_004_Cash,CASH,15726369.12,1.00,MM_Balance
M_001998,2020-12-04T15:59:00,USR_004_Stock,USR_003_Stock,STK_002,2827,8.42,MM_Balance
M_001998,2020-12-04T15:59:00,USR_003_Cash,USR_004_Cash,CASH,23803.34,1.00,MM_Balance
EX_IN_002004,2020-12-05T09:06:23,USR_008_Cash,ACC_Input_From_Outside_Cash,CASH,140007.53,1.00,External_Inflow
EX_IN_002006,2020-12-05T09:16:57,USR_001_Cash,ACC_Input_From_Outside_Cash,CASH,140007.53,1.00,External_Inflow
EX_IN_002005,2020-12-05T09:25:02,USR_006_Cash,ACC_Input_From_Outside_Cash,CASH,140007.53,1.00,External_Inflow
EX_IN_002003,2020-12-05T09:27:46,USR_009_Cash,ACC_Input_From_Outside_Cash,CASH,140007.53,1.00,External_Inflow
M_002007,2020-12-05T11:53:40,USR_005_Stock,USR_003_Stock,STK_005,101,1.47,Normal
M_002007,2020-12-05T11:53:40,USR_003_Cash,USR_005_Cash,CASH,148.47,1.00,Normal
M_002011,2020-12-05T15:06:00,USR_004_Stock,USR_003_Stock,STK_001,1450,11080.24,MM_Balance
M_002011,2020-12-05T15:06:00,USR_003_Cash,USR_004_Cash,CASH,16066348.00,1.00,MM_Balance
M_002008,2020-12-05T15:18:00,USR_003_Stock,USR_004_Stock,STK_001,1389,11080.24,MM_Balance
M_002008,2020-12-05T15:18:00,USR_004_Cash,USR_003_Cash,CASH,15390453.36,1.00,MM_Balance
M_002010,2020-12-05T15:22:00,USR_004_Stock,USR_003_Stock,STK_004,2224,1.24,MM_Balance
M_002010,2020-12-05T15:22:00,USR_003_Cash,USR_004_Cash,CASH,2757.76,1.00,MM_Balance
M_002013,2020-12-05T15:28:00,USR_003_Stock,USR_004_Stock,STK_004,1859,1.24,MM_Balance
M_002013,2020-12-05T15:28:00,USR_004_Cash,USR_003_Cash,CASH,2305.16,1.00,MM_Balance
M_002009,2020-12-05T15:50:00,USR_004_Stock,USR_003_Stock,STK_002,2003,8.39,MM_Balance
M_002009,2020-12-05T15:50:00,USR_003_Cash,USR_004_Cash,CASH,16805.17,1.00,MM_Balance
M_002012,2020-12-05T15:56:00,USR_003_Stock,USR_004_Stock,STK_002,1230,8.39,MM_Balance
M_002012,2020-12-05T15:56:00,USR_004_Cash,USR_003_Cash,CASH,10319.70,1.00,MM_Balance
EX_IN_002014,2020-12-06T09:04:22,USR_010_Cash,ACC_Input_From_Outside_Cash,CASH,117882.15,1.00,External_Inflow
EX_IN_002016,2020-12-06T09:16:30,USR_005_Cash,ACC_Input_From_Outside_Cash,CASH,117882.15,1.00,External_Inflow
EX_IN_002015,2020-12-06T09:26:24,USR_002_Cash,ACC_Input_From_Outside_Cash,CASH,117882.15,1.00,External_Inflow
EX_IN_002018,2020-12-06T09:27:28,USR_008_Cash,ACC_Input_From_Outside_Cash,CASH,117882.15,1.00,External_Inflow
EX_IN_002017,2020-12-06T09:28:40,USR_007_Cash,ACC_Input_From_Outside_Cash,CASH,117882.15,1.00,External_Inflow
EX_IN_002019,2020-12-06T09:29:29,USR_009_Cash,ACC_Input_From_Outside_Cash,CASH,117882.15,1.00,External_Inflow
M_002021,2020-12-06T15:03:00,USR_004_Stock,USR_003_Stock,STK_002,2868,8.41,MM_Balance
M_002021,2020-12-06T15:03:00,USR_003_Cash,USR_004_Cash,CASH,24119.88,1.00,MM_Balance
M_002020,2020-12-06T15:25:00,USR_003_Stock,USR_004_Stock,STK_001,1450,10853.68,MM_Balance
M_002020,2020-12-06T15:25:00,USR_004_Cash,USR_003_Cash,CASH,15737836.00,1.00,MM_Balance
M_002024,2020-12-06T15:28:00,USR_003_Stock,USR_004_Stock,STK_002,1631,8.41,MM_Balance
M_002024,2020-12-06T15:28:00,USR_004_Cash,USR_003_Cash,CASH,13716.71,1.00,MM_Balance
M_002025,2020-12-06T15:36:00,USR_003_Stock,USR_004_Stock,STK_004,1453,1.25,MM_Balance
M_002025,2020-12-06T15:36:00,USR_004_Cash,USR_003_Cash,CASH,1816.25,1.00,MM_Balance
M_002023,2020-12-06T15:40:00,USR_004_Stock,USR_003_Stock,STK_001,1450,10853.68,MM_Balance
M_002023,2020-12-06T15:40:00,USR_003_Cash,USR_004_Cash,CASH,15737836.00,1.00,MM_Balance
M_002022,2020-12-06T15:46:00,USR_004_Stock,USR_003_Stock,STK_004,1994,1.25,MM_Balance
M_002022,2020-12-06T15:46:00,USR_003_Cash,USR_004_Cash,CASH,2492.50,1.00,MM_Balance
M_002026,2020-12-07T12:42:37,USR_003_Stock,USR_001_Stock,STK_004,17786,1.12,Normal
M_002026,2020-12-07T12:42:37,USR_001_Cash,USR_003_Cash,CASH,19920.32,1.00,Normal
M_002032,2020-12-07T15:00:00,USR_003_Stock,USR_004_Stock,STK_004,2925,1.00,MM_Balance
M_002032,2020-12-07T15:00:00,USR_004_Cash,USR_003_Cash,CASH,2925.00,1.00,MM_Balance
M_002031,2020-12-07T15:13:00,USR_003_Stock,USR_004_Stock,STK_002,1846,8.48,MM_Balance
M_002031,2020-12-07T15:13:00,USR_004_Cash,USR_003_Cash,CASH,15654.08,1.00,MM_Balance
M_002030,2020-12-07T15:23:00,USR_004_Stock,USR_003_Stock,STK_001,1450,10749.24,MM_Balance
M_002030,2020-12-07T15:23:00,USR_003_Cash,USR_004_Cash,CASH,15586398.00,1.00,MM_Balance
M_002027,2020-12-07T15:34:00,USR_003_Stock,USR_004_Stock,STK_001,1450,10749.24,MM_Balance
M_002027,2020-12-07T15:34:00,USR_004_Cash,USR_003_Cash,CASH,15586398.00,1.00,MM_Balance
M_002028,2020-12-07T15:45:00,USR_004_Stock,USR_003_Stock,STK_002,2760,8.48,MM_Balance
M_002028,2020-12-07T15:45:00,USR_003_Cash,USR_004_Cash,CASH,23404.80,1.00,MM_Balance
M_002029,2020-12-07T15:51:00,USR_004_Stock,USR_003_Stock,STK_004,1594,1.00,MM_Balance
M_002029,2020-12-07T15:51:00,USR_003_Cash,USR_004_Cash,CASH,1594.00,1.00,MM_Balance
M_002033,2020-12-08T11:57:27,USR_004_Stock,USR_006_Stock,STK_004,77,1.00,Normal
M_002033,2020-12-08T11:57:27,USR_006_Cash,USR_004_Cash,CASH,77.00,1.00,Normal
M_002034,2020-12-08T15:00:00,USR_003_Stock,USR_004_Stock,STK_001,1041,10595.03,MM_Balance
M_002034,2020-12-08T15:00:00,USR_004_Cash,USR_003_Cash,CASH,11029426.23,1.00,MM_Balance
M_002039,2020-12-08T15:17:00,USR_003_Stock,USR_004_Stock,STK_004,1618,1.00,MM_Balance
M_002039,2020-12-08T15:17:00,USR_004_Cash,USR_003_Cash,CASH,1618.00,1.00,MM_Balance
M_002037,2020-12-08T15:20:00,USR_004_Stock,USR_003_Stock,STK_001,1041,10595.03,MM_Balance
M_002037,2020-12-08T15:20:00,USR_003_Cash,USR_004_Cash,CASH,11029426.23,1.00,MM_Balance
M_002035,2020-12-08T15:47:00,USR_004_Stock,USR_003_Stock,STK_002,1195,8.54,MM_Balance
M_002035,2020-12-08T15:47:00,USR_003_Cash,USR_004_Cash,CASH,10205.30,1.00,MM_Balance
M_002038,2020-12-08T15:47:00,USR_003_Stock,USR_004_Stock,STK_002,2049,8.54,MM_Balance
M_002038,2020-12-08T15:47:00,USR_004_Cash,USR_003_Cash,CASH,17498.46,1.00,MM_Balance
M_002036,2020-12-08T15:53:00,USR_004_Stock,USR_003_Stock,STK_004,1397,1.00,MM_Balance
M_002036,2020-12-08T15:53:00,USR_003_Cash,USR_004_Cash,CASH,1397.00,1.00,MM_Balance
M_002040,2020-12-09T10:29:08,USR_004_Stock,USR_005_Stock,STK_004,200,1.00,Normal
M_002040,2020-12-09T10:29:08,USR_005_Cash,USR_004_Cash,CASH,200.00,1.00,Normal
M_002043,2020-12-09T15:06:00,USR_004_Stock,USR_003_Stock,STK_004,2153,1.00,MM_Balance
M_002043,2020-12-09T15:06:00,USR_003_Cash,USR_004_Cash,CASH,2153.00,1.00,MM_Balance
M_002044,2020-12-09T15:09:00,USR_004_Stock,USR_003_Stock,STK_001,1450,10396.31,MM_Balance
M_002044,2020-12-09T15:09:00,USR_003_Cash,USR_004_Cash,CASH,15074649.50,1.00,MM_Balance
M_002042,2020-12-09T15:23:00,USR_004_Stock,USR_003_Stock,STK_002,1915,8.61,MM_Balance
M_002042,2020-12-09T15:23:00,USR_003_Cash,USR_004_Cash,CASH,16488.15,1.00,MM_Balance
M_002045,2020-12-09T15:35:00,USR_003_Stock,USR_004_Stock,STK_002,1195,8.61,MM_Balance
M_002045,2020-12-09T15:35:00,USR_004_Cash,USR_003_Cash,CASH,10288.95,1.00,MM_Balance
M_002041,2020-12-09T15:49:00,USR_003_Stock,USR_004_Stock,STK_001,1450,10396.31,MM_Balance
M_002041,2020-12-09T15:49:00,USR_004_Cash,USR_003_Cash,CASH,15074649.50,1.00,MM_Balance
M_002046,2020-12-09T15:55:00,USR_003_Stock,USR_004_Stock,STK_004,1425,1.00,MM_Balance
M_002046,2020-12-09T15:55:00,USR_004_Cash,USR_003_Cash,CASH,1425.00,1.00,MM_Balance
EX_OUT_002049,2020-12-10T09:08:36,ACC_Output_To_Outside_Cash,USR_010_Cash,CASH,5169.32,1.00,External_Outflow
EX_OUT_002051,2020-12-10T09:10:37,ACC_Output_To_Outside_Cash,USR_006_Cash,CASH,5169.32,1.00,External_Outflow
EX_OUT_002050,2020-12-10T09:14:03,ACC_Output_To_Outside_Cash,USR_001_Cash,CASH,5169.32,1.00,External_Outflow
EX_OUT_002048,2020-12-10T09:16:50,ACC_Output_To_Outside_Cash,USR_009_Cash,CASH,5169.32,1.00,External_Outflow
EX_OUT_002052,2020-12-10T09:25:16,ACC_Output_To_Outside_Cash,USR_005_Cash,CASH,5169.32,1.00,External_Outflow
EX_OUT_002047,2020-12-10T09:26:11,ACC_Output_To_Outside_Cash,USR_002_Cash,CASH,5169.32,1.00,External_Outflow
M_002055,2020-12-10T15:04:00,USR_004_Stock,USR_003_Stock,STK_004,2432,1.00,MM_Balance
M_002055,2020-12-10T15:04:00,USR_003_Cash,USR_004_Cash,CASH,2432.00,1.00,MM_Balance
M_002054,2020-12-10T15:06:00,USR_004_Stock,USR_003_Stock,STK_002,2886,8.88,MM_Balance
M_002054,2020-12-10T15:06:00,USR_003_Cash,USR_004_Cash,CASH,25627.68,1.00,MM_Balance
M_002058,2020-12-10T15:12:00,USR_003_Stock,USR_004_Stock,STK_004,1340,1.00,MM_Balance
M_002058,2020-12-10T15:12:00,USR_004_Cash,USR_003_Cash,CASH,1340.00,1.00,MM_Balance
M_002053,2020-12-10T15:30:00,USR_003_Stock,USR_004_Stock,STK_001,1450,10385.99,MM_Balance
M_002053,2020-12-10T15:30:00,USR_004_Cash,USR_003_Cash,CASH,15059685.50,1.00,MM_Balance
M_002057,2020-12-10T15:33:00,USR_003_Stock,USR_004_Stock,STK_002,1331,8.88,MM_Balance
M_002057,2020-12-10T15:33:00,USR_004_Cash,USR_003_Cash,CASH,11819.28,1.00,MM_Balance
M_002056,2020-12-10T15:48:00,USR_004_Stock,USR_003_Stock,STK_001,1260,10385.99,MM_Balance
M_002056,2020-12-10T15:48:00,USR_003_Cash,USR_004_Cash,CASH,13086347.40,1.00,MM_Balance
