t_idx,node_idx,optimal_input_u,state_error_x
198,1,415.0205,251.3500
198,2,0.0000,65.8700
198,3,0.0000,22.4200
198,4,0.0000,80.1300
199,0,0.0000,942.1800
199,1,396.3088,244.7800
199,2,0.0000,58.2200
199,3,0.0000,79.5000
199,4,0.0000,49.2400
200,0,0.0000,928.2800
200,1,384.2762,272.1000
200,2,0.0000,89.1200
200,3,0.0000,56.8900
200,4,0.0000,54.3700
201,0,0.0000,934.6300
201,1,391.4149,258.1900
201,2,0.0000,45.3900
201,3,0.0000,79.3900
201,4,0.0000,68.0400
202,0,0.0000,939.2600
202,1,379.1244,252.1300
202,2,0.0000,69.0000
202,3,0.0000,72.4400
202,4,0.0000,49.9500
203,0,0.0000,943.3800
203,1,384.1812,252.0900
203,2,0.0000,60.5300
203,3,0.0000,58.4200
203,4,0.0000,76.5200
204,0,0.0000,935.3500
204,1,396.3885,276.2200
204,2,0.0000,59.3200
204,3,0.0000,60.9400
204,4,0.0000,91.3100
205,0,0.0000,917.5200
205,1,417.8856,259.8200
205,2,0.0000,78.1400
205,3,0.0000,39.4400
205,4,0.0000,59.7600
206,0,0.0000,924.7100
206,1,378.1751,249.0700
206,2,0.0000,56.6900
206,3,0.0000,51.0300
206,4,0.0000,66.0600
207,0,0.0000,938.1900
207,1,342.6111,274.0300
207,2,0.0000,53.8000
207,3,0.0000,107.5500
207,4,0.0000,50.8700
208,0,0.0000,943.0500
208,1,369.5416,292.9700
208,2,0.0000,78.9500
208,3,0.0000,105.6500
208,4,0.0000,51.4200
209,0,0.0000,920.4600
209,1,369.6768,289.6000
209,2,0.0000,53.5300
209,3,0.0000,66.8800
209,4,0.0000,89.6500
210,0,0.0000,922.4500
210,1,383.9159,301.7100
210,2,0.0000,83.2600
210,3,0.0000,77.9900
210,4,0.0000,62.9100
211,0,0.0000,953.6400
211,1,377.7051,275.1300
211,2,0.0000,72.6000
211,3,0.0000,57.6500
211,4,0.0000,98.5200
212,0,0.0000,937.3700
212,1,381.9924,301.2200
212,2,0.0000,89.4300
212,3,0.0000,67.0400
212,4,0.0000,82.1200
213,0,0.0000,925.5400
213,1,369.8038,296.7900
213,2,0.0000,52.3000
213,3,0.0000,97.5400
213,4,0.0000,72.4900
214,0,0.0000,937.7800
214,1,379.3193,286.1800
214,2,0.0000,70.5200
214,3,0.0000,68.7000
214,4,0.0000,84.7400
215,0,0.0000,929.6100
215,1,396.9284,284.4800
215,2,0.0000,71.0400
215,3,0.0000,72.2100
215,4,0.0000,70.8400
216,0,0.0000,930.2700
216,1,338.3220,318.7000
216,2,0.0000,96.7200
216,3,0.0000,85.5700
216,4,0.0000,66.6800
217,0,0.0000,902.7900
217,1,368.3533,330.0000
217,2,0.0000,98.2700
217,3,0.0000,60.6400
217,4,0.0000,73.8800
218,0,0.0000,903.4700
218,1,354.9944,326.0000
218,2,0.0000,86.6100
218,3,0.0000,76.9600
218,4,0.0000,65.9000
219,0,0.0000,952.4200
219,1,341.7884,329.3100
219,2,0.0000,104.3700
219,3,0.0000,96.4600
219,4,0.0000,80.9000
220,0,0.0000,893.0100
220,1,349.4050,359.7000
220,2,0.0000,103.3300
220,3,0.0000,83.8800
220,4,0.0000,65.5000
221,0,0.0000,904.1400
221,1,367.2193,340.3600
221,2,0.0000,64.5200
221,3,0.0000,102.6100
221,4,0.0000,77.3700
222,0,0.0000,947.4100
222,1,341.9848,328.0200
222,2,0.0000,97.5700
222,3,0.0000,94.4400
222,4,0.0000,83.4200
223,0,0.0000,942.7300
223,1,321.1098,347.1700
223,2,0.0000,81.1300
223,3,0.0000,119.3100
223,4,0.0000,89.4600
224,0,0.0000,934.7400
224,1,336.6918,332.8500
224,2,0.0000,71.7400
224,3,0.0000,102.3000
224,4,0.0000,93.5500
225,0,0.0000,921.8800
225,1,334.7065,346.3900
225,2,0.0000,91.1600
225,3,0.0000,91.3300
225,4,0.0000,85.7800
226,0,0.0000,896.2500
226,1,346.2265,352.4400
226,2,0.0000,82.9100
226,3,0.0000,90.7500
226,4,0.0000,75.0300
227,0,0.0000,931.8800
227,1,355.1341,335.3400
227,2,0.0000,93.6600
227,3,0.0000,94.1100
227,4,0.0000,79.4500
228,0,0.0000,929.6200
228,1,332.9837,341.7900
228,2,0.0000,88.9000
228,3,0.0000,85.1600
228,4,0.0000,97.3500
229,0,0.0000,911.8700
229,1,356.8169,340.1600
229,2,0.0000,81.3300
229,3,0.0000,78.8900
229,4,0.0000,91.8100
230,0,0.0000,941.3200
230,1,327.0968,334.0100
230,2,0.0000,93.9200
230,3,0.0000,92.9700
230,4,0.0000,88.4400
231,0,0.0000,936.0400
231,1,344.5915,337.3700
231,2,0.0000,103.1800
231,3,0.0000,83.7600
231,4,0.0000,86.4700
232,0,0.0000,923.0700
232,1,377.4883,303.7700
232,2,0.0000,93.9800
232,3,0.0000,47.5700
232,4,0.0000,85.2900
233,0,0.0000,916.8600
233,1,356.1179,309.7200
233,2,0.0000,76.2800
233,3,0.0000,67.6000
233,4,0.0000,82.7000
234,0,0.0000,931.2500
234,1,363.3394,293.1300
234,2,0.0000,52.4900
234,3,0.0000,95.8900
234,4,0.0000,76.0000
235,0,0.0000,932.5400
235,1,383.6616,311.0100
235,2,0.0000,89.6200
235,3,0.0000,73.2100
235,4,0.0000,80.7200
236,0,0.0000,950.6700
236,1,342.4910,294.3100
236,2,0.0000,98.7400
236,3,0.0000,61.9400
236,4,0.0000,84.3000
237,0,0.0000,920.5300
237,1,400.0710,294.3300
237,2,0.0000,98.7200
237,3,0.0000,52.6000
237,4,0.0000,63.5400
238,0,0.0000,923.1700
238,1,390.7537,300.4100
238,2,0.0000,70.2000
238,3,0.0000,62.8300
238,4,0.0000,90.5500
239,0,0.0000,942.5900
239,1,388.6216,272.6100
239,2,0.0000,86.1800
239,3,0.0000,44.9900
239,4,0.0000,84.0300
240,0,0.0000,921.6800
240,1,365.5346,305.6600
240,2,0.0000,78.6900
240,3,0.0000,59.5800
240,4,0.0000,89.0700
241,0,0.0000,919.3800
241,1,395.8496,282.1000
241,2,0.0000,49.2000
241,3,0.0000,73.8600
241,4,0.0000,78.4200
242,0,0.0000,965.2000
242,1,329.5429,293.5900
242,2,0.0000,98.2500
242,3,0.0000,89.5700
242,4,0.0000,70.9700
243,0,0.0000,947.2500
243,1,373.3102,281.5400
243,2,0.0000,74.2500
243,3,0.0000,82.0200
243,4,0.0000,72.5200
244,0,0.0000,945.2400
244,1,349.4850,277.5900
244,2,0.0000,65.4300
244,3,0.0000,81.5100
244,4,0.0000,75.8900
245,0,0.0000,941.4600
245,1,414.7945,263.4200
245,2,0.0000,63.4000
245,3,0.0000,74.4200
245,4,0.0000,67.0600
246,0,0.0000,931.1200
246,1,384.7943,278.3200
246,2,0.0000,91.0400
246,3,0.0000,47.3500
246,4,0.0000,71.0500
247,0,0.0000,906.1400
247,1,396.4725,281.6000
247,2,0.0000,94.7600
247,3,0.0000,38.3700
247,4,0.0000,54.6100
248,0,0.0000,930.3400
248,1,386.4482,290.5000
248,2,0.0000,60.5700
248,3,0.0000,97.0800
248,4,0.0000,63.1900
249,0,0.0000,912.5000
249,1,385.9655,292.5600
249,2,0.0000,69.5700
249,3,0.0000,55.0900
249,4,0.0000,80.4000
250,0,0.0000,929.5000
250,1,368.8955,297.8500
250,2,0.0000,74.3200
250,3,0.0000,61.4700
250,4,0.0000,91.5600
251,0,0.0000,924.8000
251,1,374.4731,288.4400
251,2,0.0000,62.5800
251,3,0.0000,92.1300
251,4,0.0000,58.5300
252,0,0.0000,920.8000
252,1,353.3156,319.8500
252,2,0.0000,92.4300
252,3,0.0000,74.5200
252,4,0.0000,73.7000
253,0,0.0000,924.0000
253,1,369.5712,332.3300
253,2,0.0000,86.9500
253,3,0.0000,81.7400
253,4,0.0000,87.6400
254,0,0.0000,934.1100
254,1,343.8959,317.4300
254,2,0.0000,84.9600
254,3,0.0000,82.9900
254,4,0.0000,83.5900
255,0,0.0000,922.9700
255,1,354.1495,342.3400
255,2,0.0000,102.5500
255,3,0.0000,64.5600
255,4,0.0000,98.2000
256,0,0.0000,896.3700
256,1,349.0782,353.0700
256,2,0.0000,88.6000
256,3,0.0000,93.1000
256,4,0.0000,67.7400
257,0,0.0000,883.1700
257,1,317.8625,385.9200
257,2,0.0000,88.5500
257,3,0.0000,94.5800
257,4,0.0000,85.9600
258,0,0.0000,915.4500
258,1,329.0356,378.8600
258,2,0.0000,89.8100
258,3,0.0000,80.8900
258,4,0.0000,123.6100
259,0,0.0000,909.2700
259,1,299.3512,398.5600
259,2,0.0000,116.4000
259,3,0.0000,101.0900
259,4,0.0000,90.3400
260,0,0.0000,914.0400
260,1,299.7330,409.5700
260,2,0.0000,102.1000
260,3,0.0000,103.4200
260,4,0.0000,118.0900
261,0,0.0000,897.8700
261,1,289.7072,450.9300
261,2,0.0000,132.9800
261,3,0.0000,111.3700
261,4,0.0000,104.4500
262,0,0.0000,913.1000
262,1,290.3006,428.7800
262,2,0.0000,109.2300
262,3,0.0000,135.9000
262,4,0.0000,96.7500
263,0,0.0000,879.2400
263,1,301.8532,450.4500
263,2,0.0000,107.4700
263,3,0.0000,121.8800
263,4,0.0000,100.3400
264,0,0.0000,879.7600
264,1,279.5748,472.9100
264,2,0.0000,122.7900
264,3,0.0000,120.5900
264,4,0.0000,109.2900
265,0,0.0000,893.9200
265,1,277.8371,480.0700
265,2,0.0000,93.7200
265,3,0.0000,143.2800
265,4,0.0000,136.9900
266,0,0.0000,872.2400
266,1,272.4223,485.8000
266,2,0.0000,119.8100
266,3,0.0000,144.7400
266,4,0.0000,93.4900
267,0,0.0000,870.8800
267,1,262.7921,520.0700
267,2,0.0000,146.6200
267,3,0.0000,132.2700
267,4,0.0000,112.0600
268,0,0.0000,886.2400
268,1,249.5395,525.4400
268,2,0.0000,147.6200
268,3,0.0000,144.2200
268,4,0.0000,119.8400
269,0,0.0000,862.2100
269,1,256.3423,518.7200
269,2,0.0000,136.5000
269,3,0.0000,142.6700
269,4,0.0000,101.7600
270,0,0.0000,862.9600
270,1,244.7101,558.2900
270,2,0.0000,133.3900
270,3,0.0000,138.4500
270,4,0.0000,149.4100
271,0,0.0000,889.5400
271,1,257.7734,515.9300
271,2,0.0000,157.3900
271,3,0.0000,115.3600
271,4,0.0000,132.7200
272,0,0.0000,856.4800
272,1,231.3094,571.9900
272,2,0.0000,124.5300
272,3,0.0000,133.7600
272,4,0.0000,170.1800
273,0,0.0000,828.2700
273,1,262.4993,556.9600
273,2,0.0000,115.9800
273,3,0.0000,128.8100
273,4,0.0000,140.4400
274,0,0.0000,866.7300
274,1,222.7656,565.6000
274,2,0.0000,137.9400
274,3,0.0000,156.9000
274,4,0.0000,137.4900
275,0,0.0000,868.8200
275,1,238.0047,572.1700
275,2,0.0000,144.1900
275,3,0.0000,151.9300
275,4,0.0000,144.8700
276,0,0.0000,859.4800
276,1,249.6170,557.5100
276,2,0.0000,127.0600
276,3,0.0000,135.2800
276,4,0.0000,154.6500
277,0,0.0000,852.6900
277,1,236.7284,554.5600
277,2,0.0000,123.1200
277,3,0.0000,150.8100
277,4,0.0000,133.3200
278,0,0.0000,826.6800
278,1,244.3176,555.4200
278,2,0.0000,154.3200
278,3,0.0000,111.2600
278,4,0.0000,116.5200
279,0,0.0000,870.3900
279,1,235.5438,568.2600
279,2,0.0000,163.0200
279,3,0.0000,137.8600
279,4,0.0000,137.7700
280,0,0.0000,841.2600
280,1,233.6990,556.6100
280,2,0.0000,128.9800
280,3,0.0000,130.6500
280,4,0.0000,138.2400
281,0,0.0000,897.8300
281,1,240.3780,526.9200
281,2,0.0000,143.8600
281,3,0.0000,156.7500
281,4,0.0000,124.1400
282,0,0.0000,841.9700
282,1,260.3497,537.5800
282,2,0.0000,133.3100
282,3,0.0000,117.2000
282,4,0.0000,129.0400
283,0,0.0000,847.8900
283,1,265.3094,535.5800
283,2,0.0000,109.2000
283,3,0.0000,126.9600
283,4,0.0000,147.3100
284,0,0.0000,865.5700
284,1,264.0549,522.9400
284,2,0.0000,139.3000
284,3,0.0000,100.1900
284,4,0.0000,149.0200
285,0,0.0000,868.8100
285,1,262.2420,532.1400
285,2,0.0000,122.0300
285,3,0.0000,158.3900
285,4,0.0000,120.5300
286,0,0.0000,889.4200
286,1,268.0678,511.7100
286,2,0.0000,134.1000
286,3,0.0000,148.4700
286,4,0.0000,118.5600
287,0,0.0000,880.0800
287,1,268.7698,501.4800
287,2,0.0000,132.0800
287,3,0.0000,134.9800
287,4,0.0000,114.5000
288,0,0.0000,863.5200
288,1,284.5714,503.2700
288,2,0.0000,141.7900
288,3,0.0000,132.8100
288,4,0.0000,92.1900
289,0,0.0000,873.8100
289,1,304.5311,470.7200
289,2,0.0000,112.6400
289,3,0.0000,123.3100
289,4,0.0000,108.5800
290,0,0.0000,911.9100
290,1,278.6719,457.8300
290,2,0.0000,120.5500
290,3,0.0000,137.8100
290,4,0.0000,111.3800
291,0,0.0000,875.7900
291,1,300.0988,453.9100
291,2,0.0000,102.0500
291,3,0.0000,106.1500
291,4,0.0000,121.5000
292,0,0.0000,877.5200
292,1,292.6096,452.6600
292,2,0.0000,130.5900
292,3,0.0000,78.3300
292,4,0.0000,121.2600
293,0,0.0000,895.0500
293,1,306.5920,418.4600
293,2,0.0000,110.3600
293,3,0.0000,88.6300
293,4,0.0000,114.5200
294,0,0.0000,911.3600
294,1,286.1788,439.8000
294,2,0.0000,102.0800
294,3,0.0000,99.7100
294,4,0.0000,149.3700
295,0,0.0000,879.9000
295,1,307.2186,424.6300
295,2,0.0000,119.0700
295,3,0.0000,102.2100
295,4,0.0000,83.2500
296,0,0.0000,871.2100
296,1,322.2891,407.5400
296,2,0.0000,83.7100
296,3,0.0000,91.2700
296,4,0.0000,103.7700
297,0,0.0000,882.1800
297,1,312.6869,417.3100
297,2,0.0000,91.8900
297,3,0.0000,76.8700
297,4,0.0000,130.7300
298,0,0.0000,907.7000
298,1,351.7140,372.4100
298,2,0.0000,92.5500
298,3,0.0000,95.6800
298,4,0.0000,91.8800
299,0,0.0000,882.5300
299,1,334.8420,396.0500
299,2,0.0000,74.0500
299,3,0.0000,105.2300
299,4,0.0000,99.3000
