t_idx,node_idx,local_internal_energy_u,local_entropy_s,local_temperature_t,local_grad_t
112,3,747.1500,1.9987,14.8025,-6.3489
112,4,750.6300,1.9989,10.3725,15.8011
113,0,802.1000,1.9985,13.7954,0.0586
113,1,800.7400,1.9982,14.7833,-4.8809
113,2,802.0700,1.9961,13.6100,0.9853
113,3,807.6800,1.9964,14.6723,-4.3262
113,4,824.7300,1.9994,12.1745,8.1632
114,0,814.4100,1.9987,13.8702,-5.4618
114,1,808.2400,1.9989,13.1485,-1.8533
114,2,817.1500,1.9991,9.6893,15.4425
114,3,831.2400,1.9991,14.4520,-8.3708
114,4,823.7200,1.9991,12.7291,0.2435
115,0,839.4000,1.9991,13.8031,-4.7816
115,1,847.0400,1.9969,13.2677,-2.1045
115,2,814.6100,1.9990,11.6796,5.8358
115,3,867.5700,1.9989,13.3177,-2.3545
115,4,845.2200,1.9982,12.1658,3.4048
116,0,856.9300,1.9983,14.2436,-4.3948
116,1,860.9500,1.9990,13.3493,0.0768
116,2,845.7500,1.9968,13.1060,1.2933
116,3,841.3500,2.0000,13.9554,-2.9540
116,4,841.3200,1.9994,12.1689,5.9787
117,0,825.1700,1.9990,14.2398,1.0554
117,1,858.9700,1.9969,13.7615,3.4469
117,2,851.9300,1.9996,15.7937,-6.7139
117,3,834.6000,1.9997,16.3292,-9.3915
117,4,848.3700,1.9983,12.1303,11.6031
118,0,883.8600,1.9984,14.0725,4.3384
118,1,874.3900,1.9971,15.1800,-1.1988
118,2,871.6700,1.9983,15.6147,-3.3725
118,3,845.4100,1.9986,16.3139,-6.8683
118,4,841.2500,1.9993,13.5200,7.1011
119,0,879.3700,1.9987,14.9017,1.2303
119,1,867.3300,1.9973,15.4896,-1.7089
119,2,873.0500,1.9987,15.5812,-2.1671
119,3,897.4500,2.0000,16.2552,-5.5369
119,4,897.2200,1.9993,13.5112,8.1827
120,0,878.0700,1.9992,16.6025,-10.7691
120,1,871.0200,1.9998,14.8523,-2.0178
120,2,884.0800,1.9992,15.4417,-4.9648
120,3,863.9300,1.9990,11.1750,16.3683
120,4,904.8000,1.9994,14.1720,1.3834
121,0,873.5800,1.9995,16.1796,-6.5491
121,1,862.1300,1.9995,15.8616,-4.9594
121,2,910.5600,1.9991,15.6109,-3.7055
121,3,883.9600,1.9994,12.9048,9.8248
121,4,867.7100,1.9980,13.7919,5.3892
122,0,898.6200,1.9995,17.3569,-8.3342
122,1,883.7800,1.9984,16.8604,-5.8516
122,2,915.1200,1.9980,16.4589,-3.8441
122,3,904.9200,1.9979,12.6810,15.0454
122,4,899.6400,1.9975,15.0931,2.9845
123,0,899.4300,1.9982,16.9888,-4.4376
123,1,917.5600,1.9992,18.3655,-11.3211
123,2,891.0800,1.9989,16.0625,0.1938
123,3,898.7300,1.9984,13.3791,13.6105
123,4,866.8400,1.9997,15.7103,1.9545
124,0,909.9200,1.9993,17.5940,-6.6488
124,1,898.2900,1.9977,19.0162,-13.7599
124,2,916.0500,1.9976,15.6297,3.1729
124,3,935.4700,1.9974,13.3844,14.3991
124,4,923.0700,1.9987,15.6969,2.8367
125,0,907.9300,1.9998,15.6124,2.0215
125,1,891.3900,1.9996,18.9167,-14.5000
125,2,906.8800,1.9980,16.7096,-3.4648
125,3,911.5100,1.9981,13.3185,13.4910
125,4,897.2100,1.9976,15.5262,2.4523
126,0,872.0200,1.9989,14.6508,3.1798
126,1,878.0800,1.9995,18.9144,-18.1382
126,2,893.2200,1.9989,16.6592,-6.8623
126,3,886.0300,1.9996,13.5125,8.8711
126,4,871.3300,1.9978,12.6968,12.9497
127,0,885.2300,1.9973,15.2919,0.3971
127,1,866.4000,1.9973,19.9490,-22.8884
127,2,883.2400,1.9978,15.7474,-1.8808
127,3,907.0500,1.9985,13.2526,10.5933
127,4,865.7200,1.9991,12.6155,13.7788
128,0,867.2000,1.9979,15.2861,0.4104
128,1,856.1300,1.9989,20.0252,-23.2852
128,2,876.1800,1.9968,14.3645,5.0186
128,3,875.2600,1.9994,15.5887,-1.1023
128,4,884.1300,1.9977,11.5765,18.9586
129,0,869.5500,1.9976,14.0453,4.4839
129,1,851.2900,1.9964,19.7715,-24.1474
129,2,891.9200,1.9997,13.8896,5.2622
129,3,890.1100,1.9983,15.5309,-2.9443
129,4,859.1700,1.9978,11.4729,17.3456
130,0,870.7300,1.9977,14.1275,-0.0567
130,1,854.3700,1.9989,19.1442,-25.1398
130,2,879.7600,1.9998,12.8992,6.0849
130,3,877.7500,1.9996,13.2783,4.1895
130,4,870.7500,1.9972,11.1318,14.9220
131,0,875.8700,1.9978,14.3868,3.5869
131,1,878.8100,1.9990,19.6095,-22.5264
131,2,868.3300,1.9976,13.1181,9.9304
131,3,880.9300,1.9989,13.8443,6.2993
131,4,863.8800,1.9976,14.5622,2.7098
132,0,832.7700,1.9973,12.9295,9.3373
132,1,848.2000,1.9997,19.0097,-21.0636
132,2,831.9200,1.9988,13.1276,8.3468
132,3,863.4500,1.9986,14.3333,2.3182
132,4,867.5000,1.9994,14.5847,1.0614
133,0,853.7700,1.9980,9.5075,19.5033
133,1,841.9200,1.9972,16.2354,-14.1360
133,2,835.5400,1.9993,13.1470,1.3057
133,3,849.1100,1.9983,14.6547,-6.2329
133,4,866.7800,1.9978,13.4962,-0.4401
134,0,837.9600,1.9975,9.4988,14.0840
134,1,830.8400,1.9967,13.2680,-4.7620
134,2,833.6200,1.9975,13.0529,-3.6868
134,3,812.7300,1.9991,12.3501,-0.1727
134,4,830.4500,1.9996,13.4081,-5.4625
135,0,830.1300,1.9983,8.1858,16.1561
135,1,812.8300,1.9974,12.8612,-7.2211
135,2,830.1000,1.9979,11.7966,-1.8984
135,3,862.8400,1.9995,13.1208,-8.5190
135,4,832.8800,1.9994,11.1205,1.4824
136,0,829.1700,1.9993,10.6958,6.7960
136,1,828.6300,1.9975,14.1070,-10.2598
136,2,804.3400,1.9971,11.9462,0.5439
136,3,826.6200,1.9974,12.8920,-4.1848
136,4,815.9600,1.9991,10.6341,7.1047
137,0,822.3300,1.9996,11.6144,12.8407
137,1,835.9500,1.9974,14.6792,-2.4832
137,2,825.2500,1.9993,17.9385,-18.7797
137,3,827.1200,1.9961,14.4546,-1.3601
137,4,815.9900,1.9978,12.2261,9.7823
138,0,838.5800,1.9989,15.2397,-1.7934
138,1,817.0600,1.9967,15.6447,-3.8186
138,2,820.4800,1.9990,16.9810,-10.5001
138,3,798.5900,1.9959,14.3302,2.7537
138,4,806.1100,1.9980,12.2093,13.3584
139,0,813.0800,1.9975,14.8592,-0.5656
139,1,821.9800,1.9991,14.8227,-0.3830
139,2,804.1900,1.9979,17.8127,-15.3329
139,3,791.8100,1.9990,13.9049,4.2059
139,4,816.1400,1.9979,12.3310,12.0755
140,0,810.0500,1.9998,16.6879,-5.4940
140,1,804.2700,1.9974,14.8428,3.7318
140,2,809.1900,1.9978,18.4549,-14.3287
140,3,799.0000,1.9993,14.0271,7.8100
140,4,787.3500,1.9967,13.9330,8.2809
141,0,800.7200,1.9986,19.5193,-17.5028
141,1,820.3800,1.9951,15.4158,3.0145
141,2,804.3100,1.9981,17.3474,-6.6432
141,3,824.8500,1.9989,10.8871,25.6579
141,4,829.9400,1.9964,16.9240,-4.5264
142,0,821.7900,1.9971,19.8563,-18.8575
142,1,779.8700,1.9986,15.4062,3.3927
142,2,821.5400,1.9974,17.4464,-6.8083
142,3,782.0300,1.9999,10.7898,26.4746
142,4,812.5100,1.9970,16.9251,-4.2015
143,0,816.0400,1.9991,20.0130,-17.4446
143,1,826.4900,1.9975,17.2679,-3.7196
143,2,827.3600,1.9997,17.5274,-5.0168
143,3,836.3900,1.9986,10.8719,28.2606
143,4,835.5400,1.9989,16.9399,-2.0795
144,0,827.9300,1.9977,20.0190,-20.0829
144,1,846.4900,1.9968,16.6488,-3.2318
144,2,835.5600,1.9967,18.7550,-13.7629
144,3,864.2500,1.9984,10.9495,25.2649
144,4,841.7100,1.9958,13.6399,11.8127
145,0,866.1500,1.9990,20.4295,-20.1982
145,1,841.7700,1.9985,16.4487,-0.2939
145,2,839.4100,1.9965,19.4979,-15.5399
145,3,861.4900,1.9980,10.3028,30.4352
145,4,871.7400,1.9989,15.2705,5.5968
146,0,821.8200,1.9993,20.2508,-16.9253
146,1,842.8800,1.9966,17.1099,-1.2209
146,2,885.3700,1.9987,19.3681,-12.5116
146,3,847.5000,1.9971,10.6293,31.1821
146,4,864.6500,1.9988,16.9706,-0.5243
147,0,862.8800,1.9976,20.2310,-14.8832
147,1,875.0800,1.9967,17.7874,-2.6651
147,2,868.4700,1.9975,19.9896,-13.6762
147,3,871.3800,1.9983,11.0836,30.8537
147,4,861.4100,1.9989,17.1802,0.3708
148,0,884.8800,1.9974,21.7605,-18.1004
148,1,900.8800,1.9961,18.2275,-0.4357
148,2,888.7300,1.9980,20.0686,-9.6411
148,3,916.9700,1.9980,13.4331,23.5365
148,4,878.2800,1.9968,17.2123,4.6406
149,0,891.5100,1.9979,21.0200,-13.2165
149,1,863.5600,1.9995,16.3704,10.0314
149,2,862.9800,1.9994,21.4239,-15.2362
149,3,897.6900,1.9993,15.7613,13.0766
149,4,875.5200,1.9993,17.3077,5.3448
150,0,804.8900,1.6828,35.1226,69.4180
150,1,465.8600,1.9981,113.3313,-321.6257
150,2,814.5600,1.6719,39.0028,50.0166
150,3,785.6600,1.6767,27.9502,105.2796
150,4,768.7500,1.6813,29.6239,96.9115
151,0,791.7900,1.6836,41.0034,115.4621
151,1,468.1900,1.9987,153.7526,-448.2838
151,2,795.8100,1.6824,46.2650,89.1541
151,3,808.1300,1.6722,37.7720,131.6190
151,4,799.7200,1.6803,41.6861,112.0487
152,0,794.4500,1.6831,46.5204,142.5009
152,1,481.6800,1.9981,181.9999,-534.8966
152,2,814.8600,1.6782,51.7465,116.3703
152,3,806.9900,1.6789,44.7090,151.5580
152,4,829.2200,1.6805,50.1271,124.4674
153,0,855.8100,1.6763,55.6846,137.6314
153,1,496.7700,1.9990,203.2233,-600.0618
153,2,850.5300,1.6769,54.4842,143.6335
153,3,840.9100,1.6757,46.6263,182.9231
153,4,856.8200,1.6852,56.0362,135.8738
154,0,891.8300,1.6813,56.9964,159.7252
154,1,518.7400,1.9987,218.2743,-646.6641
154,2,895.8600,1.6715,57.0222,159.5963
154,3,895.9200,1.6719,51.9648,184.8833
154,4,891.1300,1.6832,60.4496,142.4593
155,0,887.2600,1.6727,57.3611,176.8283
155,1,512.6300,2.0000,226.8569,-670.6507
155,2,901.5100,1.6821,61.1810,157.7287
155,3,891.1900,1.6798,58.8253,169.5074
155,4,882.1300,1.6786,59.4095,166.5863
156,0,884.3500,1.6819,59.7050,168.0706
156,1,526.9600,2.0000,228.5043,-675.9259
156,2,874.0100,1.6755,60.6614,163.2886
156,3,896.2100,1.6794,58.7601,172.7949
156,4,908.7700,1.6741,58.9648,171.7718
157,0,911.6400,1.6834,60.5514,159.4811
157,1,536.0300,1.9991,226.2421,-668.9724
157,2,925.5500,1.6722,57.0154,177.1611
157,3,947.2600,1.6754,60.8132,158.1719
157,4,909.7200,1.6743,57.6159,174.1583
158,0,961.3700,1.6796,57.5903,158.6777
158,1,538.5700,1.9996,218.5336,-646.0386
158,2,917.7000,1.6831,53.4774,179.2423
158,3,936.5300,1.6821,60.4897,144.1807
158,4,928.3300,1.6787,56.5383,163.9379
159,0,930.9700,1.6811,55.3800,135.6838
159,1,565.0100,1.9989,201.3021,-593.9266
159,2,960.0700,1.6762,51.4625,155.2711
159,3,932.7700,1.6813,55.3862,135.6526
159,4,961.1400,1.6768,49.0529,167.3191
160,0,956.4600,1.6812,51.0149,105.3138
160,1,565.5500,1.9977,174.8398,-513.8108
160,2,966.0300,1.6789,42.3426,148.6751
160,3,963.1900,1.6811,48.0805,119.9855
160,4,947.8300,1.6790,44.1103,139.8365
161,0,989.0800,1.6754,37.5283,90.3427
161,1,574.7300,1.9993,132.7087,-385.5594
161,2,966.1200,1.6763,27.9292,138.3383
161,3,983.9300,1.6738,45.1960,52.0040
161,4,1000.6600,1.6823,34.6219,104.8744
162,0,995.1700,1.6835,14.4549,36.9970
162,1,611.6600,1.9998,38.5710,-83.5832
162,2,1001.4500,1.6796,15.4562,31.9907
162,3,991.7500,1.6752,20.1706,8.4185
162,4,982.9700,1.6834,20.6189,6.1771
163,0,1001.4900,1.6810,14.3213,40.0139
163,1,614.4700,1.9997,40.3147,-89.9533
163,2,992.7900,1.6830,17.0984,26.1286
163,3,989.2500,1.6753,18.0095,21.5728
163,4,991.4200,1.6844,21.8765,2.2379
164,0,999.7900,1.6765,12.5593,46.1763
164,1,595.7000,1.9992,37.5961,-79.0078
164,2,1009.5900,1.6811,16.6724,25.6109
164,3,1008.0200,1.6822,17.4442,21.7516
164,4,1032.6800,1.6769,24.7008,-14.5309
165,0,1017.8400,1.6768,12.2717,44.7750
165,1,611.9000,1.9993,36.1436,-74.5845
165,2,1005.0000,1.6784,16.0895,25.6856
165,3,1020.1500,1.6737,16.6848,22.7095
165,4,1018.0100,1.6816,24.9438,-18.5857
166,0,1026.5800,1.6750,12.1591,32.9230
166,1,598.2200,1.9983,33.3013,-72.7880
166,2,1014.6800,1.6741,13.2214,27.6114
166,3,998.5600,1.6823,10.2729,42.3540
166,4,1007.1800,1.6784,24.7638,-30.1004
167,0,1016.6300,1.6801,11.8976,32.6106
167,1,607.8700,1.9996,32.1440,-68.6216
167,2,1046.4700,1.6814,12.3868,30.1644
167,3,1034.0200,1.6735,10.2528,40.8346
167,4,1026.0100,1.6770,25.4173,-34.9880
168,0,1019.1200,1.6827,10.6702,28.4898
168,1,604.6000,1.9985,28.4031,-60.1749
168,2,1031.2000,1.6728,12.4271,19.7055
168,3,1030.5900,1.6740,9.4130,34.7758
168,4,1006.2300,1.6815,20.9274,-22.7962
169,0,1019.1000,1.6809,10.5936,27.4623
169,1,600.3800,1.9993,25.0000,-44.5697
169,2,1008.6100,1.6740,12.3116,18.8722
169,3,1006.0800,1.6790,12.5228,17.8162
169,4,995.3500,1.6802,20.0022,-19.5810
170,0,1003.2300,1.6796,11.7759,16.7502
170,1,603.2200,1.9983,21.4959,-31.8494
170,2,1021.3200,1.6808,10.9374,20.9430
170,3,992.4500,1.6805,12.4241,13.5096
170,4,997.9800,1.6754,18.9967,-19.3534
171,0,977.2600,1.6833,11.9278,7.1668
171,1,603.4000,1.9992,15.4952,-10.6703
171,2,984.7400,1.6819,11.0680,11.4656
171,3,993.4200,1.6764,12.5956,3.8277
171,4,1009.9200,1.6819,15.7191,-11.7898
172,0,1018.8800,1.6748,12.2672,2.1304
172,1,607.3600,1.9995,13.3015,-3.0414
172,2,995.5500,1.6741,10.9060,8.9360
172,3,1023.3500,1.6743,11.8279,4.3265
172,4,986.8000,1.6809,15.1635,-12.3515
173,0,999.8700,1.6763,11.8255,-0.0576
173,1,590.1500,1.9975,9.7198,10.4708
173,2,967.1300,1.6767,11.0852,3.6441
173,3,1001.1500,1.6795,11.9627,-0.7436
173,4,984.6800,1.6838,14.4767,-13.3137
174,0,982.7500,1.6788,10.8971,1.1870
174,1,571.2400,1.9996,10.2544,4.4008
174,2,987.0000,1.6765,7.2705,19.3203
174,3,988.1300,1.6734,12.5644,-7.1495
174,4,972.2600,1.6740,14.6862,-17.7585
175,0,942.0100,1.6855,10.7745,5.6455
175,1,567.4400,1.9993,13.0085,-5.5246
175,2,915.3100,1.6847,9.2236,13.4001
175,3,940.1700,1.6825,12.3857,-2.4106
175,4,949.1500,1.6744,14.1257,-11.1105
176,0,929.6500,1.6824,10.6246,9.0546
176,1,558.7100,1.9982,15.3611,-14.6281
176,2,940.8500,1.6791,8.4390,19.9826
176,3,938.0500,1.6810,11.5564,4.3953
176,4,924.8200,1.6745,16.1964,-18.8044
177,0,925.2700,1.6840,7.7451,26.3241
177,1,526.7400,1.9987,22.5794,-47.8471
177,2,902.7700,1.6744,9.2344,18.8780
177,3,933.4800,1.6756,12.6342,1.8786
177,4,934.7400,1.6729,12.8567,0.7664
178,0,905.7300,1.6819,9.7031,20.5260
178,1,537.7800,1.9984,24.6255,-54.0860
178,2,921.7100,1.6714,9.5854,21.1143
178,3,900.3900,1.6778,12.7799,5.1416
178,4,885.5900,1.6831,12.3475,7.3041
179,0,897.3400,1.6790,9.9456,27.0391
179,1,538.4700,1.9986,26.4707,-55.5864
179,2,897.3200,1.6826,10.2655,25.4397
179,3,883.1600,1.6813,12.7643,12.9455
179,4,869.8300,1.6803,17.3210,-9.8379
180,0,840.0900,1.6820,10.9857,26.0388
180,1,516.8400,1.9990,28.9048,-63.5566
180,2,857.4700,1.6766,11.2213,24.8608
180,3,861.9300,1.6784,12.8449,16.7428
180,4,857.6500,1.6758,17.0106,-4.0857
181,0,826.4600,1.6741,16.7155,12.0300
181,1,469.3900,1.9986,36.7918,-88.3517
181,2,803.4000,1.6753,12.6077,32.5690
181,3,840.8000,1.6792,13.5866,27.6746
181,4,805.0900,1.6823,15.9058,16.0782
182,0,809.9100,1.6796,19.6906,1.1990
182,1,475.6300,1.9984,40.5760,-103.2279
182,2,823.9700,1.6816,12.7414,35.9450
182,3,810.3300,1.6737,9.8124,50.5899
182,4,798.2600,1.6779,16.8316,15.4940
183,0,789.0900,1.6803,20.7587,-0.0302
183,1,470.2900,1.9998,42.2789,-107.6311
183,2,775.1000,1.6732,13.8089,34.7188
183,3,759.4000,1.6767,10.0640,53.4437
183,4,769.3600,1.6810,16.8530,19.4988
184,0,719.5100,1.6763,21.2923,5.2866
184,1,429.5900,1.9968,46.8204,-122.3536
184,2,732.8800,1.6810,16.1056,31.2203
184,3,721.1700,1.6862,11.5483,54.0067
184,4,728.8900,1.6750,15.9817,31.8399
185,0,682.8100,1.6848,20.1104,15.1871
185,1,418.5900,1.9988,48.5959,-127.2403
185,2,726.8900,1.6816,18.8123,21.6775
185,3,708.8000,1.6788,12.3390,54.0439
185,4,744.7900,1.6773,15.8815,36.3318
186,0,700.1400,1.6719,21.4601,11.7818
186,1,419.9600,1.9982,48.7865,-124.8498
186,2,678.3800,1.6863,17.6021,31.0721
186,3,708.8700,1.6705,16.0748,38.7083
186,4,674.4900,1.6886,15.1590,43.2876
187,0,680.0500,1.6692,21.6026,16.0884
187,1,387.3800,1.9984,51.6093,-133.9448
187,2,681.7000,1.6779,19.8390,24.9065
187,3,670.3400,1.6733,16.8412,39.8958
187,4,674.7500,1.6703,14.2095,53.0541
188,0,618.9700,1.6840,20.1254,30.8357
188,1,373.6500,1.9975,53.7654,-137.3642
188,2,623.3100,1.6795,23.5494,13.7159
188,3,615.8200,1.6780,21.2757,25.0842
188,4,629.3700,1.6895,12.7469,67.7284
189,0,616.6000,1.6834,18.1846,42.1910
189,1,355.3000,1.9991,55.5275,-144.5235
189,2,624.5000,1.6737,22.1454,22.3869
189,3,625.4200,1.6823,22.8094,19.0668
189,4,608.6200,1.6867,14.4470,60.8788
190,0,572.1600,1.6721,16.9656,48.9535
190,1,367.3900,1.9975,55.6788,-144.6125
190,2,586.9900,1.6776,22.3527,22.0180
190,3,597.4400,1.6725,22.6992,20.2857
190,4,598.0400,1.6785,16.0852,53.3553
191,0,562.7700,1.6818,19.6563,39.4393
191,1,321.1200,1.9966,57.1955,-148.2566
191,2,566.2500,1.6757,21.5630,29.9056
191,3,547.5800,1.6777,24.3283,16.0793
191,4,567.5600,1.6821,14.9777,62.8325
192,0,535.5700,1.6832,16.0927,49.8048
192,1,309.5100,1.9962,55.7023,-148.2437
192,2,533.8400,1.6840,17.3640,43.4481
192,3,536.9800,1.6756,24.5358,7.5893
192,4,559.7200,1.6704,16.5733,47.4015
193,0,536.8500,1.6884,13.2792,62.7435
193,1,295.9600,1.9927,54.0668,-141.1943
193,2,518.2900,1.6706,17.5852,41.2133
193,3,523.3500,1.6858,22.0409,18.9349
193,4,525.3900,1.6723,22.1674,18.3025
194,0,522.5800,1.6701,14.1188,61.2709
194,1,302.8100,1.9999,54.0306,-138.2880
194,2,538.0400,1.6821,16.9963,46.8832
194,3,511.3800,1.6838,20.8523,27.6032
194,4,527.0300,1.6752,25.8668,2.5308
195,0,480.3100,1.6816,14.5473,57.0810
195,1,271.1200,1.9988,53.8919,-139.6424
195,2,502.5100,1.6726,14.8102,55.7663
195,3,470.1100,1.6875,19.8644,30.4953
195,4,498.0300,1.6821,26.7035,-3.7002
196,0,484.2500,1.6803,14.2663,48.5727
196,1,297.2500,1.9984,47.4722,-117.4567
196,2,493.0000,1.6726,15.3880,42.9646
196,3,491.7900,1.6785,18.0084,29.8622
196,4,475.6900,1.6728,24.7694,-3.9428
197,0,464.1100,1.6721,14.8440,42.4806
197,1,281.2200,1.9942,44.9960,-108.2793
197,2,434.2200,1.6824,16.3668,34.8665
197,3,474.8300,1.6631,16.6354,33.5239
197,4,466.2000,1.6840,23.8585,-2.5918
198,0,484.5700,1.6630,12.8860,50.7402
198,1,278.0300,1.9951,42.0530,-95.0951
198,2,459.9700,1.6733,16.3122,33.6090
198,3,449.5600,1.6762,20.5771,12.2847
198,4,491.4900,1.6806,23.3418,-1.5388
199,0,453.7400,1.6816,13.8926,35.2724
199,1,269.2800,1.9988,36.1708,-76.1186
199,2,458.8800,1.6672,11.5819,46.8262
199,3,460.8600,1.6736,20.4878,2.2965
199,4,466.7800,1.6664,22.6024,-8.2765
200,0,459.5600,1.6705,13.9192,28.1728
200,1,298.4000,1.9995,30.7262,-55.8619
200,2,472.6400,1.6760,13.1995,31.7715
200,3,453.4700,1.6830,18.8802,3.3677
200,4,476.7100,1.6805,21.0438,-7.4501
201,0,437.7100,1.6738,12.8945,23.5224
201,1,282.7300,1.9956,26.3095,-43.5527
201,2,447.4700,1.6795,14.2425,16.7821
201,3,476.2100,1.6644,19.1590,-7.8003
201,4,452.0600,1.6764,15.3893,11.0485
202,0,466.6000,1.6705,12.4480,21.7852
202,1,278.2100,1.9975,23.3256,-32.6029
202,2,477.9400,1.6761,13.6636,15.7068
202,3,464.8000,1.6743,19.2007,-11.9785
202,4,476.9900,1.6824,15.3871,7.0893
203,0,442.9800,1.6774,12.7327,7.6076
203,1,276.4900,1.9987,13.4091,4.2256
203,2,470.3500,1.6607,13.0957,5.7924
203,3,459.2600,1.6646,16.5113,-11.2858
203,4,426.6800,1.6835,15.5221,-6.3397
204,0,497.0500,1.6710,11.8670,8.6808
204,1,301.6400,1.9991,11.9146,8.4428
204,2,466.9600,1.6755,11.3829,11.1015
204,3,465.8200,1.6686,16.5376,-14.6724
204,4,467.4500,1.6763,16.3137,-13.5527
205,0,481.7400,1.6642,12.1158,8.5554
205,1,287.1200,1.9982,10.7795,15.2370
205,2,459.2600,1.6878,12.0867,8.7011
205,3,455.5800,1.6812,17.8146,-19.9383
205,4,483.4800,1.6676,16.3379,-12.5552
206,0,486.4700,1.6891,8.3443,22.9585
206,1,279.3100,1.9920,10.9576,9.8920
206,2,517.8700,1.6818,12.1823,3.7684
206,3,496.1500,1.6776,18.0471,-25.5553
206,4,514.7400,1.6778,15.1487,-11.0636
207,0,459.5500,1.6802,8.5267,22.3745
207,1,302.9900,1.9937,11.0418,9.7990
207,2,490.1200,1.6698,12.0685,4.6659
207,3,490.8900,1.6944,19.8150,-34.0669
207,4,487.3700,1.6774,13.5561,-2.7724
208,0,495.1100,1.6749,9.0130,27.0742
208,1,322.4300,1.9984,13.3297,5.4911
208,2,508.1100,1.6801,12.9805,7.2370
208,3,521.7900,1.6756,22.6922,-41.3217
208,4,487.6400,1.6841,14.1240,1.5194
209,0,520.8400,1.6778,9.3659,27.8036
209,1,320.0400,1.9980,15.1100,-0.9169
209,2,536.2900,1.6788,12.4790,12.2378
209,3,522.1600,1.6701,22.6920,-38.8268
209,4,520.3100,1.6854,14.9862,-0.2978
210,0,524.9700,1.6789,9.5331,29.7533
210,1,330.8700,1.9985,17.9367,-12.2648
210,2,516.6200,1.6748,12.7233,13.8024
210,3,530.6700,1.6744,22.8850,-37.0064
210,4,513.7900,1.6826,14.3406,5.7155
211,0,530.4600,1.6700,10.2927,24.7526
211,1,304.7700,1.9984,17.4288,-10.9277
211,2,508.7400,1.6768,12.8630,11.9015
211,3,526.4900,1.6718,19.1595,-19.5813
211,4,539.7200,1.6883,16.4723,-6.1451
212,0,565.1300,1.6838,10.0793,26.6685
212,1,334.3200,1.9986,17.8629,-12.2497
212,2,558.7300,1.6799,14.0378,6.8759
212,3,535.7800,1.6833,18.9857,-17.8633
212,4,562.2800,1.6765,16.0993,-3.4315
213,0,579.9400,1.6627,10.2184,26.8211
213,1,327.6300,1.9978,18.9052,-16.6129
213,2,558.0200,1.6741,13.2739,11.5436
213,3,582.8400,1.6852,19.9995,-22.0842
213,4,564.4500,1.6696,15.5162,0.3323
214,0,582.3800,1.6733,10.2794,25.0984
214,1,318.6200,1.9996,18.4211,-15.6097
214,2,556.7600,1.6759,11.9525,16.7331
214,3,563.6600,1.6860,19.9172,-23.0904
214,4,569.9000,1.6726,15.9254,-3.1314
215,0,610.9700,1.6785,10.2026,22.6656
215,1,318.2800,1.9999,16.9584,-11.1133
215,2,571.2000,1.6764,11.9839,13.7590
215,3,566.6900,1.6713,19.9166,-25.9042
215,4,568.0400,1.6864,14.6171,0.5930
216,0,590.0700,1.6721,9.7657,27.3197
216,1,354.3200,1.9958,17.8091,-12.8972
216,2,606.1400,1.6880,14.0245,6.0256
216,3,596.2100,1.6865,19.8464,-23.0839
216,4,595.7600,1.6802,14.7025,2.6359
217,0,614.1700,1.6804,12.4033,20.5785
217,1,364.6800,1.9990,21.1968,-23.3888
217,2,605.9500,1.6741,15.4113,5.5384
217,3,578.4000,1.6734,19.8614,-16.7121
217,4,596.1800,1.6819,13.7222,13.9840
218,0,589.8900,1.6833,13.9189,12.2048
218,1,361.6800,1.9998,21.4728,-25.5651
218,2,596.5900,1.6862,15.7694,2.9520
218,3,599.7400,1.6773,17.2270,-4.3359
218,4,613.9400,1.6801,13.4110,14.7441
219,0,609.4800,1.6792,15.2474,4.5402
219,1,365.8700,1.9985,18.9716,-14.0811
219,2,602.2100,1.6870,16.7974,-3.2098
219,3,588.4600,1.6867,16.2731,-0.5882
219,4,608.9200,1.6826,13.4876,13.3389
220,0,635.5900,1.6756,18.0072,-5.9908
220,1,395.1000,1.9988,23.0775,-31.3422
220,2,640.9700,1.6808,16.5368,1.3613
220,3,623.9800,1.6712,14.3006,12.5425
220,4,621.2400,1.6790,12.1232,23.4292
221,0,642.1400,1.6823,18.3325,-7.8585
221,1,377.4400,1.9968,24.2756,-37.5741
221,2,619.7400,1.6858,17.1510,-1.9509
221,3,628.8100,1.6774,13.8688,14.4598
221,4,637.8100,1.6757,10.1760,32.9238
222,0,620.4900,1.6694,19.3047,-13.7948
222,1,362.4600,1.9984,23.8613,-36.5780
222,2,629.5500,1.6720,15.7842,3.8076
222,3,629.3000,1.6840,14.1098,12.1797
222,4,597.1800,1.6772,9.6686,34.3855
223,0,650.5900,1.6754,19.7571,-11.0288
223,1,383.3100,1.9971,25.1499,-37.9929
223,2,647.4300,1.6691,15.8009,8.7520
223,3,666.4300,1.6830,17.5132,0.1904
223,4,649.0600,1.6727,9.5355,40.0793
224,0,613.3000,1.6788,18.4472,-10.4116
224,1,367.9300,1.9982,22.2681,-29.5160
224,2,633.0800,1.6812,15.8491,2.5790
224,3,617.6400,1.6783,16.4930,-0.6406
224,4,638.8300,1.6719,8.7670,37.9892
225,0,633.1200,1.6690,18.1891,-10.0409
225,1,380.6300,1.9988,22.3412,-30.8015
225,2,638.2200,1.6802,15.9042,1.3836
225,3,635.1100,1.6755,15.5011,3.3990
225,4,634.0200,1.6699,8.9689,36.0598
226,0,622.9500,1.6884,19.7382,-19.8476
226,1,388.5800,1.9995,21.8376,-30.3444
226,2,636.3700,1.6743,13.0834,13.4267
